उसकी एक बे टी भी है ?	అతనికి కూ తు రు ఉ ందా ?
का त िया जि ला कर ा कस , वे ने जु ए ला	కా టి యా జి ల లా క రా కస , వె నె జు లా
रा ष टर प ति रे य स ने हम सब को ध ो खा दिया है !	పర ె సి డె ంట రే యే స మన ంద రికీ ద రో హ ం చే సా డు !
लि वर पू ल सट री ट सट े शन	లి వర ప ూ ల సట రీ ట సట ే షన
मै कस .	మా కస .
ख ै र , यह थोडा पे ची दा है .	అంటే , అది సం కలి ష ట మెన ది .
मुझे नहीं पता कि वह कहाँ हैं . मैं कई म ही नों से उन से नहीं मि ली .	అంటే , నాకు తను ఎకకడ ఉననా డ ో తె లీ దు . తన ను చూ సి కొనని నె లల య యి ంది .
ए ना बे ल , वह व ै सा नहीं है , जैसा तुम उसे समझ ती हो .	అ నన బె ల లె , తన గురించి నువవు అను కు నే ది నిజ ం కాదు .
एक मिन ट , व ै ले न टी ना .	ఒకక కష ణం , వాల ే ంట ె న .
तुम अपने परिवार को सम ंदर कि ना रे घ ुम ा ने ले जाओ गे .	నీ కుటుం బా నని సె ల వు లకు స ము దర తీ రా నికి తీసు కె ళళు .
सब ठीक हो जाएगा .	అంతా బాగు ంటుంది .
बात सही लग ती भी है .	అది అరథ వ ంత ంగా ఉంది .
नहीं .	కాదు .
यहाँ की राज नी ति को देख ते हुए , मैं इससे जयादा कुछ नहीं कर पा ऊँ गा .	దీ నికి సం బం ధి ంచిన రా జ కీ య లకు వ సతే , నేను మీకు చేయ గ లి గి న స హా యం ఇంత ే .
हमें मो का रा ओ , ए ल वाले और लि बर टे ड ो र में जयादा काम करना होगा .	మన క ృ ష ంతా మా క రా వ , ఎ ల వే ల ఇంకా లి బర టె డా ర పె న కే ంద రీ కరి దదాం .
मैंने अपनी व ं शा व ली की जा ँच कर वा ई थी . मैं आ धा इं डि यन हूँ .	నేను జ న యు పర ీ కష చే యి ంచు కుననాను . నా లో రె డ ఇ ండి యన ర క తం ఉంది .
यार , वह बहुत ही अ जी ब है . पता है न लोग कया कह ते हैं ?	బ రో , అది భ యం కర ంగా ఉంటుంది . జ నం ఏ మ ంటా రో తెలుసు కదా ?
तुमने मेरा बि ज ने स प ला न देखा ? कोई अचछी ख बर सुना ओ .	ఆ వ యా పా ర పర ణ ా ళ ి క చూ సా వా ? ఏద ెనా మంచి వా ర త చెపపు .
पहले नाम से बु ला ने ल गे हो . सुन ने में म जे दार है .	మొద టి పేరు వాడు తుననా వు . అది చాలా త మా ష ా గా ఉంది .
वह मुझे फोन करते हैं . हमेशा से ऐसा ही हुआ है .	త నే నా తో మాటలాడ తా డు . ఎ పపటి ను ండ ో అలాగే ఉంది .
मह ँ गा ई के कार ण पै स ों की कोई की मत नहीं रह गई .	దర వ యో ల బ ణం మన డబబు కు వి లు వ లే కుండా చే సతుంది .
तुमहारी रू म मे ट ने बताया कि तुम कहाँ प ढ ती हो .	నువవు ఎకకడ చ దు వు కుంటా వ ో నీ రూ మ మే ట చెపపి ంది .
मैं यह सवा ल हर रो ज अपने आप से पूछ ता हूँ .	అది పరతి రోజు ననను నేను అ డు గు త ూ ఉంటా ను .
सा मान बा ँ ध ने में भी मेरी मदद करो गे कया ?	నా సా మా న లు సర ద డానికి కూడా స హా యం చేసతా వా ?
ज हाँ तक मुझे इन हा ला त ों का अनु भ व है . . .	ఇలా ంటి పరి సథి తు లలో నా అను భ వం అయితే . . .
इस व कत , ट ै न ट ल म पर ची न का ए का धि कार है .	పర సతు తం , టా ంట ల ం పె చె నా దే గు త తా ధి ప త యం .
ठीक है , देखो , कोई द बा व नहीं डा ल रहा ,	సరే , చూడు , నినను బ ల వ ంత పెటట ాలని కాదు ,
तुमने मुझे ऐ सी गल ती न करना सि खा या है .	నువవు నాకు అంత కంటే ఎకకువ నే ర పి ంచా వు .
कया मैं आप का परि च य प तर देख सकती हूँ ?	నాకు ఏద ెనా గుర తి ం పు లా ంటి ది చూ పి సతా రా ?
उसने दो साल पहले बी ए न डी छोड दिया था ,	తను రె ండ ే ళళ కరి తం బి ఎ న డి వది లే సా డు ,
हम ट रे न से वहाँ फ टा फ ट पहु ँच जाएँ गे .	అ కకడికి రె లు లో అయితే త వర గా వెళళ వచచు .
माफ करना , मैं समय पर नहीं पहु ँच पा ई .	నేను ము ందే రాల ే క పోయి న ందుకు కషమి ంచు .
जिस से मैं पि छ ले अ पर ै ल में मि ली थी .	నేను బాగా తా గి ఉండ వచచు , ఉండ కపో వచచు .
हम सु बह तक उनके पास पहु ँच जाएँ गे .	పొ దదు న కల లా , వాళళ ను చే రు కో గ లు గు తా ం .
समझ सकता हूँ . सुनो , यह कै सा रहे गा ? मैं कल उसे देख ल ूँगा . वा दा रहा .	అరథం చేసు కో గల ను . వి ను , ఒక పని చే ద దా మా ? నే న ది రే పు చూ సతాను . ఒ టటు .
ज हाँ रह ने का मौ का भी नहीं मिल ता .	అది వా డే అవ కా శం నా కె పపుడ ూ రా దు .
ए ल ह टी यो और सू करे को मत भ ू लिए गा .	ఎ ల హ టి లో ఇంకా సు కర ని వది లే య దదు .
और उनहें इसका ज वा ब देना होगा !	దీ నికి అత నని బా ధ యు డి ని చేయ ాలి !
परे ष क : म ॉ नि टर @ न ॉर थ ले क अ ला इ ड . कॉ म न ं बर 1 पू र ण , न ं बर 2 बा की	టు : మా ని టర @ నా ర త లే క ఆ లీ డ . కా ం # 1 పరి ష కరి ంచ బ డి ంది , # 2 పె ండి ంగ
कर ा कस फा इ ल खा ता : रू पर ट थो र न	క రా కస ఫ ె ల ఖ ా తా : రు పె ర ట తో ర నే
यह बात किसी रि क ॉर ड में न आए .	ఇది అన ధి కా రిక ంగా చేసతుననా ం .
इस व कत , मैं एक ऑ परे टि ंग सि सट म भे द ने की कोशिश में हूँ .	సరే , ఇపపుడు , నేను ఒక ఓ ఎ స ని చే ధి ంచ డానికి పర యత ని సతుననాను .
अब मैं तुमहें छोड रहा हूँ ,	ఇపపుడు , నినను వ దు లు తుననాను ,
इ मत ि हा न के बाद छोड द ूँगी .	మి డ టర మ స తరువాత వది లే సతాను .
मैं बाद में फोन करता हूँ .	నేను తిరిగి కాల చే సతాను .
तो दु निया भर का सा रा तक नी की का रो बार खतम हो जाएगा .	పర ప ంచ మ ంత టా , మొ తత ం సా ం కే తి క వ యా పా రం కూ లి పో తుంది .
जयादा दू र नहीं गया होगा .	ఎకకువ ద ూ రం వెళళ ి ఉండ డు .
उसका नाम मै कस श ै ं कल है .	అతని పేరు మా కస ష ె ం కె ల .
डि जि ट ल इन ो वे शन नि दे शा ल य सी . आई . ए . मु ख या ल य	డి జి ట ల ఆ విష క రణ డె రె క ట రే ట సీ ఐ ఏ పర ధా న కార య ాల యం
यह ट ै न ट ल म कया ब ला है ?	అస లు టా ంట ల ం అంటే ఏంటి ?
मेरे ख या ल से तुमहें पता है कि मैं कहाँ हूँ .	సరే , నేను ఎ కక డు ననా నో నీకు తెలు స ను కుంటా ను .
जाओ , खा ने का मजा लो .	మీ భ ో జ నం ఎ ం జా య చె య యి .
तो आप अ म री की सर कार के लिए काम करते हैं ?	అయితే మీరు యు . ఎ స . పర భ ు త వ ంలో పని చేసతా రా ?
अब वह पै स ों के लिए लोगों की ह त या करता है .	ఇపపుడు డబబు కోసం జ నా లని హ త య చేసతుననా డు .
ट ॉ म कल ै न सी ज जै क रा यन	టా మ క లా నస ీ స జా క రె న
नहीं , उसके हाथ पर गो ली मार ेंगे . जिस से वह ह सत मै थ ु न करता होगा .	లేదు వాడి చే తి ని క ాలు దదాం . వాడు స వయ ంత ృ ప తి చేసు కు నే చె య యి .
हम यहाँ से न यो रा बो ना ल डे से मिल ने आए हैं .	మేము సె న యో రా బ ొ ండ ే లని కల వ డానికి వచచా ం .
- आप से मिल कर अचछा लगा . - मिल कर अचछा लगा .	- మి మమ లని కల వడం సంతో ష ంగా ఉంది . - నా కక ూ డా .
मि सट र रा यन , मैं यहाँ तुमहारे दिल का बो झ ह ल का करने नहीं आया .	మి సట ర రె న , నేను ఇ కకడికి నీ భా రా నని త ొ ల గి ంచ డానికి రాల ేదు .
मि सट र मार जान हमारे एक स था नी य ऑ फि सर हैं .	మి సట ర మార ట జా న మా సథ ా ని క బ ల గ ాల లో ఒక రు .
- शुकरिया . - ग री यर .	- ధనయవాదాలు . - గర ీ ర .
पता है मो रे न ो की ह त या से एक दिन पहले	మో రె నో హ త య జ రి గే ముందు రోజు ఈ ఖ ా త ాలో కి
मैंने म टी स से बात की , उसे वहाँ के नि र दे शा ं क दि ए हैं .	నేను మా టి స ని సం పర ది ంచా ను , అతనికి గ రి డ అ కష ా ం శ ాలు ఇ చచా ను .
- यह देखो . - वाह .	- చూ సు కో . - బాగు ంది .
गो ली बस छ ू कर निक ले गी . शायद पै र पर .	ఊ రి కే పె పె న గా య పడ ే టటు . బహు శా పి కక లో .
यह हो जे मार जान है .	తను జో సట మార ట జా న .
मेरे ख या ल से क सान ड रा और म रि या को वहाँ अचछा ल गे गा .	బహు శా కా సా ండ రా కి , మరి యా కి అకకడ న చచు తుంది అను కుంటా ను .
मैं डॉ . रा यन को करी ब सा ढ े तीन साल से जान ती हूँ .	నాకు డా . రె న గురించి దా దా పు మూ డు నన ర ఏ ళళు గా తెలుసు .
श वा इ जर लै ंड सब ै ं क ऑ फ स वि ट जर लै ंड मि सट र मै कस श ै ं कल	స వి ట జర ల యా ండ ష వె ట జర ల యా ండ ె స బ యా ంక మి సట ర మా కస ష ె ం కె ల
कि मुझे इं सा नों की अचछी पह चा न है .	సరి గ గా అ ంచ నా వే య గల నని నా న మమ కం .
मैं उसके बारे में पता कर रहा हूँ .	నేను తన గురించి కను కకు ంటుననా ను .
पर जब वह ग धा मिले गा , तो मुझे उसे गो ली मार ने देना .	కానీ ఆ వె ధ వ క న పడ గా నే , ననను వాడి ని కాల చని వ వాలి .
अचछा ? यह तो . . .	అవు నా ? అది . . .
कर ा कस , वे ने जु ए ला	క రా కస , వె నె జు లా
अ म री की कै ं प के पास जा रहे हैं .	అ మె రిక న లు శి బి రం వె పు వ సతుననా రు .
2 3 म ई 1 0 : 3 3 फि ला डे ल फ िया अ म री का	2 3 మే 1 0 : 3 3 ఫి ల డె ల ఫి యా యు ఎ స ఎ
ठीक है , तो . . .	సరే , అంటే . . .
और यह करने वाला इं सान इस ी जगह का बा शि ं दा है .	ఇ దే పరా ంత ంలో పు టటి పె రిగి న ఒక పెదద మని షి .
मैं आप की स थ ि ति में होने की सोच भी नहीं सकता .	మీరు నన పరి సథి తి లో ననను నేను ఊ హి ంచుకో లేను .
मैं किसी को वहाँ ले जा कर उसके सु र कष ा कर मि यों को पर शि कष ण देना चा हूँ गा .	నేను ఎవ రి నె నా తీసు కె ళళ ి ఆమె భ దర తా ద ళ ా నికి శి కష ణ అ ంది ంచ ాలని అనుకుంటుననా ను .
जे रे मी से पहले , थो र न से पहले ?	జె రె మీ కి ముందు , థా ర న ముందు ?
मेरा एक बे टा है , जे जे , जो दो म ही ने में 1 6 साल का हो जाएगा ,	నాకు ఒక కొ డు కుననా డు , జె జె , రెండు నె లల లో 1 6 ని ండు తుంది ,
- है री . . . - मेरे पास और कोई चा रा नहीं था .	- హ యా రీ . . . - నాకు ఇం కో మా రగ ం లే క పోయింది .
एक ह फ ते पहले .	ఒక వా రం కరి తం .
हैलो , ए ना बे ल .	హ లో , అ నన బె ల లె .
ठीक है , अ ग ला .	సరే , తరువాత ది .
कुछ दे र मैं अ गु वा ई करता हूँ .	కొ ద ది సే పు నేను ముందు ంటా ను .
तुमहें पता है कि मैं झ ू ठ नहीं बोल रहा है .	నేను అబ దధ ం ఆ డ ట లే దని నీకు తెలు స ను కుంటా .
मैं ए ना बे ल को छोड द ूँगा और तुमहारे पीछे भी नहीं आ ऊँ गा .	నేను అ నన బె ల లె ను వది లే సతాను , నినను కూడా వది లే సతాను .
जो वे ने जु ए ला के त ट से करी ब 1 7 न ॉ टि कल मी ल दू र है .	యు ఎ స ఎ స పె ర ల తా కి చె ంది న ని రా యు ధ డ రో నస మా త రం ఉననా యి .
मैं उनहें इतना का बिल बना ना चा हूँ गा कि कम से कम चु ना व ों तक उसकी सु र कष ा कर सक ें .	ఎ నని కల వర కు ఆమె ను కా పా డ డానికి పో రా డే అవ కా శా నని వా రికి ఇ ద దా మ ను కుంటుననా ను .
यह अपने काम में मा ह िर हैं .	తన పని బాగా తెలి సిన వాడు .
है रि य ट मो बा इ ल	హా రి య ట మొ బె ల
और आप की प तनी ?	మరి మీ భా ర య ?
तुमने आ कर मेरा सा रा काम बि गा ड दिया .	నువవు వచచి , నా పర ణ ా ళ ి కలు నా శ నం చే సా వు .
ज ंग ल में रे य स के ख न न के काम की जान का री	అ డ వి లో రే యే స గ ను ల త వ వ కాల ప ను లు ఇంకా
वह करी ब एक घ ं टे पहले उस च ट टा न से नीचे उ त रा था .	ఒక గ ంట కరి తం తను ఆ రా తి ముఖ ం నుండి కి ంది కి ది గా డు .
अभी कयों नहीं देख ले ते ?	దానని ఇ పపుడ ే చూడ వచచు కదా ?
रा यन ने कहा था कि द कष ि ण ची न सा गर वाला सै टे ला इट	ఇక , ద కష ి ణ చె నా స ము ద రం నుండి ఉ ప గర హా నని పర యో గి ంచి ంది
पर तुमहारे पास उससे बात करने का कोई रा सता तो होगा .	కానీ తన ను సం పర ది ంచ డానికి నీ కే ద ో మా రగ ం ఉంటుంది .
तुमहारे ब ॉ स को तुमहारी व फा दा री पर शक होने लगा है .	నీ బా స కు నీ వి శ వ స నీ యత పె న అను మా నం మొద ల య యి ంది .
समझ सकता हूँ कि अगर यह सच होता तो कि तना अ सर पड ता .	అదే నిజ మె తే ఎంత అరథం ఉ ంటు ందో నాకు తెలు సతుంది .
यह क ॉल म बा इट - ट ै न ट ला इट है .	ఇది కలు మ బి ట ే తత న త లి తే .
- मि सट र ग री यर . - से न यो रा .	- మి సట ర గర ీ ర . - సె న యో రా .
उसने लि फ ट में तुमहें कयों नहीं मा रा ?	అతను నినను లి ఫ ట లో ఎందుకు చం ప లేదు ?
रि क ॉर डि ंग से काम बन गया .	రి కార డి ంగ పని చేసి ంది .
सी आई ए की बात किस ने की ?	అస లు సీ ఐ ఏ మాట ఎవర ె త తా రు ?
- बच च ों का इस ते माल करना उन में से एक है . - अचछा ?	- పిలల లను ఎ ర గా వా డ డం వాటి లో ఒకటి . - నిజంగా నా ?
मैंने उसकी गल ति यों से सी ख ली है .	నేను అతని త పపు ల నుండి నే రచ ు కుననాను .
- पक का ? - कोई बात नहीं .	- ఖ చచితంగా నా ? - ఫ ర లేదు .
आप ने मुझे कैसे ढूँढ ा ?	మీరు నన నె లా కను గొ ననా రు ?
ज रा ये आ ँ क डे देख ली जिए .	మీరు ఈ సం ఖ య లు చూడ ాలి .
सुना है अगर आप की अ ंग रे जी उ तनी अचछी न हो तो वह अ म री का के अचछ े श हर ों में से एक है .	నీ ఇం గ లీ ష అంత గా బ ాల ే కు ంటే , యు ఎ స లో ఉండ డానికి అది మె రు గె న న గ రం అని వి ననా ను .
मैं बता रहा हूँ , मुझे यहाँ कुछ ठीक नहीं लग रहा , यार .	నిజంగా చె ప తుననాను , నాకు ఏదో చె డు జరుగు తుంది అనిపి సతు ందో య .
खा ते का सा रा ं श परा र ं भ ि क ज मा रा शि 4 8 1 , 2 6 8 . 5 1	ఖ ా తా సా రా ం శం ఓ పె ని ంగ బయ ాల ె నస 4 8 1 , 2 6 8 . 5 1
- ए ना बे ल , पलीज . - मैं कोई मदद नहीं कर सकती , ठीक है ?	- అ నన బె ల లె , దయచేసి చెపపు . - నేను మీకు సా యం చేయ లేను , సరేనా ?
और ऊँ चे रा स ते से हाथ ध ो बैठ ें ?	అ ందుకు ఎ త తె న నే లను త యా గం చే ద దా మా ?
बै ंड - ऐ ड निका ल ने जैसा दर द होता है .	అది బ యా ండ ఎ యి డ ప ీ కే య డం లా ంటి ది .
बाहर निक लो .	బె టి కి రా .
पर उसके पास कुछ जान का री है जो हमारे काम आ सकती है , ता कि मैं उसकी मदद कर सक ूँ .	కానీ అతని వ దద మాకు ఉ ప యో గ పడ ే సమా చా రం ఉంది , కాబటటి నేను తన కు స హాయ పడ గల ను .
वह रे य स था .	తను రే యే స .
अ परा ध ों के कार ण हम डर के सा ए में जी ते हैं .	నే ర ాలు మనం భ య ంతో జీవి ంచే లా చేసతుననా యి .
ता कि मुझे यकीन हो जाए कि तुम उसे छोड दो गे .	అలా అయితే , తన ను వది లే సా వ ని తెలు సతుంది .
वह मु सी ब त में है , ए ना बे ल . मुझे उसे ढूँढ ना होगा .	అతను సమ సయ లో ఉననా డు , అ నన బె ల లె . నేను అత నని కను క కో వాలి .
वहाँ जो गो लिया ँ च ली थी ं , जिस में एक आदमी मा रा गया था ?	అ కకడి కాల పు ల గురించి , అకకడ చని పోయి న త ని గురించి ?
वह जर म नी का एक बी ए न डी ऑ फि सर है .	అతను జె ర మన బి ఎ న డి అ ధి కా రి .
और अब मेरे म सी हा बन ने आए हो .	ఇపపుడు ననను కా పా డ డానికి వచచా వు .
कि चु ना व लड ने के मेरे फै स ले के कार ण उनहें कुछ न हो जाए .	పో టీ చేయ ాలను కు నే నా ని రణ యం వ లల వా రికి ఏ మెనా జరుగు తు ందే మో అని .
अब वापस इस पर जाओ .	దీ నికి తిరిగి వెళళ ు .
यह कया है ?	ఇది ఏంటి ?
ऊ पर च लिए .	పె కి ర ండి .
वह मै कस श ै ं कल का है .	ఇది మా కస ష ె ం కె ల ది .
बस तुम चि ल ला ना मत .	కానీ నువవు అ ర వ కూడ దు .
या मैं रे य स को बता सकता हूँ	లేదా సీ ఐ ఏ ననను సం పర ది సతుననా రని
आपके लोगों को आप जै सी ने ता की जरूरत है .	మీ పర జ ల కి మీ లా ంటి నా య కు ర ాలు కావాలి .
हाँ , और वह उसकी ओ र जा रहा है .	అవును , ఆ ది శ గా వెళ తుననా డు .
इस खा ते में एक बडी र कम किस ने डा ली ?	అ తి పెదద మొ తత ం జ మ చేసి ంది ఎవర ో ఊ హి ంచు ?
वह आ त म सम मान बना ए रख ना मु श कि ल है जो मेरे मा ता - पिता में हुआ करता था .	ఒక పపుడు మా అమమా నానన లకు ఉనన అదే గ ౌ ర వ ంతో ఇపపుడు ఉండ డం అ సం భ వం .
आप ने मुझे कयों बु ला या था ?	మీరు నాకు ఎందుకు కాల చే సా రు ?
शे ष रा शि 7 2 9 , 4 4 5 . 3 0 ओ वर ड रा फ ट की सी मा 2 , 5 00 . 00	క లో జి ంగ బయ ాల ె నస 7 2 9 , 4 4 5 . 3 0 ఓ వర డ రా ఫ ట పరి మి త 2 , 5 0 0 . 0 0
पर शायद आपके यह चु ना व लड ने का एक कार ण भी वही हैं .	కానీ మీరు పో టీ పడ డానికి వాళళు కూడా ఒక కా రణ ం అను కుంటా ను .
मुझे लगा हमारे पास ह वा ई मदद नहीं है .	మన కు వె మా ని క మ దద తు లే ద ను కుననాను .
जै क रा यन .	జా క రె న .
शायद तुमहारे लिए यह समझ ना मु श कि ल हो ,	నీకు అరథం చేసు కో వడం కష టం కా వచచు ,
हम अ मी र नहीं थे ,	మేము ధ ని కు ల ం కాదు ,
ए ना बे ल को ढूँढ ो .	అ నన బె ల లె ని కను క కో .
हा ला त बद ल रहे हैं .	ఒ ర వ డి మా రు తుంది .
उ म मी द का य म रख ना ,	ఆ శ తో ఎ దు రు చూడ డ మా ,
ऑ परे शन कर रहे हैं .	విమా నా లు ఉననా యి .
मैं उससे कभी नहीं मि ला . सब ई - मे ल के ज रि ए त य हुआ .	ఎపపుడూ వయకతి గ తంగా కల వ లేదు . అంతా ఎ ల క ట రా ని కల గా జరిగి ంది .
थो र न ने झ ू ठ बो ला था , जब उसने कहा कि वह बस लोगों को मिल वा ता है .	తను కే వల ం పరి చ య ాలు మా తర మే చేసతుననా నని థా ర న అ నన ది అబ దధ ం .
और तुम और है री कब से साथ काम कर रहे हो ?	నువవు , హా రీ ఎంత కాల ంగా కలి సి పని చేసతుననా రు ?
कल ग लो रि या ने मुझे बताया कि रे य स के एक आदमी ने	రే యే స మని షి ఒక డు తన కూ తు రికి ఒక తు పా కి గు ండు ఇ చచా డ ని
- हैलो , तुम कहाँ हो ? - मुझे अपनी बे टी से बात कर नी है .	- హే , ఎకకడ ఉననా వు ? - నేను నా కూ తు రి తో మాటలాడ ాలి .
ए ना बे ल को फोन दो . मुझे जान ना है कि वह ठीक है कि नहीं .	అ నన బె ల లె తో ఫోన లో మాటలా డి ంచు . తను బాగా నే ఉ ందని నాకు తెలియ ాలి .
मैं गु जा रा भ त ते के 1 2 चे क एक ही बार में बना कर हर म ही ने की ता री ख डा ल दे ता हूँ .	నేను మొ తత ం 1 2 మన ో వర తి చె కకు ల పె ఒక ే సారి స ంత కం చేసి , పో సట డే ట వే సతాను .
सब ठीक तो है न ?	అంతా బాగా నే ఉ ందా ?
आ व क क ॉल - नाम : थो र न , रू पर ट जगह : ल ंद न , इ ंग लै ंड	కాల వ సతుంది - కాల ర : థా ర న , రూ పర ట సథ ల ం : ల ండ న , ఇం గ లా ండ
का त िया , मैं आपको सुन सकती हूँ !	కా టి యా , నాకు మీ స వ రం వి ని పి సతుంది !
मुझे गो ली मा रो गे ?	ననను క ాలు సతా వా ?
तुमहें कया चाहिए ?	నీకు ఏం కావాలి ?
वह एक जर मन ना गर ि क है और पै स ों के लिए लोगों की ह त या करता है .	అతను జర మన ప ౌ రు డు , అతను జ నా లని డబబు కోసం హ త య చేసతా డు .
एक बात क हूँ , यार ? मुझे अभी तक व कत नहीं मि ला .	నీ కొ క విషయం చెపప నా ? నా క ది చూడ డానికి సమయం దొ ర క లేదు .
- लगता है उसने कहीं ध ु आ ँ देखा है . - ध ु आ ँ ?	- అతను ఏదో పొ గ చూ సిన టటు ననా డు . - పొ గ నా ?
आज , खा ने और द वा ई की भा री कमी के कार ण	ఇ వాళ , ఆ హా రం , మ ందు లకు ఉనన తీ వర మెన కొ ర త వ లల
- आप की मदद का शुकरिया . - चु ना व के लिए शु भ काम ना एँ .	- మీ స హా యా నికి ధనయవాదాలు . - దీ న ంత టి కీ గు డ ల క .
मैं कोई बे व कू फ नहीं हूँ . मुझे पता है वह कया काम करते हैं .	నేను పి చచి దానని కా ను . తన ఉద యో గం ఏమి టో నాకు తెలుసు .
और फिर भी , न जाने कयों , हमारे पास अपने बच च ों के लिए खा ना नहीं है .	అయి నా , ఎలా గో , మన కు మన పిలల ల క డు పు ని ం ప డానికి సరి ప డా లేదు .
तो , वह कौन है ?	అయితే , తను ఎవరు ?
यहाँ आओ .	ఇలా రా .
- अंदर आ जाओ . - एक मिन ट बात कर सकते हैं ?	- లో ప లి కి రా . - ఒక ని మి ష ం మాటలాడ వచచా ?
उसका नाम फ लै श ला इ डा र है .	దాని పేరు ఫ లా ష లె డా ర .
पर उनहोंने कभी खा ने की कमी नहीं होने दी ,	కానీ ఎపపుడూ తి న డానికి తి ండి ఉండే ది ,
मैंने कहा था कि द ख ल मत देना .	నినను జో క యం చేసు కో వ దద ని చెపపా ను .
अगर वह मु सी ब त में हैं , तो बी ए न डी वाले उनकी मदद कयों नहीं कर रहे ?	తను సమ సయ లో ఉ ంటే , మరి బి ఎ న డి తన కు ఎందుకు సా యం చేయ ట లేదు ?
बता ओ तुमहें किस ने काम पर र खा है .	నినను ఎవరు ని య మి ంచా రో చెపపు .
इस ी व कत .	వె ంట నే .
पर अगर कोई और स रो त मिल जाए , तो ?	కానీ ఒక వే ళ ఇం కొ క వ న రు ఉ ంటే ?
जा ह िर है , अचछी तरह नहीं सि खा या .	నిజంగా , సరి గ గా నే ర పి ంచ లేదు .
मतलब , हम उसे ढूँढ ेंगे कैसे ?	అంటే , అస లు త నని ఎలా కను క కో వాలి ?
उन में से जयादा तर लोग व ॉ ले न टि यर हैं , कि सान , ट ै क सी चा ल क .	వాళళు వాల ంట ీ రలు , చాలా వర కు రె తు లు , క యా బ డ రె వర లు .
सा रे भ ु ग ता न एक जा ली खा ते के ज रि ए कि ए जा ते हैं .	చె ల లి ం పు ల న నీ ఒక అ కర మ ఖ ా తా నుండి వెళ తా యి .
यहाँ तुमहारी मर जी नहीं च ले गी . मेरी मर जी च ले गी .	ఇది ఎలా జ రగ ాలో చెపప ే ది నువవు కాదు . నేను .
कि मेरे यहाँ न होने पर भी तुमहारे पास जरूरत का सा रा सा मान हो .	నీకు కా వల సిన వ న నీ ఉండే లా ని ర ధా రి ంచుకో వాల ని అను కుననాను .
वह कई चीज ों के उ त पा द न में काफी अ हम है .	అ నని ర కాల త యా రీ లలో ఇది కీ ల క మె ంది .
आपको ए त राज न हो , से न यो रा बो ना ल डे ,	సె న యో రా బ ొ ండ ే ల , మీరు అన య ధా భా వి ంచ కపో తే ,
कोई इं सा नी मदद नहीं है . के व ल यू ए स ए स पे रा ल टा के नि ह त थे ड रो न ,	మ ను ష ు లు నన వి లే వు . వె నె జు లా తీ రం నుండి దా దా పు 1 7 నా టి కల మె ళళ ద ూ రం లో ని
तुम रा यन के साथ काम कर रही हो .	ను వు రె న తో పని చేసతుననా వు .
मुझे लगा था कि तुम मुझे बेह तर समझ ती हो .	నీకు నా గురించి ఇంకా ఎకకువ తెలుసు అను కుననాను .
मुझे जाना होगा .	నేను వెళళ ాలి .
उसने मेरे पा पा के बारे में	మా నానన గురించి అతను చెపపి ంది ,
