Hindi	Telugu	Similarity_Score
हम उसकी इ जज त नहीं करते .	మాకు ఆమె పె గ ౌ ర వం లేదు .	0.5071
उसके हाथ में दो त रा जू हैं ज हाँ . . .	ఆమె రెండు త రా సు లు ప టటు కు ంటుంది . . .	0.6300
और फिर फै सला करना होता है .	అ పపుడు ని రణ యం తీసు కుంటా రు .	0.5568
कयोंकि तुमहें जे ल नहीं भे ज ना चाहिए ,	ఎందుకంటే మి మమ ల సి పం జ రం లో పెటట కూడ దు .	0.5764
मीक मिल : कै दि यों को न ए अ धि कार चाहिए	మీ క మి ల : ఖ ె దీ లకు కొతత హ కకు లు కావాలి	0.5614
र ै पर ने न या य पर ण ा ली के सु धा र के लिए आ वा ज उ ठा ई	ర యా పర శి కష ా సమ ృ తు ల సం స క రణ కా వాల ని వా ది సతుననా డు	0.6916
वहाँ ह जार ों बच चे हैं ,	కొనని వే ల మంది పిలల లు	0.4992
2 3 जन व री , 2 0 1 9	జ న వ రి 2 3 , 2 0 1 9	0.8186
री फो र म	సం స క రణ	0.5190
" मैंने किया कया है ? " मुझे पता था यह सा मान य बात नहीं है ,	" నేను ఏం చేశా ను ? " అని . నాకు ఇది సా ధా రణ ంగా లే దని తెలుసు ,	0.6306
ज रा ह ं गा मा हो जाए !	కొ ంచ ె ం గో ల చేయ ండి !	0.4760
मीक मिल	మీ క మి ల	0.2722
हम यह सब आपके हाथ ों में छोड ते हैं और हमारी परा र थ ना है आप सब ठीक करेंगे .	మే మి ది నీ చే తు లలో పె డు తుననా ం , నీ వు చేయ ాలను కు నన ది చేయ ాలని , పరా రథ ి సతుననా ం .	0.6008
पी ए सु पर ी म को र ट का ऑ र डर निकल ने पर मीक मिल की जे ल से रि हा ई का इं त जार है	ఎంత గా నో వే చి సతు నన మీ క మి ల వి డు ద ల సు పర ీ మ కో ర టు ఉ తత ర వు లను అను సరి ంచ ను ంది	0.7071
मैं काम करता रहा हूँ . मैं लोगों को काम दे ता हूँ , ट ै कस भर ता हूँ .	నేను పని చేసతుననా ను , నేను ఉద యో గ ాలు ఇ సతుననాను , ప నను లు క డు తుననాను .	0.5507
यह एक वि वाद पू र ण सुन वा ई थी , एक द म अ जी ब . बाहर जु लू स निकल रहा था .	ఇది వి వా దా స పద వి చా రణ , అ నా గ రిక ంగా కూడా ఉంది . ర య ాల ీ ని ర వ హి ంచా రు .	0.6656
काफी समय से इस बढ ती हुई भी ड को आ शा है कि वह रि हा हो जाएगा .	ఇపపుడు ఇకకడ పె రుగు తు నన జ నం , అతను బయట కు రా వాల ని ఆ శి సతుననా రు .	0.6385
मैं बस छ ह म ही ने के लिए जे ल गया , वहाँ बहुत सी कि ता ब ें प ढ ी ं .	నేను కే వల ం ఆ రు నె ల లు జె లు కు వెళళ ా ను , చాలా పు సత క ాలు చ ది వా ను .	0.6823
और मीक कह ता है , " नहीं , मैं सि सट म पर ही मु क द मा कर द ूँगा . "	ఇంకా మీ క , " లేదు , నేను వయ వ సథ ను వి చా రణ లో పె డ తాను " అ ంటుననా డు .	0.6866
हमें दु निया को आ जा द कर वा ना है . मीक मिल को आ जा द कर वा ना है .	మనం పర ప ంచా నికి స వే చ ఛ ని వ వాలి . మనం మీ క మి లకు స వే చ ఛ ని వ వాలి .	0.6124
मैं जो कह ना चाहता हूँ सब कह रहा हूँ . मैं खु ल कर बोल ता हूँ .	నేను చెపప ాలని అను కు నన ది చెబు తుననాను . నేను ప చచి గా ఉంటా ను .	0.5615
जब उसने बात करना शुरू किया , त ब शुरू में बहुत अ क ड रही थी .	మేము మాటలాడ టం మొద లు పె టటి న పపుడు మొద ట తను అ హ ం కార ంగా ఉంది .	0.6334
मीक इस तरह काम नहीं करता . वह दूस रे लोगों से सी ख ता है ,	మీ క అలా కాదు పని చేసే ది . అతను ఇ తరు ల నుండి పని చేసతా డు ,	0.6193
एक दिन दो दि नों में , और दो दिन तीन दि नों में बद ल गए .	ఒక రోజు రెండు రోజు లు అయ యి ంది , ఆ తరువాత మూ డు రోజు లు .	0.5742
उसने कहा कि मीक ने रि ली फ के दा वे को सा बि त नहीं किया	ఆమె అది తన " ఉ ప శ మన అ భ య రథ న " సా కష యం య ొ కక పరా ధా న యం ద వా రా	0.5769
कयोंकि वे जे ल गए , तो नि रा श हो गए , द वा इ या ँ खा ने ल गे ,	వారు మన ో వ యా కు ల త చె ంది , మ ందు లు వా డ టం మొద లు పె డ తా రు .	0.7042
और मेरे ख या ल से हमारे पास वह जज बा है , वह प ूँ जी है ,	పెదద పర భా వం కలి గి ంచ డానికి కా వల సిన ప టటు ద ల , పె టటు బ డి ,	0.6599
मुझे यकीन है हम बद ला व ला सकते हैं , और उसके साथ ही ,	మేము మార పు ను తీసుకు రా గల మని నాకు న మమ కం ఉంది , దాని తో ,	0.6003
और मैंने कभी री फो र म का चे ह रा बन ना नहीं चा हा था .	నేను సం స క రణ సం సథ ముఖ చి త రా నని అవ వాల ని అ డ గ లేదు .	0.6381
- हाँ . - तो , आ जा द मह सू स कर रहे हो ? सच में आ जा द ?	- అవును . - స వే చ ఛ గా అనిపి సతు ందా ? నిజ మెన స వే చ ఛ ా ?	0.6900
न शा करना उनकी आद त हो गई जो हो रहा है अब बद तर	మ త తు లో ఉ ంటుననా రు అది ఇంకా దా రు ణ ంగా అవు తుంది	0.5490
कयोंकि हम सब देख सकते हैं कि यह कुछ ऐसा है	ఎందుకంటే మా అంద రికీ మ ాలో దీ ని ని మా రచ గల శ కలి	0.5199
जाना फ ला इ श मै न सं सू च न वि भा ग ई वी पी , रॉ क ने शन	జా నా ఫ లీ ష మ యా న ఈ వీ ప ీ క మ యూ ని కే ష నస , రా క నే షన	0.7035
" उस नि य म की सा री श रत ें पूरी हो नी चाहिए . "	" మీరు ఆ చ టట ం య ొ కక ని బం ధన లు నె ర వే రచ ాలి . "	0.6771
सब को , गु ड ई व नि ंग . मैं हूँ यू की वा शि ंग ट न .	అంద రికీ , శ ు భ సా య ంత రం . నేను యూ కీ వా షి ంగ ట న .	0.7084
डा निया ड िया ज फि ले न थ रॉ पी पर मु ख - रॉ क ने शन	డా ని యా డ యా జ దా త ృ త వ శా ఖ ా ది ప తి - రా క నే షన	0.6310
बस आ शा करती हूँ कि उसे वापस न जाना पडे .	నేను అతను తిరిగి వెళళ కూడ ద నే ఆ శి సతుననాను .	0.5488
उन लोगों की आ वा ज जो इस समय जे ल में हैं .	పర సతు తం జె లు లో ఉనన వాళళ గొ ం తు అవు తా డు .	0.6163
मीक के व की लों ने पे न सि ल वे निया को र ट से	మీ క లా య రలు పె న సి ల వే ని యా సు పర ీ మ కో ర టు ను	0.6548
व ैसे ही जे ल के बाहर भी ड भी बढ रही है .	జె లు బయట ఉనన జ నం కూడా పె రుగు తుననా రు .	0.6223
तो , इसलिए मीक ने वहाँ कुछ नहीं लि खा ,	అందు కే , అతను అకకడ నిజంగా ఏమీ రా య లేదు ,	0.5960
और 1 3 वा ँ सं श ो धन नहीं कह ता हम रा जा हैं	1 3 వ స వర ణ లో మన ము రా జు ల మని చెపప టం లేదు	0.6731
मीक मिल के बारे में शान दार बात यह है	మీ క మి ల గురించి అద భ ు త మెన విషయం ఏ ంట ంటే	0.5408
अ भ ि यो ग और बचा व प कष दोनों को म ं जू र है ? यह लो . अ ल वि दा . बाद में मिल ते हैं .	అ భి యో గ ము మరి యు పరతి వాద ము కు స మమ తి సతా రా ? మంచిది . వెళళ ొ సతా ము . మ ళళ ీ కలు సతా ము .	0.6929
मैंने सो चा तुम हे लि कॉ प टर लेकर आओ गे .	నువవు హె లి కా ప టర తె సతా వ ని అను కుననాను .	0.5989
कयोंकि उनहें लग रहा है कि , " कयों ? देख ना जब मैं कभी इस ओ ह दे पर पहु ँच ूँगा ,	ఎందుకంటే వాళళు , " ఎందుకు ? నేను దానని రూ పొ ంది ంచి అంటే ఒక అత యు నన త సథ ా యి కి	0.6384
हो सकता है आज हो , या कल हो , या छ ह ह फ ते के बाद हो . हमें कुछ नहीं पता .	అది ఈ రోజు కా వచచు లేదా రే పు , లేదా ఆ రు వా ర ాలు కా వచచు . మాకు తెలియదు .	0.6326
मीक के जी व न के इस मु श कि ल समय में ,	మీ కకు తన జీవి తం లో ని ఈ కష ట కాల ంలో ,	0.6406
1 8 जू न को एक सुन वा ई रख ी है जिस की माँ ग दोनों प कष ों ने नहीं की है .	పర త య కష వి చా రణ ను ఇ రు పా ర టీ లు కో రు కో ని వి ధ ంగా జ ూ న 1 8 న ఏ ర పా టు చేశా రు .	0.6881
- शुकरिया , सर . - बहुत - बहुत शुकरिया .	- ధనయవాదాలు , సర . - చాలా ధనయవాదాలు .	0.5482
वे न या य सु धा र के लिए इ क ट ठ े हों गे .	చ టట స వర ణ కు ఒక ట వు తా రని అను కో లేదు .	0.6637
कुछ याद नहीं है . सच क हूँ तो , लगता है उस प ल अपना हो श खो बैठ ा था .	నాకు పెదద గా గుర తు లేదు . నిజ ా నికి , అ వి , అ ప స మార క కష ణ ాల లా అనిపి ంచా యి .	0.6603
भगवान के सब बच चे बोल ें " आ मी न . "	దేవు ని బి డ డ ల ంద రూ " ఆమె న " చెపప ండి .	0.6301
जैसे , आप 2 4 घ ं टे जा ग ते रह ते हैं ,	ఎలా అంటే 2 4 గ ంట లు మే ల కొ ని ఉ ండి ,	0.6673
मैं इतना ड रा हुआ हूँ कि अपने ही हा ला त ों पर खुद बात नहीं कर सकता ,	ఈ కష ణ ంలో నాకు చాలా భ య ంగా ఉంది నేను ఈ పరి సథి తి ను ంచి బయట పడ ే దా కా	0.6298
और मुझे ख बर मि ली कि सु पर ी म को र ट ने बहुत ही क माल का काम किया है .	నాకు సు పర ీ మ కో ర టు ఇ పపుడ ే ఎ ంతో అద భ ు త మెన పని చేసి ందని తెలి పా రు .	0.6722
हम इस सि सट म में सु धा र ला ने के लिए एक फा उ ं डे शन की शु रु आ त करेंगे .	మేము ఒక ఫ ౌ ండ ే షన సథ ా పి ంచ ాలని ఆ కష ణ ా న మే మి దద రం కలి సి అను కుననా ం .	0.7062
सब के लिए ! यही हम करने वाले हैं .	అంద రి కోసం ! అదే మేము చేయ బో యే ది .	0.5716
नहीं . जे ल से निकल ने के बाद एक मिन ट के लिए भी नहीं सो पा या .	లేదు . నేను జె లు ను ంచి బయట కు వచచా క ఒకక ని మి ష ం కూడా పడు కో లేదు .	0.6291
जो बहुत ही भा व ु क परि स थ ि ति थी .	ఇది నిజంగా ఉద వే గ భ రి త మెన సథి తి .	0.5359
या लगता है कि कयोंकि अभी भी हा ला त पूरी तरह सु ल झ े नहीं हैं ,	లేదా ఇంకా తే ల ాల సిన విష య ాలు ఇంకా ఉననా యి కాబటటి , మీరు చెపప ాలని	0.5711
मीक ने पि छ ले पा ँच म ही ने बि ना किसी कार ण के जे ल में का टे हैं .	మీ క తన జీవి తం లో గ త ఐ దు నె ల లు అరథం లే కుండా జె లు లో గ డి పా డు .	0.6853
और फिर अ दा ल त च ले जा ते हैं . आप सो ही नहीं पा ते . पता है कयों ?	కో ర టు కు వెళళ ే వాడి ని . మన కు ని దర కూడా ప టట దు . ఎందు కో తెలుసా ?	0.6827
उ म मी द लगा ए स ड को ं पर ज मा हैं , जो अब किसी प ल भी हो सकती है .	వారు వీ ధ ు లలో బా రు లు తీ రి ఉననా రు , అది ఏ కష ణ మెనా జ రగ వచచు .	0.6735
तो वह शायद अ म री का में दिन में ह जार बार होता है , समझ े न ?	అ మె రి కాల ో అది బహు శా రోజు కు 1 0 0 0 సా రలు జరుగు తుంది , తెలుసా ?	0.5944
ब रा यन मै कम ॉ ने गल मीक का व की ल	బ రా యన మె క మొ నా గి ల మీ క లా య రు	0.6065
और यह सच है . इस के बारे में जान ना है , तो ग ू गल पर ढूँढ ो .	అది వా సత వం . అది తెలుసు కో వాల ంటే , దాని ని గ ూ గు ల చేయ ండి .	0.6710
जा ह िर है , हमें लगा था कि इस पर तो बह स होगी ही नहीं .	ఖ చచితంగా , అస లు ఇది వాద నా ం శం అవు తు ందని మేము అను కో లేదు .	0.6146
जज ब रि ं क ली , उसने मीक के सा रे अनु रो ध नाम ं जू र कर दि ए .	నయా య మూ ర తి బ రి ంక లీ , ఆమె మీ క అ భ య రథ న ల న నీ తో సి పు చ చేసి ంది .	0.7001
हम सब मीक की सुन वा ई के लिए	మే మ ంద రం ఫి ల డె ల ఫి యా న గ రం లో	0.5604
मुझे बिलकुल अ लग मह सू स हुआ .	నాకు భి నన ంగా అనిపి ంచి ంది .	0.4893
जज को नि ष प कष रह ना होता है ,	నయా య మూ ర తి త ట సథ ంగా ఉండ ాలి ,	0.5887
उन में से बहुत ों से सुन ता हूँ कि जो कुछ न या य पर ण ा ली	నేను చాలా మంది నయా య వయ వ సథ వా సత వ ంగా నాకు చే సతు నన దా నికి	0.6266
य दि वे ऐसा नहीं करते , तो वह या चि का नाम ं जू र कर दे गी ,	ఒక వే ళ వాళళ ది చేయ లే కపో తే , ఆమె బె యి ల ని రా కరి సతుంది ,	0.6270
इस हा ल त को ब या ँ करना मु श कि ल है , पर मैं बहुत खुश थी .	అది నేను వి వ రి ంచ లేను , కానీ నాకు అ మి తా న ంద ంగా ఉంది .	0.6319
मुझे पर वाह नहीं कि वह कया करती है , और कैसे करती है .	నేను ఆమె ఏం చే సతు నన ది , ఎలా చే సతు నన దీ ప టటి ంచుకో ను .	0.6143
पे न सि ल वे निया सु पर ी म को र ट	పె న సి ల వే ని యా సు పర ీ మ కో ర టు	0.6597
पर मैंने कहा , " र मीक , मैं यह ख बर ों में देख रही हूँ .	కానీ నేను అ ననా ను , " ర మీ క , నేను వా ర త లు చూ సతుననాను .	0.6157
मीक मिल का कया समय है ! ए !	మీ క మి లకు మంచి సమయం ! హే !	0.5725
- ये मा य ने रख ते हैं ! - हाँ .	- అదే నాకు ముఖ యం ! - అవును .	0.5762
और हमारी अ ग ली सुन वा ई की ता री ख 6 0 दिन आगे कर दी ,	త దు పరి సథి తి వి చా రణ కు ఇంకా 6 0 రోజు ల గ డు వు పెటట ా రు	0.6574
पर हमने वही किया है . कोई स वि रो ध मु द दा है ही नहीं .	కానీ మేము చేసి ంది అదే . వి వా దా స పద సమ సయ లే వీ లే వు .	0.6190
पा पी वि लि य मस मीक का बे टा	పా ప ీ వి లి య మ స మీ క కొ డు కు	0.5649
अनु रो ध का अन ुम ो द न किया ,	అ భ య రథ నను బ ల పరి చా రు , ఇంకా	0.6208
न श ी मा वि लि य मस मीक की बह न	న ష ీ మా వి లి య మ స మీ క సో ద రి	0.5273
दा दी को तुमसे पयार है .	నినను బా మమ పరే మి సతుంది .	0.5310
जो टा को पी ना मीक का व की ल	జో టా కో ప ీ నా మీ క అ టా ర నీ	0.4187
कै थी वि लि य मस मीक की माँ	క యా థ ీ వి లి య మ స మీ క తల లి	0.4943
कै थी वि लि य मस मीक की माँ	క యా థ ీ వి లి య మ స మీ క తల లి	0.4943
तो हमें आप की मदद चाहिए ,	మాకు మీ స హ కా రం కావాలి ,	0.4626
पे न सि ल वे निया सु पर ी म को र ट ने ऑ र डर दिया है कि	పె న సి ల వే ని యా సు పర ీ మ కో ర టు నయా య మూ ర తి బ రి ంక లీ ను	0.6822
मैंने कहा था मैं जल द वापस आ ऊँ गा . यह तो . . .	నేను త వర గా తిరిగి వ సతాను అని అ ననా ను . ఇది . . .	0.6560
सब ूत के त ौ र पर फ ु टे ज देख ता हूँ , और सोच ता हूँ ,	నేను వీ డి యో సా కష యం చూ సా క , నాకు అనిపి ంచి ంది ,	0.6235
जो मेरे जैसे हा ला त ों से आए हैं , ज हाँ मुझे स हा रा दे ने वाला कोई न था .	నేను వచచి న చ ో టు నుండి వచచి న వారు , వాళళ కు స హాయ పడ ే వారు ఎవర ూ ఉండ రు .	0.6496
यह एक दर द ना क अनु भ व था ,	అది బా ధా కర మెన అను భ వం ,	0.6098
मैं हमेशा से कह ता आया हूँ कि एक मु श कि ल ल कष य चु न ो और जान ल डा दो .	నే నె పపుడ ూ ఒక మొ ండి ల కష యా నని ఉద దే శి ంచు కు ని , దాని వె ంట పడ ాలి అ ంటా ను .	0.6554
ए . चार ल स पे रू टो जू नि यर जज ब रि ं क ली के व की ल	ఏ . చా ర ల స పె రూ టో జ ూ . నయా య మూ ర తి బ రి ంక లీ లా య రు	0.7211
- हम ठीक हैं . - कि तना अचछा मह सू स हो रहा है ?	- మేము బాగు ననా ము . - ఇది ఎంత బాగా అనిపి సతుంది ?	0.5934
आज का दिन अचछा था , जैसा आ इस क यू ब ने कहा था .	ఈ రోజు చాలా మంచి రోజు , ఐ స క యూ బ చెపపి న టటు .	0.6570
मीक मिल को पर ो बे शन उ ल ल ं घ न के लिए जे ल हुई	మీ క మి క పరి శ ీ ల నా ఉ లల ం ఘ న వల న జె లు కు వెళళ ా డు	0.6727
कोई न या य नहीं हुआ . न ही उसकी कोशिश की गई .	నయా యం జ రగ లేదు . నయా యం కోసం పర యత ని ంచ లేదు .	0.6020
इससे एक ता को भ ड का ने दो . य दि हम साथ हों गे , तो हम एक र हें गे .	ఇది ఐ క మ త యం ర గల చ ాలి . మన ంద రం ఒకటి గా కలి సి ఉ ంటే , ఐ క మ త య ంగా ఉంటా ం .	0.6747
वि धि कार या ल य पे रू टो	నయా య కార య ాల యం పె రు టో	0.5872
इससे इस नि य म की श रत ें पूरी नहीं होती ं .	అది ఆ చ టట ా నికి కా వల సిన వాటి ని నె ర వే రచ దు .	0.5895
ग वर नर ने कहा वह चाहते हैं मीक रि हा हो ,	గ వర న ర మీ కకు స వే చ ఛ ను కలి పి ంచ ాలని చెపపా రు ,	0.5958
सा इ मन कार पू र व ब ॉ क सर	సె మన కార మా జీ బా క సర	0.5342
मुझे हे लि कॉ प टर में बैठ ना और जो भी हुआ ,	నేను హె లి కా ప టర ఎ కక టం , నిజంగా ఏం జరిగి ందో	0.6336
मा इ कल रू बि न स ह - सं स था पक - री फो र म अ ला य ं स	మె ఖ ే ల రూ బి న స హ సం సథ ా ప కు డు - సం స క రణ కూ ట మి	0.7611
लगा , धत ते रे की . हमें लग रहा था कि चीज ें आगे बढ रही हैं ,	అది దా రు ణ ంగా ఉంది . మేము పరి సథి తి లో పు రో గ తి ఉ ందని అను కుననా ం ,	0.6116
" यह एक नि य म है , पो सट - क न वि क शन रि ली फ एक ट .	" ఇది చ టట ం , నే ర సథ ా ప నా న ంత ర పరి హా ర చ టట ం .	0.6731
आ ख िर वह इसे म ं जू र कयों नहीं कर दे ती ?	ఆమె అస లు ఇది ఎందుకు మ ం జ ూ రు చేయ టం లేదు ?	0.5833
जब तक पी सी आ र ए पर फै सला नहीं हो जा ता .	నే ర సథ ా ప న త ద న ంత ర పరి హా ర చ టట ం ము గి సింది .	0.6181
यह सब समय की बात थी	మీ క మి ల వ ంటి ర యా పర	0.4329
चाह े जो भी हो वह अभी भी सबसे जू झ रहा है और गा रहा है ,	అతను రోజు ము గి ం పు వర కు ఇంకా పో రా డు త ూ నే , పా డు త ూ నే ఉననా డు ,	0.6152
उस नि य म की श रत ों को पू रा करने के लिए	వాళళు చాలా ఈ చ టట ా నని నె ర వే రచ టా నికి	0.6010
हमारे पास नहीं था .	మా దగగర అది లేదు .	0.4671
मैं इस समय बहुत ही भा व ु क हो गया हूँ ,	ఈ కష ణ ంలో నేను చాలా ఆ న ంద ంగా ఉననా ను ,	0.5853
मैंने उन दी वार ों के बी च समय का टा है ,	నేను నా లు గు గో డ ల మ ధయ ఆ పరి సథి తు లలో	0.6406
पर या प त सब ूत मौ जू द हैं , और उस पर न या मु क द मा चल ना चाहिए .	గ రా హ ం అ వి నె తి కి త గి న ంత సా కష యం ఉ ందని పర దర సి ంచ డానికి .	0.6677
मैं काफी मु सी ब त ों से गु ज रा हूँ और अपने दिल की बात सब को बता ना चाहता हूँ ,	నేను కొనని కష ట ాలను ఎ దు ర కొ ననా ను , ఒక ని ర ది ష ట మా రగ ంలో వయ క త ప రు చు కో వాలి ,	0.6594
उनहोंने एक न ए जज के साथ एक न ई सुन वा ई का आ देश दिया है .	వారు కొతత నయా య మూ ర తి తో ఒక కొతత వి చా రణ కు ఆ దే శి ంచా రు .	0.6438
जि ला अ ट ॉर नी , जो इस के स में अ भ ि यो ग प कष अ धि का री हैं ,	ఈ కే సు లో , పరా సి క యూ టి ంగ అ ధి కా రి అయి న డి సట రిక ట అ టా ర నీ ,	0.6775
और त ब भी उसने उसे जे ल भे ज दिया ! हमारे साम ने एक बे ई मान अ धि का री है .	అయి నా ఆమె అత నని జె లు లో పె టటి ంది ! మన ము అ వి నీ తి అ ధి కా రు లను ఎ ంచు కొ ననా ము .	0.6594
सो म वार सु बह . . .	సో మ వా రం ఉద యం . . .	0.6913
पता है , मैंने कभी स प ने में भी . . .	నీకు తెలుసా , నేను క లలో కూడా . . .	0.6183
हम दु आ माँ ग ते हैं रॉ बर ट वि लि य मस , और उसके परिवार ,	మేము నీ ఆ శ ీ ర వాద ం రా బర ట వి లి య మ స కు , అతని కుటుం బా నికి ,	0.6744
तो समझ लो वे यहाँ के किसी आ म अ श वे त	వాళళు స గ టు చు టటు ప కక ల ఉనన న లల జా తి	0.6330
वे ल स फा र गो से न टर	వె ల స ఫ ా రగ ో కే ంద రం	0.5928
वे कह ते हैं . . .	వాళళు అ ననా రు . . .	0.5821
गल त िया ँ और अन या य दिखा ई दे ते हैं .	చూడ గ లి గి న అద భ ు త మెన వయ క తు లు ఉంటా రు .	0.6583
मैंने कभी भी . . . यह मैं 3 0 साल से करता आ रहा हूँ .	నేను ఎపపుడూ . . . నేను ఇది 3 0 ఏ ళళు గా చేసతుననా ను .	0.6734
का न ून के गु ला म . है न वह पा गल प न ?	చ టట పర మెన బా ని స . అది పి చచి గా లేదా ?	0.6264
त ब से आ जा द मह सू स नहीं किया . अब मैं 3 0 साल का हूँ .	నాకు స వే చ ఛ గా అనిపి ంచ లేదు . ఇపపుడు నాకు 3 0 ఏ ళళు .	0.6650
मैं आज अ दा ल त में टो पी वाली स वे ट श र ट पह न रहा हूँ , कयोंकि इस जज से मुझे चि ढ है .	ఈ రోజు కో ర టు కు ఆ త మ వి శ వా సంతో టో ప ీ చ ొ క కా వే సు కుంటా ను , ఎందుకంటే ఆమె పె గ ౌ ర వం పోయింది .	0.6967
कयोंकि जि ला अ ट ॉर नी की म ं जू री अभी तक लि खि त रू प से नहीं आई है .	ఎందుకంటే డి సట రిక అ టా ర నీ సథి తి ని ఇంకా వ రాత పూర వ క ంగా తెలియ చేయ లేదు .	0.6187
का न ून के अनु सा र ,	చ టట ం చెబు తుంది ,	0.5099
मै कम ॉ ने गल पे री मै कह यू ए ंड मी श ै क	మె క మొ న గల పె ర రీ మె క హ యూ & మి స చ క	0.6608
फि ला डे ल फ िया र ै पर की स जा ने रा ष ट री य स तर पर को ह रा म म चा दिया है .	ఫి ల డె ల ఫి యా ర యా పర నే ర సథ ా ప న జా తీ య సథ ా యి ని ర స న లు లే వ నె త తి ంది .	0.6705
" और हम यह भी मान ते हैं कि त ु र ंत इसे ज मान त मिल नी चाहिए . "	" ఇంకా అతనికి త కష ణ బె యి లు మ ం జ ూ రు చేయ ాలని కూడా అనుకుంటుననా ం . "	0.6534
हमें कुछ चीज ें अपने स मु दा य में कर नी हों गी .	మనం సమా జ ం కోసం ఎ ంతో కొ ంత చేయ ాల సిన అవ సరం ఉంది .	0.6010
मुझे वी डि यो में ट ै ग कर रहे थे , कयोंकि वे जे ल के बाहर थे .	ననను ఆ వీ డి యో లో ట యా గ చే సా రు , ఎందుకంటే వాళళు జె లు బయట ఉననా రు .	0.6522
लग रहा है आज रा ष ट री य छ ु ट टी है .	ఇపపుడు ఇది జా తీ య సె ల వు ది నం .	0.6070
जिस पर न या य और सु धा र के दर वा जे टि के र हें .	తన కు నయా య ద వా ర ాలు తె రు చు కొ ని , సం స క రణ జ రగ ాలి .	0.6680
" ठीक है , तो कया अब ज मान त की बात कर सकते हैं ?	" సరే అయితే ఇపపుడు బె యి ల విషయం మాటలాడ వచచా ?	0.5687
और जे ल में ही पा गल हो गए , बहुत ही दर द ना क है .	చి వర కు సథి ర చి తత ం కో ల పో తా రు . చాలా బా ధా క రం .	0.6452
मैं कई व की लों को जान ता हूँ .	నాకు చాలా మంది లా య రలు తెలుసు .	0.5240
" ठीक है , मुझे मौ का मि ला है ,	" సరే , నాకు ఒక అవ కా శం వచచి ంది ,	0.5737
- सो म वार . सो म वार का दिन था . . . - जज ब रि ं क ली .	- ఆ రోజు సో మ వా రం . . . - నయా య మూ ర తి బ రి ంక లీ .	0.7229
