Hindi	Telugu	Similarity_Score
उनहोंने 1 7 ड ॉल र पर ति म ही ना क मा या .	ఆ యన నె ల కి 1 7 డ ాల రలు సం పా ది ంచే వాడు .	0.6627
हम सभी को लगता है कि कुछ होगा . शायद हमें खुद कुछ करने की जरूरत है .	ఏదో జరుగు తు ందని మనం అంద రం అనుకుంటుననా ం . బహు శా అది మన మే చేయ ాల ే మో .	0.6139
सा रे उ च च - परा थ मि क ता वाले ल कष य थे .	అన నీ అత య ంత పరా ధా న యం ఉనన టా రగ ె టలు .	0.6514
और इस समय , ठीक इस समय , ले फ टि न ें ट ,	ఇంకా పర సతు తం , ఈ కష ణం , లె ఫ టె నె ంట ,	0.6635
कि मेरे देश में कया क मि या ँ हैं .	మ ను ష ు ల లో ప ాలు ఏమి టో నాకు తెలుసు .	0.5794
- धनयवाद . - हाँ . हमारे साथ चलो .	- థా ంక యూ . - అవును . మా తో పా టు రా .	0.6089
जर म नों ने हमें 3 0 मिन ट ों का समय दिया है . फिर हम मार च करेंगे .	వె ధ వ లు మన కి ము పప ె ని మి ష ాల సమయం ఇ చచా రు . తరువాత మనం మా రచ చేయ ాలి .	0.6512
हर एक हमारी आ ने वाली से ना के लिए मह त व पू र ण लै ं डि ंग कष े तर हैं .	మన భ ూ భా గ ంలో కి వచ చే ద ళ ాల కు ఇవ న నీ కీ ల క మెన ల యా ండి ంగ పర దే శ ాలు .	0.7218
चलो , मैं तुमहारी मदद करता हूँ .	చూడ ండి , మీకు సా యం చేయ ని వ వ ండి .	0.4904
आप का फै सला ही अं ति म फै सला है .	మీరు చెపపి ందే ఇకకడ జరుగు తుంది .	0.5204
हाँ . मैं ठीक कयों नहीं हूँ गा ?	అవును . నేను ఎందుకు బాగు ండ ను ?	0.4563
हम बि ना ल डे हा र नहीं मान ेंगे .	మనం పో రా టం చేయ కుండా చని పో ము .	0.5900
जिस तरह तुम प सी ना ब हा रहे हो , यह वर क कै ं प जैसा लग रहा है .	ఇది పని శి బి రం లా అనిపి సతోంది , మీరు అంత గా కష ట పడు తుననా రు .	0.6338
तुमहें वह सुना ई दे रहा है न ?	మీకు అది వి ని పి ంచి ంది , కదా ?	0.5201
उसके इं जन में काफी शक ति है .	దాని ది చాలా శ కతి మ ంత మెన టా ర క .	0.5373
हर उ डा न एक अ लग सी ख दे ती है .	పరతి విమా న పర యా ణం ఒక పా ఠ ం .	0.6344
- तुम चु प कयों नहीं हो जा ते ? - तुमहें कया हो गया है ?	- నువవు ఎందుకు నో రు మూ సు కు ని ఉండ వు ? - నీకు అస లు ఏ మె ంది ?	0.6016
मैं उन जग हों से परि चि त हूँ .	నాకు ఆ పర దే శ ాల న నీ పరి చ య మే .	0.6004
रू सी जर म नी में घ ु स आए हैं .	ర ష యన లు జర మ నీ లో కి చ ొ ర బ డ డా రు .	0.6479
उ प - श ी र ष क अनु वाद क : म ून क लि ता	తెలు గు అను వాద ం : స తీ శ కు మార	0.5819
उनहोंने कि तने सै निक पक डे ?	వాళలు ఎంత మంది ని బం ధి ంచా రు ?	0.5392
ए ले कस ने इसका न क शा बना या .	అ లె కస ఆ మ యా ప సి దధ ం చేశా డు .	0.6236
कया यह सट ीक पै मा ने पर है ?	ఇది ఖ చచి త మెన కొ ల తల తో ఉ ందా ?	0.5887
ठीक है , तो उसे मत बा ँ टो .	సరే , అతనికి ము కక లు ప ంచ కు .	0.6198
कर न ल टी . ए स जे फ री जू नि यर	కల న ల టి . ఎ స . జె ఫ రీ జ ూ ని య ర	0.6883
आ रा म से , ए ले कस . मैं बस तुमहें ब धा ई दे ने आया था .	రి లా కస , అ లె కస . నేను కే వల ం అ భి న ంది ంచ డానికి వచచా ను .	0.6654
मैं तुमहें बता रहा हूँ , वे लोग रे ड टे ल स से हैं .	నేను చెబు తుననాను కదా , వాళల ంతా రె డ టె యి ల స సి బబ ంది .	0.6109
हम तीन दि नों में मि तर व त कष े तर में पहु ँच सकते हैं .	మూ డు రోజు లలో ఏదో మి తర దేశం సరి హ దదు కు చే రు కో వచచు .	0.6104
अब से कुछ ही दिन बाद 9 6 वा ं फ ॉ जि आ श हर पहु ँ चे गा .	మరి కొ ద ది రోజు లలో 9 6 వ బ ృ ంద ం ఫో జి యా కి వెళల బో తోంది .	0.6761
पै ंट ! मेरी पै ंट कहाँ है ?	ప యా ంట ! నా దు సతు లు ఎకకడ ?	0.5397
ठीक है , लड को ं . हम वापस वि न या स में लौ ट रहे हैं .	అలాగే , కు ర రా ళ లూ . మనం మ ళ లీ ఫ ా ర మే షన లో కి వ సతుననా ం .	0.6847
कया वह न या क मा ंड ें ट है ?	కొతత క మా ండ ర అను కు ంట కదా ?	0.5984
तुमहें वह जगह पता होगी .	అది నీకు తెలి సే ఉంటుంది .	0.4384
. . . पर मैं उससे सं पर क नहीं कर पा या . ऐसा था मान ो वह बस गा य ब हो गई थी .	. . . కానీ తన ఫో ను కల వ లేదు . తను ఏదో అద ృ శ యం అయి పోయి న టలు అనిపి ంచి ంది .	0.7035
अ ग ले 7 2 घ ंट ों तक मेरी आ खि री एक मिन ट की नी ंद .	మ రో డె బ బె రెండు గ ంట ల వర కూ నాకు ఇ దే చి వ రి ని దర .	0.6710
यह वि सट ु ला न दी कहाँ है ?	వి సట ు లా న ది ఎకకడ ఉంది ?	0.5802
हम यहाँ कया कर रहे हैं ?	ఇకకడ మనం ఏం చేసతుననా ం ?	0.5144
ब ख ू बी घ ु ल - मिल जाएँ गे .	ఆ విషయం లో మీకు గు డ ల క .	0.5711
ए स ए स के नि य म हमें काफी मु सी ब त में डा ल ेंगे .	ఎ స . ఎ స . రూ ల సు మన కి చాలా సమ సయ లు తె చచి పె డ తా యి .	0.6704
मैं सोच रहा था कि तुम कभी ज गो गे भी या नहीं .	నువవు అస లు ని దర లే సతా వా లేదా అని చూ సతుననా .	0.5831
तो बि ना श र ट वाले आप सी स हम ति से पह ली ब ल ले बा जी कर सकते हैं . . .	కాబటటి పర స పర ఒ పప ంద ం మే ర కు బో నస జ టటు మొద ట గా బ యా టి ంగ చే సతుంది . . .	0.7076
जो आ ख िर कार खुद को अ म री की मह सू स कर रहे हैं .	ఎ టట కే ల కి తా ము అ మె రిక న ల మ నే భా వ న తో ఉననా రు .	0.6693
एक और चीज हो सकती है .	మ రో పర త యా మ నా యం లేదు .	0.5300
और अगर हम ट ै ं को ं को इस ते माल करने के बाद फ ें क द ें , तो व जन कुछ ह जार पा उ ंड कम होगा ,	మనం ఆ ట యా ం కు లని వాడి న తరువాత కి ంద పడ ే సతే గ ను క , ఒకటి రెండు వే ల కి లో ల బ రు వు త గ గు తుంది ,	0.6999
अ श वे त लोगों को यहाँ बा कि यों के साथ डा ल दो .	న లల జా తీ యు లని మి గ తా ఖ ె దీ ల దగగర కి చే రచ ండి .	0.6077
अभी समय कया हुआ है ?	ఇపపుడు టె మ ఎంత యి ంది ?	0.4852
चलो यही उ म मी द कर ें .	సరే , అలా గ ని ఆ శి దదాం .	0.5049
ठीक है , हम कहाँ थे ?	సరే , మనం ఎకకడ ఉననా ం ?	0.5088
ट स कि गी वापस ट स कि गी वापस उ डा न भर रहा है	ట స కీ గ ీ ల వి జ ృ ం భ ణ మ ళ లీ ట స కీ గ ీ ల వి జ ృ ం భ ణ	0.5600
ट स कि गी वापस ट स कि गी वापस उ डा न भर रहा है	ట స కీ గ ీ ల వి జ ృ ం భ ణ మ ళ లీ ట స కీ గ ీ ల వి జ ృ ం భ ణ	0.5600
तुमहें ऐसा लगता है ?	అలా అనుకుంటుననా వా ?	0.4480
- हाँ ? - कर न ल , सर ,	- ఏంటి ? - కల న ల , సర ,	0.7355
द म ून ए ंड सि कस पे न स ड ब लू . सम र से ट म ॉ घ म	ద మూ న అ ండ సి కస పె నస డబ ల యు . సో మర సె ట మా మ	0.7134
मुझे कया करना होगा ?	ననను ఏం చేయ మ ంటా రు ?	0.5197
" जो भी रा कष स ों से लड ता है , उसे सु नि श चि त करना चाहिए कि वह खुद रा कष स न ब ने . "	" రా కష సు ల తో ఎవరు యు దధ ం చేసతా రో వాళలు రా కష సు లు గా మార కుండా జా గర తత పడ ాలి . "	0.7045
पी - 4 0 इ तनी ऊँ चा ई पर उ ड नहीं सक ेंगे .	ఆ ఆ ల టి ట యూ డ లో పి - 4 0 విమా నా లు ఎ గర లే వు .	0.6921
यहाँ या यहाँ . उसे सी धा बे हो श कर दो .	ఇకకడ లేదా ఇకకడ . అత డి ని నే ల కరి పి ంచాలి .	0.5190
हमें बस इन स थ ि ति यों से उ भर ने के लिए बेह तर बन ना होगा .	మనం కొతత అ ధ యా య ాలని ర చి సత ూ మరి ంత ఉనన తంగా ఎ దు గు త ూ పో వాలి .	0.6728
- मैंने अभी - अभी बा ँ टा और मैं जी त गया . - ठीक है . ठीक है .	- నేను ఇం దా కే ము కక లు ప ంచి ఆట గె లి చా ను . - సరే . అలాగే .	0.7087
कै प ट न वे स गे ट अभी उ प लब ध नहीं हैं , सर .	కె ప టె న వె స గే ట అందు బా టు లో లే రు , సర .	0.6810
ठीक है , तो कया वह बाहर ल ं च के लिए गई है ? कया वह ल ं बे समय बाद लौ टे गी ?	సరే , అయితే , ఆమె ల ంచ కోసం బయట కి వెళ లా రా ? లేదా ఆమె చాలా కాల ంగా రా వడం లేదా ?	0.6197
मो ह तर मा ने हो ट ल में मिल ने के लिए सं देश भे जा है , सर .	మి మమ లని హ ో ట ల దగగర కల వ మని ఒక మ హి ళ స ందే శం పం పి ంచా రు , సర .	0.6683
हमेशा की तरह , तुमने बढिया काम किया .	మీ రం తా ఎ పపటి లా గే బాగా పని చేశా రు .	0.5003
गे ल क ले वे न , मे जर , 1 00 वा ं ब ॉ म ब गर ु प .	గే ల క లె వెన , మే జర , 1 0 0 వ బా ం బ గర ూ ప .	0.7664
तो , लड को ं , अगर सट े शन को सं पू र ण ल ॉ क डा उन में देख कर ,	సరే , కు ర రా ళ లూ , వె మా ని క సథ ా వ రం పూర తి లా క డ ౌ న లో ఉ ండి ,	0.7188
से क ंड ले फ टि न ें ट ए ले ग ज ें डर जे फर स न , 3 3 2 वा ं फा इ टर गर ु प .	సె క ండ లె ఫ టె నె ంట అ లె గ జా ండ ర జె ఫ ర స న , 3 3 2 వ ఫ ె టర గర ూ ప .	0.7580
से क ंड ले फ टि न ें ट ए ले ग ज ें डर जे फर स न , 3 3 2 वा ं फा इ टर गर ु प .	సె క ండ లె ఫ టె నె ంట అ లె గ జా ండ ర జె ఫ ర స న , 3 3 2 వ ఫ ె టర గర ూ ప .	0.7580
थोडा वि रा म ले लो . चलो भी . चलो थोडा बे सब ॉल खेल ें .	కా సే పు వి శ రా ం తి తీసు కో ండి . ర ండి . బం తి ఆట ఆ డు కు ందా ం .	0.6194
फिर भी मुझे यह काफी दू र लग ती है .	అయి నా కూడా నాకు ద ూర మే అనిపి సతోంది .	0.5577
आप अपने वि ंग ट ै ं को ं में मौ जू द ई ं धन की हर ब ूँ द का इस ते माल करेंगे .	మీ వి ంగ ట యా ం కు లలో ని ఇం ధ నం లో పరతి బ ొ టటు నీ మీరు స ద వి ని యో గం చేసు కో వాలి .	0.6774
हमें यहाँ से निकल ने के लिए इस इ ला के का न क शा बना ने में मदद चाहिए .	మనం ఇ కకడి నుండి బయట పడ టా నికి ఒక మంచి పర దే శా నని నువవు గుర తి ంచి గ ీ య ాలి .	0.6218
और मुझे पता है कि वह जैसा कह ता है	ఆ దేశం ఎలా ఉండ ాలని కో రు కు ంటు ందో	0.5509
नहीं , नहीं , नहीं , नहीं , नहीं . नहीं , मैं ठीक हूँ . मुझे बस . . .	లేదు , లేదు , లేదు , లేదు , లేదు . నేను బాగా నే ఉననా ను . నాకు కే వల ం . . .	0.5203
और हम कुछ होने का इं त जार कर रहे हैं , भ ले ही कुछ होता ही नहीं है .	మనం ఏదో జరుగు తు ందని ఆ శ గా ఎ దు రు చూ సతుననా ం కానీ ఏమీ జ రగ డం లేదు .	0.6421
फर ै ं क फर ट , जर म नी	ఫ రా ంక ఫ ర ట , జర మ నీ	0.6436
हम किस का इं त जार कर रहे हैं ? ह ँ ?	మనం దే ని కోసం ఎ దు రు చూ సతుననా ం ?	0.5790
मुझे उ म मी द थी कि आप यही क हें गे .	నువవు ఆ మాట అ ంటా వ ని ఊ హి ంచా ను .	0.6181
ठीक है . तो फिर चलो देख ें कि तुमसे कि तने सि गरे ट जी त सक ूँगा , ह ँ ?	సరే . నీ దగగర నుండి ఎ నని సి గ రె టలు గె లు చు కుంటా నో చూ దదాం , హా ?	0.6745
गर ू सम ट ू सम की ओ र से 1 9 , 00 0 पा उ ंड की च ुम मि या ँ .	భ ీ కర ద వ యం చేసిన ప ంద ొ మ మి ది వే ల బా ం బు దా డు లు .	0.7011
इसलिए जर मन मदद के लिए और से ना नहीं भे ज स के .	దాని తో జర మన లు అద న పు బ ల గ ాలని తీసుకు రాల ే క పోయా రు .	0.5956
तुम उस देश के लिए कयों लड रहे हो जो तुमसे ऐसा बर ता व करता है ?	మి మమ లని అలా హ ీ న ంగా చూ సే దేశం కోసం మీరు ఎందుకు పో రా డ తా రు ?	0.6384
जिस के बाद वह त ु र ंत बि ना हि च कि चाह ट के 5 4 न ं बर की बस लेकर	ఆ తరువాత తను వె ంట నే ఏమీ ఆ ల స యం చేయ కుండా 5 4 వ నె ం బ రు బ స సు ఎ క కి	0.7055
उस दिन ती स री बार , हमने पु लों , रे ल यार ड ों ,	ఆ రోజు మూ డ ో సారి , మేము వ ంత ె న లు , రె లు యా ర డు లూ ,	0.6508
हि ट ल र का सबसे बु रा दु ः स व प न , दो - तर फा य ु द ध .	హి ట ల ర కి పెదద ప ీ డ కల , రెండు ప కక ల నుండి యు దధ ం .	0.7233
इसलिए तुमहें एक म ही ने की छ ु ट टी दी जा रही है .	అందు కే మీకు ఒక నె ల రోజు లు సె ల వు ఇ సతుననా ం .	0.6494
हम आ कर ा म क तरी के से नीचे उ डा न भर ते हुए उन पर ब म बा री कर के सभी को उ डा द ेंगे .	మనం త కకువ ఎ త తు లో విమా నా లను న డి పి ద శ ల వా రీ గా వా ట నని ంటి నీ ధ వం సం చేసతా ం .	0.6991
हम चाहते हैं कि तुम सच में छ ु ट टि यों पर जाओ .	మీరు బాగా వి శ రా ం తి తీసు కో వాల ని నా కో రిక .	0.5915
ज मी न से हम ला हो रहा है . उनहें पता है कि हम आ रहे हैं .	శ తరు వు లు సి దధ ంగా ఉననా రు . మనం వ సతుననా మని వాళల కి తెలి సింది .	0.6074
लगता है जर म नों को कोई बु री ख बर मि ली है .	ఈ జర మన గా ళ ల కి ఏదో చె డు వా ర త తెలి సిన టలు ంది .	0.6323
ठीक है , मे क न .	వి ననా ను , మా క న .	0.5701
से क ंड ले फ टि न ें ट रि च र ड डी . मे क न , 3 3 2 वा ं .	సె క ండ లె ఫ టె నె ంట రి చ ర డ డి . మా క న , 3 3 2 వ గర ూ ప .	0.7672
स जज नों , जन न त में सवा ग त है .	జె ంటి ల మెన , స వర గా నికి స వా గ తం .	0.6150
ठीक है , ठीक है , तो हमने टर क हा सि ल कर लिया ,	సరే , సరే , కాబటటి మనం టర క ని సం పా ది సతా ం ,	0.6245
हम ई ं धन खतम होने तक टर क में स फर करेंगे , फिर वहाँ से पै द ल जाएँ गे .	పె ట రో ల ఖ ా ళ ీ అ యయ ే వర కూ మనం ఆ టర క లో వెళలి అ కకడి నుండి క ాలి న డ క న వెళ తా ం .	0.6864
कयोंकि मुझे यह तो पता था कि तुम कम से कम जा सू स नहीं हो .	అంటే , చెపప ాల ంటే , మీరు గ ూ ఢ చా రు లు కా దని మా త రం తెలుసు .	0.6221
नहीं . नहीं , मैं कोई आ खि री श बद नहीं बोल ूँगा कयोंकि मैं तुमसे फिर से मिल ूँगा .	లేదు , లేదు . నేను చి వ రి గా ఏ మాట లు చెపప ను ఎందుకంటే నేను మి మమ లని మ ళ లీ కలు సతాను గ ను క .	0.6108
- छोड ो . छोड ो . - यह कै सा है ?	- లే . లే . - ఇది ఎలా ఉంది ?	0.5681
ट ॉ य ले ट सा फ करने की नौ करी .	మ రుగు దొ డ లు శ ు భ ర ంచే సే వాడి గా .	0.6011
- मुझे यह बता ने की छ ू ट नहीं है , सर . - ठीक है , तो कया तुम उसे बता ओ गी कि . . .	- అద ంతా చెపప డానికి నాకు అను మ తి లేదు , సర . - సరే , మీరు ఆమె కి ఒక విషయం చెపప గల రా . . .	0.7265
नहीं , काम करो . तुमहें ठ ू ं ठ उ खा ड ना है ,	లేదు , పని చేయ ాలి . నువవు ఆ దు ంగ ని లా గ ాలి .	0.6300
अ त िर ि कत व जन को हि सा ब में लिए बि ना है ,	అద న పు ఆ యు ధ ాల బ రు వు ని లె కక లో కి తీసుకు ంటే ,	0.6556
हाँ , उसने हमें कुछ कर ू र चीज ें करने पर म जब ू र किया .	అవును , క ఠ ి న మెన ప ను లు చేసే లా అది మమ మ లని త యా రు చేసి ంది .	0.6229
मुझे गर वि त पा य लट ों का एक द ल दि ख रहा है जि न होंने जर म नी के ऊ पर अपने पहले मि शन के लिए उ डा न भ री .	మొద టి మి షన లో నే జర మ నీ మీద దా డి చేసి గర వ ంగా త లె త తు కు ని ఉనన పె లె టలు నాకు కనిపి సతుననా రు .	0.6897
