Hindi	Telugu	Similarity_Score
ये उन देश ों में नहीं जाएँ गे , कयोंकि ये यहाँ से उ ड ही नहीं पा एँ गे .	వాళలు ఆ దే శ ాల కు వెళల డం లేదు , ఎందుకంటే వాళలు అస లు ట ే కా ఫ కా రు .	0.6245
- हम कोई समझ ौ ता नहीं कर सकते इन . . . - यो ज ना उनकी बात ें ध ी रे - ध ी रे मान ने की थी .	- మనం తీ వర వా దు ల తో చ రచ లు జర పం . . . - మనం ని దా న ంగా వయ వ హ రి ంచ ాల నన ది మన ప లా న .	0.7404
सभी को विमान से सु र कष ि त नीचे उ ता र लिया जाए . सभी 2 1 6 या त रि यों को .	అంద రూ కష ే మ ంగా చే రు కు నే లా చూడ ాలి . మొ తత ం 2 1 6 మంది పర యా ణ ి కు లు .	0.7183
इस के अनु सा र , इसे कुछ ही दिन पहले स पी च थे रे पि सट की नौ करी मि ली थी .	ఈ పో సట పర కా రం ఆమె కు స ప ీ చ థ ె ర పి సట గా ఈ మ ధయ నే ఉద యో గం వచచి ంది .	0.7022
मतलब , इं कार नहीं . मेरा मतलब है . . .	అంటే , ఎ దు రు తి రగ డం కాదు . నా ఉద దేశం . . .	0.6215
हमा रा इससे कोई ले ना - देना नहीं है . मुझसे बेह तर तुम जानते हो	దీ ని తో మాకు ఎలా ంటి సం బం ధ ం లేదు . ఈ విషయం నా క ననా నీ కే బాగా తెలుసు	0.6174
ए ड गर य ै न स न . ता री ख 2 8 दि सम बर , 1 9 5 9 .	ఎ డ గర జా న సె న . 2 8 వ తే దీ , 1 2 వ నె ల , 1 9 5 9 .	0.7818
तो लोग अपनी जान ग ँ वा बैठ ेंगे . समझ गए ?	జ నం కర మ ంగా చని పో తు ంటా రు , అరథ మె ందా ?	0.6027
ठीक है , अचछा . उनके बहुत पास मत जाना .	సరే , మంచిది . మ రీ దగగర గా వెళల క ండి .	0.6150
वे सबसे पहले यही बात सोच ेंगे , है ना ?	మొద ట గా వాళలు అదే ఆలోచి సతా రు , కదా ?	0.6040
जब हर जगह त बा ही म ची हो	ఒకటి మా త రం ఖ చచితంగా నిజ ం	0.4831
टा र गे ट वाह न चल रहा है .	టా రగ ె ట వా హ నం క దు లు తోంది .	0.6100
बहुत बढिया .	బాగా చేశా రు .	0.3593
टा र गे ट एक मो बा इ ल छोड कर गया है , एक सि ल वर र ंग का मो बा इ ल .	టా రగ ె ట ఒక మొ బె ల ఫోన ని వి డి చి వెళ లా డు , అది సి ల వర మొ బె ల ఫోన .	0.6263
तो एक बात नि श चि त है : लोग सबसे पहले अपनी जान बचा ते हैं .	ఏద ెనా హ ఠ ా త పరి ణ ా మ ం జరిగి తే , జ నం తపప ి ంచుకో వాల ని చూ సు కుంటా రు .	0.6238
बस बात यह है कि किसी को मार ने की जरूरत नहीं है .	విషయం ఏమి ట ంటే , ఎవర ూ ఎవ రి నీ చం పే అవ సరం లేదు .	0.6200
टा र गे ट एक वाह न से बाहर निकल रहा है .	మొద టి టా రగ ె ట ఆ వ యా న ది గు తుననా డు .	0.6377
आप ने आ धि का रि क रू प से सा फ कर दिया है कि आपको इससे ए त राज है ,	మీ అ భ య ంత ర ాలని స ప ష ట ంగా చెపపా రు , అద ంతా రి కార డ అయి ఉంది ,	0.6637
विमान पर कब जा करने के लिए हमें तैयार रह ना होगा और मैं सिर फ अपनी बात नहीं कर रहा हूँ .	ఈ విమా నా నని స వా ధ ీ నం చేసు కో వ డానికి సి దధ ంగా ఉండ ాలి , ఇంకా నేను నా గురించి మా తర మే మాటలాడ టం లేదు .	0.5717
जो सो म वार से शुरू होने वाली थी .	సో మ వా రం ను ంచి అందు లో చే రాల సి ఉంది .	0.5842
वाह न पू र व दि शा से इस तरफ आ रहा है .	వా హ నం త ూర పు వె పు నుండి వ సతోంది .	0.6308
लेकिन प तर कार फी लि कस सट े ट न ने एक ट वी ट किया है ,	కానీ జర న లి సట ు ఫ ె లి కస సట ా ట న చేసిన ట వీ ట ని ,	0.6465
मतलब , इन के एक ला श की त स वी र भे ज ने से यह सा बि त होता है कि ये जो कह रहे हैं , वह वा कई करेंगे .	నా ఉద దేశం , వాళలు ఒక శ వం ఫో టో ని పం పి సతే , అది చూ పి ంచి తాను ఎంత పర మా ద మో చా టు కుంటా రు .	0.7070
हमने उनके टर क का जी पी ए स है क कर लिया है . यह ला ल बि ंद ु वही है .	మేము ఆ ఫో ర వీ ల ర వ యా న జి పి ఎ స ని హ యా క చేశా ము . ఆ రె డ డా ట ఆ వా హ నా ని దే .	0.6474
तो यहाँ से चल ते हैं .	మనం వెళలి పో దాం అ ంటా ను .	0.5288
हमें नहीं पता वहाँ नीचे कया हो रहा है और ना ही इन हें पता है .	కి ంద ఏం జరుగు తో ందో మన కి తెలియదు , అలాగే వాళల కి ఇ కకడి సం గ తి తెలియదు .	0.5474
फर सट ऐ ड कि ट से . चलो .	ఫ సట ఎ యి డ కి ట . కా ని వ వు .	0.6140
