Hindi	Telugu	Similarity_Score
हाँ , पर हम तो हर छ ह म ही ने बाद भे ज ते हैं ना ?	సరే . . . కానీ మనం పర తీ 6 నె లల కీ పం పు తా ం , అవు నా ?	0.6297
हम तो बस आपको बता रहे हैं कि आप की म म मी कै सा मह सू स . . .	మేము మీకు కే వల ం చెబు తుననా ం మీ మమ మీ ఎలా ఫీ ల వు తుననా రో	0.6123
तो तुम काफी व कत से कोशिश कर रही हो ?	అంటే కొ ంత కాల ంగా పర యత ని సతుననా రా ?	0.5461
तुम मेरे इ ंदर धन ु ष हो .	నువవు నా ఇ ంద ర ధ ను స సు వి .	0.5317
अचछा . बैठ ो .	సరే కూ రచ ో .	0.4535
तुम इसे बहुत खुश रख ना .	ఆమె ని జా గర త గా చూ స కో .	0.5292
और जब हम अपने आ स - पास के दिखा वे से हो कर गु जर ते हैं ,	మన చు టట ూ ఆ వ రి ంచు కు ని ఉనన ఆ డం బ రా నని న డి పి సతు నన పపుడు . . .	0.6418
पर लोगों को समझ में नहीं आए गा ना ? उनहें ल गे गा हम ख र च नहीं कर रहे .	కానీ జ నా ల కి అ ర ధ ం కాదు , కదా ? మేము డబబు ఖ రచ ు పెటట ట లే ద ను కుంటా రు .	0.6506
मैं फ री हो के फोन करती हूँ ? ठीक है ?	నేను ఫ రీ అయ యి ఫోన చే సతాను . సరేనా ?	0.5636
पता है मैं सिर फ एक बार ना , सिर फ वो करना चाहता हूँ जो हमा रा काम है .	ఒకటి చెపప నా . . . ఒక కో సారి మన పని మనం చే స కు ంటే నే బాగు ంటు ందని పి సతుంది .	0.5751
अब , बं गा ली से शादी करो गे तो यही होगा .	బె ంగ ాల ీ ని పె ళళ ి చేసు కు ంటే ఇ దే అవు తుంది .	0.5745
ये कोई ठ ो स उ पा य नहीं है . तुमहें . . . तुमहें कुछ तो सोच ना होगा .	ఇది పర మన ె ంట పరి ష కా రం కాదు . మీరు దీ నని ఎలా గో లా పరి ష కరి ంచాలి .	0.6356
तुम ता रा से झ ू ठ बोल रही हो .	నువవు తా ర కి అబ దధ ం చెబు తుననా వు .	0.5904
तुमहें जाना चाहिए .	నువవు ఇక వెళ ి పో వచచు .	0.4297
तुम कर कया रहे हो ?	నువవు ఏం చేసతుననా వు ?	0.4586
शादी तो मैं र ं जन से ही कर ूँगी .	నేను రం జ న నే పె ళ లి చేసు కుంటా ను .	0.5798
बहुत ही ख ू बस ू रत है !	చాలా అంద ంగా ఉంది .	0.3890
नहीं , पर देख ूँगा .	లేదు , కానీ చూ సతాను .	0.4963
अचछा , शुकरिया . ओ ह , कॉ क टे ल !	ఓ కే , థా ంక యు . కా క టె యి ల స .	0.6440
अरे , हमारी जिंदगी भर की क मा ई है वो . कया करेंगे हम ?	మనం జీవి తా ంత ం ఆ దా చేసిన డబబు అది , మేము ఏం చె యయ ాలి ఇ పు డు ?	0.6207
फै जा मा सी .	ఫ ె జా ఆ ంట ీ .	0.3864
लेकिन मेरा बे टा जे ल नहीं जाएगा !	నా కొ డు కు జె లు కి వెళల కుండా చూడు .	0.5529
मुझे पता है आपको स द मा लगा होगा , पर वे बहुत खुश हैं .	మీకు ఆ శ చ ర యం గా ఉ ందే మో కానీ వాళళు చాలా సంతో ష ంగా ఉననా రు .	0.6156
आप का ख या ल र खा . आप की जरूरत ों को पू रा किया .	మీ య ొ కక ఆ ల నా - ప ాల నా చూ సు కుననా రు , మీ క న నీ ఇ చచా రు .	0.6116
नहीं . देखो , बात बो न स की नहीं है .	కాదు . చూడ ండి ఇది బో నస గురించి కాదు .	0.5483
अचछा , समझ गया . तो , थो डी और शान ो - श ौ कत हो नी चाहिए .	సరే అ ర ధ మె ంది . అంటే , ఇది ఇంకా కొ ంచ ం గ రా ండ గా ఉండ ాలి .	0.5813
ये कया ड रा मा है ? चा कू छोड ो .	ఏ ంట ీ నా ట కం ? క త తి పడ ె య యి .	0.6018
शि बा नी : अचछा , का टो . अचछा .	సరే బాగు ంది ఇక క ట చే సె యి .	0.4587
हाँ , वे इसे पा य ल की तरह पह न ेंगे तो अचछ े लग ेंगे .	అవును , అతని క ాలి కి ఈ న గ లు చూడ టా నికి బాగు ౦ టు ంద ను కుంటా .	0.5942
ब ब ल स : कैसे हो ? गो वि ंद : मैं ठीक हूँ .	- ఎలా ఉననా వు ? - నేను బాగు ననా ను .	0.5118
ये बहुत सु ंदर है !	నాకు చాలా న చచి ంది .	0.4993
कोई परे शा नी है ?	ఏ మెనా పరా బ ల మా ?	0.4990
कुछ तो कर सकते हैं ना ?	మన మే ఏదో ఒకటి ఆలోచి ంచాలి .	0.4858
साथ में कि रा या , गा डी , जिंदगी . . .	దా ంతో అ దద ె ఒక కార ఇక లె ఫ . . .	0.5188
उनके कष े तर में उनकी बडी इ जज त है . वह न यू ए रा सक ूल ों की सं स था पक हैं .	తన ఫీ ల డు లో ఆమె ని ఎ ంతో గ ౌ ర వి సతా రు . ఆమె న యూ ఎ రా స కూ ల స ని సథ ా పి ంచి ంది .	0.7037
वह चा हें तो अ के ले में उससे मिल सकती हैं , है ना ?	తను కా వాల ంటే అత నని వి డి గా కలు సత ూ ఉండ వచచు , కదా ?	0.6332
शुकरिया .	థా ంక యు .	0.3723
मुझे वि श वास नहीं हो रहा .	నేను న మమ లే కపో తుననాను .	0.5552
अरे ! गो वि ंद . यही नाम है ना ?	ఓహ , హేయ . గో వి ంద . పేరు అదే క ద ూ ?	0.6034
हाँ . मैं मि स पि गी ब नी थी . और बहुत मजा आया था !	అవును . నేను మి స పి గ గ ీ ని . అది గొ పప గా ఉ ండి ంది .	0.5932
कया ? उनहें पा ँच ह फ त ों में शादी चाहिए . पक का कर देना चाहिए ना ?	ఏంటి ? వాళల కి పె ళళ ి 5 వా రాల లో జ రగ ాలి . క న ఫ ర మ చె యయ ాలి , కదా ?	0.6092
- सा ला " इ ंदर धन ु ष " का कया मतलब है ? - कया ?	- " ఇ ంద ర ధ ను స సు " అంటే అస లు నువ వ నే దే ంటి ? - ఏంటి ?	0.6311
अचछा , दो स तो . गा य तरी मा थ ु र के बच च ों की कोई ख बर ?	సరే , గె స . గా యత రి మా థ ు ర పిలల ల గురించి ఏ మెనా తెలి సి ందా ?	0.6202
किसी कर िया कर म में जि तने जयादा लोग बि न बु ला ए आ एँ , वह उ तना अचछा होता है .	ఏ అంత య కరి య స ఫ ల తె నా అ కకడికి వచచి న అ పరి చి తు ల సం ఖ య ని బ టట ీ ఉ ంటు ందని .	0.6786
फिर चे ह रे पे लगा दे ती थी , जब सू ख जा ता था , ऐसे घ स - घ स के निका ल ती थी .	. . . దానని మొ హ ాల కి రా సే ది , అది ఆ రి పోయి న తర వాత , బాగా రు ద ది క డి గే ది .	0.6702
अचछी बात है ! तो , श ै ं पे न होगी . और ब ॉर ड ू की रे ड वा इन .	బాగు ౦ ది . . . ఇంకా ష ా ం పే న మరి యు బో ర డ ో రె డ వె నస .	0.7293
बिलकुल कर ूँगा . तुमहारी शादी जो है .	అ ఫ కో ర స నేను చే సతాను . ఇది నీ పె ళళ ి .	0.5363
कया ? हमें अभी - अभी तो बडी - बडी शा दिया ँ मिल ने ल गी हैं !	ఏంటి ? మన కి ఇ పపుడ ే పెదద పెదద పె ళళ ి ళళు రా వడం మొద ల య యా యి .	0.6044
देखो , हमें ये आ ली शान का स टा इ ल पसंद है .	చూడు , మాకు ఇది హు ందా సట ె ల న చచి ంది .	0.6220
उससे मिल कर देखो , है रा न रह जाओ गे .	అత నని కలి సే దా కా ఆ గు , మీరు ష ా క వు తా వు .	0.6112
बहुत पया री हो , हाँ .	నువవు చాలా మంచి దాని వి .	0.4424
तुम लोग वे डि ंग प ला नर हो , अपना काम करो .	మీరు పె ళళ ి ప లా న ర స వారు మీ పని మీరు చూ స కో ండి .	0.5919
मतलब . . . पर कम से कम श रा ब मैं म ंग वा सकता हूँ ?	అంటే . . . క నీ సం నేను లి కక రె నా ఆ ర డ ర చె యయ చచా ?	0.6893
हाँ , और कर न घ ो डा बन कर आया था .	అవును క రణ గుర రం లా వచచా డు .	0.5603
और कुछ नहीं है अपनी जिंदगी बना ने के लिए .	ఇం కే ం లే వు జీవి తా నని సరి ది దదు కో డానికి .	0.5608
माफ की जिए , पर आज का दिन बहुत ही शु भ है ,	అ యా ం సో సా రీ , కానీ ఇ వాళ చాలా మంచి రోజు ,	0.5956
अचछा हुआ जो तुम भी आ गए .	మా దగగర కి రా వడం బాగు ంది .	0.5078
अचछा . शुकरिया .	ఓ కే . థా ంక యూ .	0.4458
हम सु बह ठीक 7 : 00 ब जे निकल ेंगे , हम म ?	మనం సరి గ గా పొ దదు నన 7 కి బయ లు దే ర ాలి , సరేనా ?	0.6119
ऐसा प ल ज हाँ जिंदगी एक द म सही होती है और जिस में एक जा दू होता है .	ఒకక కష ణం ఎకకడ జీవి తం సరి గ గా ఉ ండి అకకడ మ యా జి క ఉంటుంది .	0.6150
आप ने आपके जन म दिन पे सू अ र का ड रे स पह ना था ?	మీరు మీ బర త డే కి పి గ డ రె స వే స కుననా రా ?	0.6652
ख ू बस ू रत ? ये सब ग ंद गी , ट ू टा - फ ू टा तुम को सु ंदर लगता है ?	అంద మా ? ఈ చెతత ంతా నీకు అంద ంగా ఎలా అనిపి సతోంది ?	0.5508
अचछा , अचछा . अ . . .	సరే , సరే మంచిది .	0.3906
मेरी जो भी जरूरत थी , वो उनकी जरूरत ों के साम ने फी की न जर आ ती .	ఏద ెనా నాకు అవ సరం ఉననా వాళల అవ సరం ముందు తే లి పో యే ది .	0.6021
मैं सु बह तुमहें ले ने आ ऊँ गा . अचछा , बा य .	నేను నినను పొ దదు నన పి క ప చేసు కుంటా ను . సరే , బె .	0.6156
तुम मेरे उस छो टे से चु रा ए हुए प ल जै सी हो .	నువవు నా చినన దొ ం గి లి ంచిన కష ణం లా ంటి దాని వి .	0.6078
नहीं , जै ज .	వదదు జా జ .	0.4550
त ब तक , कोई जरू री ख र चा हो तो बो न स से काम हो जाएगा .	అ పపటి దా కా బో నస ఏ వె నా అ ర జ ంట ఖ రచ ు లు ంటే ప నికి వ సతుంది .	0.6360
इसलिए बा जार से पै सा उ धा र लेकर मे ड इन हे वे न शुरू किया ,	కాబటటి నేను డబబు అ పపు చేసి మే డ ఇ న హె వెన మొద లె టట ా ను ,	0.6630
- हाँ . - कर न : हे लो , सुनो .	- చెపపు . - హాయ , చూడు .	0.5942
ये स प नों से ब नी है .	ఇ దే క లల ని పు టటి ంచే ది .	0.5874
सर , वो मैं आप की म म मी के बारे में सोच रही थी .	సర , నేను మీ మమ మీ గురించి ఆలోచి సతుననాను .	0.5471
सब बु क हो चु का है . सब तैयार है .	అంతా బు కక యి ంది . అంతా రె డీ .	0.5929
कया . . . न ो ब ल गरे पस कया हो ते हैं ? मतलब , बि ना सक ॉ च के शादी कौन करता है , यार ?	ఏంటి . . . ఈ నో బు ల గరే ప సే ంటి ? స కా చ లే కుండా పె ళళ ి ఎవరు చే స కుంటా రు ?	0.6944
सब अचछा है . हाँ .	అన నీ మంచి వే . ఇంకా .	0.5034
व ॉ य स मे ल : माफ करना . आप का फोन नहीं ले सकती . अपना सं देश छोड द ें .	కషమి ంచండి , ఇపపుడు మాటలాడ లేను . దయచేసి మె సే జ పెటట ండి .	0.5889
कोई मु श कि ल नहीं है .	ఇది పని చే సతుంది .	0.4619
इसका ज वा ब तुमहें देना है .	నువ వి ది పరి ష కరి ంచు కుంటా న ననా వు .	0.4895
एक बार मैंने उन से कहा कि बि ला ल ने मुझे मा रा , और उनहोंने कहा ,	ఒక సారి ఆ యన కి చెపపా ను బి ల ాల ననను కొ టట ా డ ని ఆ యన ననా రు ,	0.6311
आप लोगों को ऐ सी जग हें मिल कहाँ से जा ती हैं ?	మీ కి లా ంటి మంచి ప లే స లు ఎలా దొ రు కు తుననా యి ?	0.6059
इ ंड िया , भ ले ही आपके परिवार कि तने भी अ जी ब कयों ना हों ,	ఇది ఇ ండి యా మీ కుటుం బ ాలు ఎంత వి చి తర మెన వె నా . . .	0.6339
इसे जलदी से खतम की जिए .	ఇ వి చాలా త వర గా అయి పో వాలి .	0.4679
पर कम से कम , परिवार में किसी ने उनकी चु ग ली नहीं की , है ना ?	కానీ క నీ సం కుటుం బ ంలో ఎవర ూ ఆమె గురించి చె డ డ గా చెపపు కో లేదు , సరేనా ?	0.6219
थोडा आगे जाने पर एक और परा र थ ना स भा हो रही है .	వి న ండి . . . అ కక డా ప కక న ఇం కో పరే య ర మీ టి ంగ జరుగు తోంది .	0.6124
- माँ , माँ ! - तो कया का ट ने से होगा ?	ననను నేను కో సు కు ంటే అవు తు ందా ?	0.5439
यह दु ल ह न हैं . उस दिन तो इ नहीं की पसंद देख ी जाए गी .	తను పె ళళ ి కూ తు రు , అది తన కి ఇష ట మెన రోజు కావాలి జీవి త ౦ లో .	0.6335
मि सट र ख न ना के द फ तर ने ति मा ही का हि सा ब माँ गा है .	మి సట ర ఖ ననా గా రి ఆ ఫీ సు వాళళు క వా ర టర లీ ఎ క ౌ ంట స అ డు గు తుననా రు .	0.6518
ज हाँ ध ू म धा म और दिखा वा कोई मा य ने नहीं रख ता , और बस पयार की ही जरूरत होती है .	ఎపపుడూ ఆ డం బ రం ఇంకా డా బు ప నికి రా వు . మీకు కా వల సింది పరే మ ఒకక ట ే .	0.6643
अ ग ले साल वही प ला न है .	వచ చే ఏ డా ది నా ప లా న అదే .	0.5864
पलीज , कर न . मैं नहीं जा सकती .	ప లీ జ , క రణ . నేను రాల ే ను .	0.6029
देख िए , अगर बच चे उनके साथ हों गे , तो बा की सब भी हों गे .	చూడ ండి , పిలల లు త నని స పో ర ట చే సతే , అంద రూ చేసతా రు .	0.6851
तुमहारे अ ती त का सब ूत . और . . .	మీ గ తా నికి గ రం థ ం లా . ఇంకా . . .	0.6506
हर व कत एक बे च ै नी सी रह ती है , समझ रही हैं आप ?	ఎపపుడూ ఆ తరు త గా ఉంటుంది , మీకు తెలుసా .	0.5225
पलीज किसी से मत कह ना .	దయచేసి ఎవ రికీ చెపప కు .	0.4985
तुम बच चे के लिए कोशिश कर रहे हो ?	మీరు బి డ దని క నా లను కుంటుననా రా ?	0.5639
अगर ये सब ट ू ट कर हमारे सिर पर ना ग िर पडे .	ఈ మొ తత ం మన మీద కు పప కూ లి తే తపప చెపప లే ౦ .	0.6210
वह पि ं क ट ॉ प वाली , उ ध र . वह मेरी है .	ఆ పి ంక టా ప వే స కు నన ది నా కూ తు రు .	0.6642
उनहें लगता है त ला क से अचछा है मैं तक ली फ में र हूँ ?	బా ధ భ రి ంచ మ నే వారు . వి డా కు లు తీ స కో వడం క ననా ,	0.6586
हाँ , तुमहारी शादी की तै या री में थोडा उ ल झ ा हुआ था .	అవును కానీ . నీ పె ళళ ి ని ప లా న చే సత ూ కొ ద ది గా బి జీ గా ఉననా ను .	0.5642
मतलब , पि छ ले साल तुमहें बो न स नहीं दिया , तो . . .	అంటే నీకు గ త ఏ డా ది బో నస ఇవ వ లేదు కాబటటి . . .	0.6746
तुमहें लगता है ये झ ू ठ बोल ने की व ज ह से है , फै जा ?	దీ నికి అబ దధ ం చెపప డ ంతో సం బం ధ ం ఉంది అనుకుంటుననా వా , ఫ ె జా ?	0.6393
ये श हर सा ला बहुत मह ं गा है और मेरी जि म मे दा रि या ँ हैं . मुझे बस . . .	ఈ న గ రం చాలా ఖ రచ ు ల తో కూ డి న ది నాకు బా ధ యత లు ననా యి . నేను అలా . . .	0.7370
मुझे नहीं पता . मुझे नहीं पता मैं कया कर रहा हूँ .	నాకు తె లీ దు . నాకు తె లీ దు ఏం చేసతుననా నో .	0.5453
हाँ , पर उनहोंने कहा कि मि सट र ख न ना माँ ग रहे हैं .	అవును , కానీ వాళలు అ ౦ టు ననా రు మి సట ర ఖ ననా గా రు అ డు గు తుననా ర ట .	0.5986
फिर से चला ना .	మ ళళ ీ ప లే చె య యి .	0.4409
नहीं . पर वे आ एँ तो अचछा ल गे गा .	కాదు . . . కానీ వాళళు వ సతే బాగు ౦ టు ంది .	0.5785
और फिर हमा रा जो भी मु ना फा हुआ , इस आ ली शान द फ तर को बना ने में लग गया .	ఆ తర వాత మనం ఏం సం పా ది ంచా మో అద ంతా ఈ ఆ ఫీ సు మీద ఖ రచ యి పోయింది .	0.6634
मैंने किसी भी लड की के साथ उसे ऐसे कभी नहीं देखा है .	నేను ఏ అమమా యి తో టీ ఆ యన ఇలా ఉండ ట ౦ ఎపపుడూ చూడ లేదు .	0.6238
बता ने ला य क कुछ है ही नहीं .	చెపప ాల సింది ఏమీ లేదు .	0.4868
" माँ खुश हैं . उनके साथ काम कर रही हूँ . " अपने ख या लों पर मेरा पू रा ध यान है .	అమమ ఆ న ంద ంగా ఉంది . తన తో పని చేసతుననా . నా ఆలో చ న ల పె ద ృ ష టి పె డు తుననాను .	0.6892
पर कल से मैं बच ने की कोशिश कर रही हूँ .	కానీ ని నన టి ను ంచి పర మా ద చి కి త స తీసు కుంటుననా ను .	0.5442
- कर न के पिता : अरे . . . - बो लो .	- కానీ ఇది మా ది . - చెపపు .	0.5846
देखो , मेरी त न ख वाह बढ ा ओ .	చూడ ండి , నాకు జీ తం పె ంచాలి .	0.5398
के टर र : बिलकुल . ये हमारी एक खा सि य त है .	తపప కుండా . అది మా పర త యే క త లలో ఒకటి .	0.6278
मैं कॉ ले ज में उसके साथ था . ये सब . . .	. . . తన తో కాల ే జి లో చ ది వా ను . ఇది . . .	0.7139
और मुझे लगा बं गा ली र स में नि भा नी ही चाहिए .	మా బె ంగ ాల ీ సం పర దా యం పా టి ంచ ాలను కుననాను .	0.6109
और खुद से भी बे ई मा नी कर रही हो .	నీ తో నువ వే సరి గ గా ఉండ ట లేదు .	0.6031
ड रा मा नहीं है ये .	ఇది నా ట కం కాదు .	0.5571
ये जान ना हमा रा काम नहीं है .	అది మాకు సం బ ంది ంచిన విష య ౦ కాదు .	0.4949
इससे बे च ै नी होगी ही .	అది ఆ త ృ త ని కలు గ చే సతుంది .	0.5160
माफ करना . मैं अभी आया . हाँ ? बस . . .	కషమి ంచండి , ఇ పపుడ ే వ సతాను . కొ ద ది సే ప ట లో .	0.5751
मतलब , ऐसा है तो इसका ख र च कैसे झ े ल सकते हैं ?	అంటే . . . దీ నికి మన కు డబబు ఎలా వ సతుంది ?	0.6072
देखो , ये सब बहुत अ जी ब है , यार . मैं . . .	చూడు , ఇది అద ో ర క ంగా అనిపి సతోంది . నేను . . .	0.6838
मुझे माफ कर दो , ब ब ल स . मुझे अं दा जा भी नहीं था कि उसकी तुमहारे साथ म ंग नी हुई है .	నిజంగా కషమి ంచు బ బు ల స . నాకు తె లీ దు అతనికి నీ తో ని శ చి తా రథ ం అయి ందని .	0.6608
और अब बस सभी का पै सा ब या ज स मे त लौ टा रहा हूँ ,	ఇ పు డు కే వల ం అంద రికీ వ డ డీ తో పా టు తిరిగి ఇ సతుననాను ,	0.6193
और तुमहारे " ऐ ति हा सि क " वि चार के बारे में , तुमहारे म ं गे तर का कया कह ना है ?	మరి నీకు కా బో యే వాడు నీ చా రి త రాత మ క ఐ డి యా గురించి ఏ మ ను కుంటుననా డు .	0.6340
म म मी को पह न ने हों , तो भी नहीं ?	అమమ వే సు కుంటా న ంటే అ పపుడు కూడా నా ?	0.5590
मुझे अ परा ध बो ध नहीं होना चाहिए , है ना ?	నేను త పపు గా ఫీ ల అవ కూడ దు , కదా ?	0.6133
हमारे लिए , वह अपने काम में वि श वास करने का ए ह सा स है .	మాకు అది మా ఉద యో గ ాలని న మ మే ఒక అ రు ద ె న ఫీ లి ంగ .	0.6564
