Hindi	Telugu	Similarity_Score
र ै ड अ वे	రా డ ఎ వే	0.5467
नहीं .	లేదు .	0.3291
देखो .	చూడు .	0.4116
एक दिन ऐसा आए गा जब हमें मौ का मिले गा कि हम ध र ती पर फिर आ बाद हों गे	ఏదో రోజు న భ ూ మి ని మ ను ష ు ల తో తిరిగి ని ం పి , నయా యా నని మరి యు నా గ రిక తను	0.5943
टर ै कर	ట రా కర	0.4253
सुनो , एक मदद करो गे ?	హే , ఓ సా యం అ డ గ వచచా ?	0.5601
बता ओ गे पि छ ले 2 00 साल ों में कया - कया हुआ ?	గ త 2 0 0 ఏ ళ లలో ఏం జరిగి ందో నాకు చెపప గల వా ?	0.6734
लू सी .	లూ సీ .	0.4700
{ \ an8 } . . . बे ट टी पी यर स न को व ॉल ट का ओ वर सि यर चु ना गया है .	{ \ a n 8 } . . . వాల ట పర య వే కష కు ర ాలి గా బె టీ పి య ర స న ఎ ం పి క య యా రు .	0.7587
नहीं .	లే వు .	0.3195
नहीं .	లే వు .	0.3195
अपनी बंद ू क मुझे दो .	నీ తు పా కీ ఇ టు ఇవ వు .	0.5646
हम उस ओ र आ रहे हैं .	మీ వె పు న డు సతుననా ం .	0.4835
कया बक वास कर रही हो ?	అస లు ఏం వా గు తుననా వు ?	0.5191
नर भ कष ी .	ఫీ ండ లు .	0.3998
तुमहें गो ली ल गी है .	నీకు త ూ టా త గి లి ంది .	0.5360
बस एक ख र ों च है .	ఓ గ ీ త పడి ంద ంత ే .	0.5630
बे ट टी को वो ट दिया .	బె టీ కి ఓ టు వే శా ను .	0.5437
सट े फ ?	సట ె ఫ ?	0.6291
यह तो . . . सच नहीं है न ?	ఇది . . . నిజ ం కాదు , కదా ?	0.6111
उसे ह क का दिन कह ते हैं , यही हमारी परे र ण ा है और . . .	అది పు న రు దధ రణ ది నం , అదే మా అంద రికీ పరే రణ , ఇంకా . . .	0.6955
आओ .	పద .	0.6010
देखो .	చూడు .	0.4116
अरे .	హేయ .	0.3519
लू सी !	లూ సీ !	0.4700
लू सी .	లూ సీ .	0.4700
लू सी .	లూ సీ .	0.4700
मे डि कल सा मान	వె దయ సర ఫ ర ాలు	0.4532
इसलिए मैं पु नर वास अ भ िया न की घ ो ष ण ा कर रही हूँ .	అందు కే పు న రా వా స పర చా రా నని నేను పర క టి సతుననాను .	0.6263
बे स पर लौ ट कर सब को दिखा ऊँ गा , उनके चे ह रे देख ने ला य क हों गे	నేను త వర గా బ ే స కు వెళలి , ల కష య ంతో పా టు మనం తిరిగి వెళ లా క	0.6955
मतलब , मैं ऐ सी दु निया से हूँ ज हाँ कोई सबसे बु री चीज	అంటే , నీకు ధనయవాదాలు చెపప డం మరి చి పో వ డ మే , నీకు చేయ గల	0.6053
मेरे सा थी ने ऐ सी चीज चु रा ई जो सं घ के लिए अ हम है .	సరే , సో దర జా తి కి కీ ల క మెన ది నా సి పా యి దొ ం గి లి ంచా డు .	0.6382
तो 2 00 साल चल ने वाला सं यो ग एक ना रे के कार ण है ?	2 0 0 సం వ త సర ాల కా క తా ళ ీ యం ఓ ని నా ద ంతో అను కుంటా వా ?	0.6747
कयोंकि हम एक व ॉल ट में घ ु से थे ज हाँ ला श ें थी ं .	ఎందుకంటే శ వాల తో ని ండి న వాల ట లో కి వెళలి వచచా ం .	0.6104
ए ं करे ज की ल डा ई के बाद से ना ने इसे बना या .	యా ంక రే జ యు దధ ం తరువాత సె న యం ఇ వి వాడు తోంది .	0.6444
इन हें ख तर ों को रो क ने के लिए अ लग किया था .	పర మా ద ాలను ని వారి ంచ డానికి వి డి గా ఉ ంటుననా ం .	0.5689
मुझे लगा जैसे कोई ना व हमारी ओ र आ रही हो .	ఇది ఓ ర క ంగా పడ వ మన వె పు రా వడం లా ంటి దే మో .	0.6126
हैं क म ॅ क ली न नि र वा चि त ओ वर सि यर - 3 1 से 3 3	హా ంక మె క లీ న 3 1 నుండి 3 3 - గె లి చి న ఓ వర సీ ర	0.7031
मुझे बस पि छ ले 2 00 साल ों का पता करना है .	నాకు గ త 2 0 0 ఏ ళ ల విషయం లో సా యం కా వాల ంత ే .	0.6560
न ए कै ली फो र निया ग ण राज य की पह ली राज धा नी	న యూ క ాలి ఫో రని యా రి ప బ లి కకు త ొ లి రా జ ధా ని	0.5800
मेरी माँ के बाद उन का पि प - ब ॉ य कहाँ गया ?	మా అమమ చని పోయా క , తన పి ప బా య కు ఏ మె ంది ?	0.6204
रे ज मै क फी - बे ट टी पी यर स न - व ु डी थ ॉ मस	ఒకటి ఎ ంచుకో ండి రె జ - బె టీ - వు డీ థా మ స	0.6647
कया कर सकते हैं ? कुछ पो सट र लगा ते हैं	నువవు ఏం చేసతా వు ? కొనని పో సట రలు పె టటి	0.5936
मुझे ली डर शि प पर सवा ल नहीं उ ठा ना था .	మీ నా య క త వం పె పర శ న కాదు , పర య వే కష కా .	0.6225
इं जी नि य रि ंग की कि ता ब ों में देखा है ,	ఇ వి పా త ఇం జి నీ రి ంగ ప తర ాల లో చూశా ను ,	0.6389
- आ लू बो रहे थे . - आ लू बो रहे थे .	- టా టో స నా టు తుననా ం . - టా టో స నా ట డం .	0.6129
हाँ , पर पता नहीं उस में है कया .	హా , కానీ అందు లో ఏ ము ందో తెలియదు .	0.5224
फिर लो कत ं तर अपना काम करता है .	పర జా స వా మ యం త ని పని చేయ ాల ంటా వు .	0.5381
इस ी लिए यहाँ आई हूँ . मतलब , इस ी लिए यहाँ से गु जर रही हूँ .	అందు కే ఇకకడ కు వచచా ను . అంటే , అందు కే ఈ దా రి లో వెళ ు తుననాను .	0.6062
- डे वी , कोई बात नहीं . - हाँ .	- కష ట పె టటు కో కు , డే వీ . - హా .	0.6424
टा इट स और थे डि य स ! द टी ब ॉ य ज !	టె ట స ఇంకా థా డి య స ! టీ బా య స !	0.6258
तुमने उसे अंदर तक ची र दिया . सा री आ ंत ें बाहर आ गई थी ं .	దాని ని చ ీ ల చి పడ ే శా వు . చె ల లా చె దు రు గా దాని పొ టట భా గ ాలు .	0.6206
हम ला वर ों ने बहुत कुछ तो डा .	రె డ రలు చాలా నా శ నం చేశా రు .	0.5970
मेरे दिन ख रा ब चल रहे हैं .	ఈ వా రం నాకు కష ట ంగా ఉంది .	0.6009
और सं घ के पास ले जाएँ गे .	నీ సో దర జా తి దగగర కు పో దాం .	0.5779
शे डी सै ंड स प ब लि क ला इ ब रे री	ష ే డీ శా ండ స పర జా గ రం థ ాల యం	0.6695
चे ता व नी : कुछ ग िर सकता है	హె చచ రిక : పడి పో యే వ సతు వు లు	0.6086
और यह देख ते हुए कि सा री दु निया को वह सिर चाहिए ,	ఇపపుడు , ఈ భ ూ మి మీద పరతి ఒకక రూ దాని వె ంట బ డ డం చూశా క ,	0.6325
तुम लोग य ु द ध के पहले की तक नी को ं का इस ते माल कर के व ै सी चीज ें इ क ट ठा करते हो	అయితే , యు దధ ా నికి పూర వ సా ం కే తి క తను ఎవర ూ ఉ ప యో గి ంచ కుండా , యు దధ ా నికి ముందు	0.6929
अंदर कुछ भी हो सकता है .	అకకడ లో ప ల ఏద ెనా ఉండ వచచు .	0.5059
मुझे उसके पीछे जाना है .	నేను తన ను వె ం బ డి ంచాలి .	0.4920
चि ं ता की बात नहीं है , तो फ ु स फ ु सा कयों रहे हैं ?	ఇ ద స లు ఆ ందో ళ న క రం కా కపో తే , ఎందుకు మన గు స గు స లు ?	0.6497
इसे द वा ओ ं की जरूरत है .	నీకు ఏద ెనా మ ందు వే య ాలి .	0.5733
यह एक बहुत ब डे मो जे जैसा है . मतलब , वह है कया ?	ఇ దే ద ో పెదద సా కస లేదా అలా ఉంది . అంటే , ఏ ంట ది ?	0.6341
बे स पर लौ ट ने से पहले ,	మనం బ ే స కు వెళ లే ముందు ,	0.5556
ये लोगों को खा ते हैं .	మ ను ష ు లను తి నే మ ను ష ు లు .	0.4799
बाद में बात करते हैं .	మనం తర వాత కొ న సా గి దదాం .	0.4913
तुम बे हो श हो गई , तो हम दोनों मा रे जाएँ गे .	నువవు స ప ృ హ కో ల పోయా వ ంటే , మనం ఇ దద రం చని పో తా ం .	0.6374
मुझे लगा मैं तो गया .	చచ చి పోయా నని అను కుననా .	0.5010
हमें ध ो खा दे रहे हो ?	మమ మ లని మో సం చే ద దా మ నా ?	0.5334
मुझे पता नहीं था व ॉल ट में लोग रह ते हैं .	ఆ వాల ట లలో పర జ లు ని వ సి ంచడం నా కస లు తెలియదు .	0.6110
रॉ बर ट ओ ल स न नि र वा चि त ओ वर सि यर - 3 1 से 3 3	రా బర ట ఓ ల సె న 3 1 నుండి 3 3 - గె లి చి న ఓ వర సీ ర	0.6972
त भी तो पूछ रहा हूँ .	అందు కే అ డు గు తుననాను .	0.5181
हमें वह सिर ले ना है .	మనం ఆ త లను పొ ంద ాలి .	0.5451
अब भी बहुत गर म है .	అది ం కా వే డి గా ఉంది .	0.4241
{ \ an8 } ह ॉ थ ॉर न मे डि कल पर यो ग शा ला व ॉल ट - टे क कं प नी का वि भा ग	{ \ a n 8 } హా థ ో ర న మె డి కల ల యా బ రే ట రీ స వాల ట టె క కార పొ రే షన వి భా గం	0.7036
और बे ट टी एक बार ओ वर सि यर रह चु की है .	బె టీ గ తం లో నే పర య వే కష కు ర ాలి గా చేసి ంది .	0.6178
जैसे सभी को ऐ प प ल पा ई से जे लो के क जयादा पसंद कयों है .	అంద రికీ ఆ పి ల పె కంటే జె లలో కే క ఎందు కి ష ట మో కూడా అ డ గ వచచు .	0.6548
मुझे यहाँ मत छोड ो !	నన ని కకడ వది లే య కు !	0.5214
यही कर सकता है कि धनयवाद नहीं क हे .	అ తి పెదద చె డు అ నే చ ో టు ను ంచి వచచా ను .	0.5479
कहा व त तो पता होगी .	ఓ సా మె త తెలుసు గా .	0.4832
स भ य ता शुरू करेंगे .	తిరిగి ఆ రం భ ంచ డ మే .	0.5910
लगा मैंने कर दिया . मुझे सच में लगा .	నా దగగర అది ఉ ంద ను కుననా . నిజంగా నే .	0.5723
- अगर कोई पू छे कहाँ थे . . . - तो मेरा दिल ट ू ट जाएगा .	- మన ఆ చూ కీ ఎవర ెనా అ డి గి తే . . . - నాకు గు ండ ె పో టు .	0.7502
मुझे ब रा ंड कर ें .	నాకు ము దర వే య ాలి .	0.5554
ठीक है , हि ल ना मत .	సరే , అలాగే ఉ ండు .	0.4982
पता तो चल जाएगा .	వాళలు కని పె డ తా రు .	0.4331
यार , आप का वो ट है .	హేయ , అది నీ ఓ టు .	0.5631
बाद में ले ल ेंगे .	ఆ తల ఆ గు తుంది లే .	0.4828
और उससे पहले के 3 2 0 साल ों का अ मे रि की इ ति हा स भी .	ఇంకా దా నికి ముందు 3 2 0 ఏ ళ ల పా టు అ మె రి కా చ రి తర కూడా .	0.6752
और हम त ब तक चल ते र हें गे जब तक वह रो श नी सत ह तक नहीं पहु ँच जा ती .	ఆ కా ం తి ని ఏదో ఓ రోజు న ఉ పరి తల ం మీద కు తె చ చే వర కూ మనం దాని ని మో సతా ము .	0.6508
और यो द धा टा इट स ?	సె ని క టె ట స ఎకకడ ?	0.5011
एक स बे ट टी पी यर स न	ఎ కస బె టీ పి య ర స న	0.6149
इं टर - व ॉल ट आ र का इ व	ఇ ంట ర - వాల ట ఆ ర కె వ	0.6615
तुमहारे पास है ?	మీ దగగర ఆ యు ధ ాలా ?	0.4326
तो ऐसा करते हैं .	మనం ఇలా చే దదాం .	0.5474
तुमहें सं घ में यही बता ते हैं ?	నీ సో దర జా తి లో నీకు అదే చెపపా రా ?	0.5507
लि खा है इसे बाहर से खो ला था .	బయ టి ను ంచి తె రి చా రని చూ పు తోంది .	0.5551
वह मर चु का है .	అతను చని పోయా డు .	0.4914
पा नी का सं क ट और वो कै दी . . .	నీ టి సం కష ో భ ం , ఇంకా ఖ ె దీ లు . . .	0.6461
इ क ती स से तै ं ती स	3 1 నుండి 3 3 కి	0.3455
इस में तो टे म पर ड ला इ नि ंग भी है , मतलब . . .	వీ టి లో టె ం పర డ లె ని ంగ ఒకటి ఉంటుంది , అది . . .	0.6542
बात सं घ की है .	అది సో దర జా తి .	0.5218
{ \ an8 } . . . याद रख ें आज हमारे व ॉल ट का भ वि ष य त य होगा .	{ \ a n 8 } . . . ఇ వాళ అ నే ది మన వాల ట కు భ వి త అని గుర తు ంచుకో ండి .	0.7523
मैं बच चा था त ब ब म गि रे थे .	బా ం బు లు పడి న పపుడు చినన ో డి ని .	0.5715
हैलो , व ॉल ट 3 3 .	హ లో , వాల ట 3 3 .	0.6622
ता कि हम साथ में ठीक हो सक ें .	అలా మనం ఉ మమ డి గా కో లు కో గల ం .	0.5492
र च ना त म क पर य वे कष क अ श ो क ब कष ी	కరి యే టి వ సూ పర వె జర శి రీ ష దర భా	0.5978
मेरे पिता भी यही कह ते थे .	నా నానన కూడా అదే చెపప ే వారు .	0.5266
आ ने के लिए सभी को धनयवाद .	మీ రా కకు అంద రికీ ధనయవాదాలు .	0.5250
- उनहोंने कहा ह थ िया र नहीं हैं . - झ ू ठ .	- త మ దగగర ఆ యు ధ ాలు లే వ ననా రు . - అది అబ దధ ం .	0.6682
तुमहारा नाम ?	నీ పేరు ఏంటి ?	0.4429
मुझे वि श वय ु द ध का पता है , ब म ग िर रहे थे ,	నాకు మ హా యు దధ ం , బా ం బు లు పడ డం తెలుసు ,	0.6398
तुम द वा के बारे में झ ू ठ बोल सकते थे , पर नहीं बो ला .	మ ందు విషయం లో అబ దధ ం చెపపి ఉండ వచచు , అలా చేయ లేదు .	0.6429
हम इस जगह को साथ देख ें .	మనం ఈ చ ో టు ను కలి సి చూడ డం .	0.5214
सट ै ंड बा य मो ड	సట ా ండ బె మో డ	0.4670
मैं बे हो श थी त ब मुझे मार सकते थे ,	నే న కకడ పడి పోయి ఉండ గా ననను చం పే య వచచు ,	0.5958
नर भ कष ी मतलब ?	ఫీ ండ ఏమి టి ?	0.3874
हैलो , न ॉर मन .	హ లో , నో ర మన .	0.5283
हुआ कया था ?	ఏం జరిగి ంది ?	0.4166
इस दु निया में भ रो सा करना मु श कि ल है .	ఇకకడ న మమ కం త వర గా రా దని అరథ మె ంది .	0.6179
च श मा और पू रे श री र वाला ?	అ దద ాలు , ఆ శ రీ రం అంతా ?	0.6221
टर ै कर से तुमहारे सा थी को ढूँढ ल ेंगे , उससे सिर ल ेंगे	నా ట రా కర ఉ ప యో గి ంచి , నీ సి పా యి ని ప టటు కు ని , త లను తీసుకు ని ,	0.5870
मुझे लगता है सं क ट के इस समय में हमें किसी अनु भ वी वय क ति की जरूरत है .	సం కష ో భ ం సమయం లో , అను భ వం గల వారి ని ఎ ంచుకో వాల ని నాకు అనిపి సతోంది .	0.6598
जी ने का अचछा तरी का है .	మంచి గా బ త క డం లా ఉంది .	0.5094
{ \ an8 } बे ट टी 3 1 से 3 3	{ \ a n 8 } బె టీ 3 1 నుండి 3 3	0.7545
- कया ? नहीं . - ठीक है !	- ఏంటి ? లేదు . - సరే !	0.6303
तीन की गि न ती पर हाथ ऊ पर करना .	మూ డు లె క కి ంచ గా నే చే తు లు ఎ త తు దాం .	0.5254
व ु डी का साथ द ें भ वि ष य का ओ वर सि यर	భా వి ఓ వర సీ ర వ ూ డీ తో పని చేయ ండి	0.5611
उनहोंने व ॉल ट 3 2 में वही तो किया .	వాల ట 3 2 లో కూడా వాళల దే చేశా రు .	0.5928
मेरी माँ का पि प - ब ॉ य हम ला वर ों को कैसे मि ला ?	మా అమమ పి ప బా య రె డ ర ల దగగర కె లా చే రి ంది ?	0.5612
बे ट टी को वो ट द ूँगा .	నేను బె టీ కి ఓ ట ే సతాను .	0.5444
माँ मुझे उस रो श नी में खेल ने ले जा ती थी	ఆ లె టు కి ంద ఆ డి ంచే ందుకు మా అమమ తీసు కె ళ ి తే ,	0.5884
बस पि छ ले 2 00 साल , बडी ख बर ें .	గ త 2 0 0 ఏ ళ ల వర కే , చ క చ కా చెపప మని .	0.6421
व ॉल ट 3 1 यहाँ से कैसे अ लग है ?	ఇ కకడి కంటే వాల ట 3 1 లో తే డా ఏంటి ?	0.6377
हो सकता है अगर . . . मतलब , बता द ें तो .	కా వచచు , ఒక వే ళ . . . అంటే , తెలి సే పని లేదు .	0.6379
- लगता था काम ब ने गा ? - सिर तो मिल गया था .	- అలా జరుగు తు ంద నా ? - నా దగగర తల ఉంది .	0.6161
किसी कार ण से गु प त मत दा न है .	అందు కే పర ె వే టు బ ూ త లలో ఓ ట ే సతా ం .	0.6203
कै ली फो र निया ग ण राज य का नाम नहीं सुना ?	న యూ క ాలి ఫో రని యా రి ప బ లి క గురించి వి న లేదా ?	0.5653
न ु का को ला	న యూ కా లూ కా	0.5149
तुमहारे पिता के साथ .	నేను ఇంకా మీ నానన .	0.5106
सब ठीक है .	పర వాల ేదు .	0.4322
अ जी ब नहीं लगता कि हम व ॉल ट 3 1 से ही ओ वर सि यर चु न ते हैं ?	మనం ఎపపుడూ వాల ట 3 1 ను ంచే పర య వే కష కు ని ఎ ంచుకో వడం వి ంత గా లేదా ?	0.6903
जब वे हमें टा र गे ट के साथ लौ ट ता देख ेंगे .	అంద రి మొ హ ాలు చూడ ాలని ఉ త సా హ ంగా ఉంది .	0.6247
सट े फ , मैं तो जा ही रहा था .	సట ె ఫ , ఇ పపుడ ే బయ లు దే రు తుననాను .	0.5950
फ ॉल आ उ ट पर पि छ ली बार	ఫ ాల ౌ ట ఇంత కు ముందు	0.5394
जब मैंने गो ली मा री , लगा मैंने कर दिया .	నేను కాల చా క , సా ధి ంచా నని భా వి ంచా ను .	0.5510
ब रा ंड नहीं किया तो मैं आप का आ धि का रि क सा थी नहीं हूँ .	కానీ నాకు ము దర వే సే వర కూ నేను అ ధి కా రిక ంగా మీ సి పా యి అవ వ ను .	0.5863
लोग यही कह ते हैं .	పర జ లు అదే చెబు తా రు .	0.5258
हमारे बि ना हो भी चु का है .	మేము లే కుండా నే అది జరిగి ంది .	0.5027
मुझे यहाँ मत छोड ो .	నన ని లా వది లే య కు .	0.5237
कोई मेरी फ यू जन को र ले गया . पलीज .	ఎవర ో నా ఫ యూ జ న కో ర కొ టట ే శా రు . దయచేసి .	0.6224
कह ना कया चाहती हो ?	ఏం సూ చి సతుననా వు ?	0.5414
सही कहा .	అది నిజ ం .	0.3469
यह इं टर व ॉल ट ले न - दे न का रि क ॉर ड है	ఈ కి ంది ది వాల ట ల మ ధయ మార పి డి ల రి కార డు	0.6408
यह दु निया बु री है .	నా కి కకడ న చచ లేదు .	0.5410
जयादा सं सा धन हैं , बेह तर शि कष ा है और वह कहा व त भी तो है .	మె రు గె న వి ద యా వయ వ సథ , ఇంకా , ఓ పర ముఖ మాట తెలుసు గా .	0.6832
हम कि सम त वाले हैं .	మనం అద ృ ష ట వం తు ల ం .	0.5279
ए च - अनु सं धा न ए व ं वि का स ह ॉ थ ॉर न मे डि कल पर यो ग शा ला	హె చ - పరి శ ో ధన మరి యు అ భి వ ృ దధ ి హా థ ో ర న మె డి కల ల యా బ రే ట రీ స	0.7213
पता है , मैं भी चु ना व ल डा था एक बार .	నాకు తెలుసు , ఓ సారి పో టీ చేశా ను .	0.5624
मेरे जैसे आ म लोग रह ते हैं .	నా లా ంటి సా ధా రణ మ ను ష ు లే .	0.5799
और साथ में काम कर सक ें .	ఇంకా కలి సి పు న ర ని ర మి దదాం .	0.4692
वह वा कई खा स था .	అది చాలా పర త యే కం .	0.4725
मुझ पर कर सकते हो .	కానీ ననను న మ ము .	0.5193
य ु द ध के बाद यहाँ 3 4 , 00 0 लोग रह ते थे ?	యు దధ ం తరువాత ఇకకడ 3 4 , 0 0 0 మంది ని వ సి ంచా రా ?	0.6967
सच में ? बहुत दर द होगा .	క చచి త మా ? న ొ పప ి గా ఉంటుంది .	0.5195
मुझे निका लो , फिर ले ले ना .	ననను తీ సతే తీసు కో వచచు .	0.4831
पू रे द स पो सट र लगा ए थे .	ప ది పో సట రలు పె టటి ఉంటా ను .	0.5949
व ॉल ट 3 1 , 3 2 और 3 3 में .	ఈ వాల ట 3 1 , 3 2 ఇంకా 3 3 లలో .	0.7944
तो , मतलब , प ृ थ वी गो ल है , च प टी है . . .	ఇక , అంటే , భ ూ మి గు ండ రం , భ ూ మి బ లల ప రు పు . . .	0.7386
यह टी - 6 0 है न ?	టీ - 6 0 , అంతే కదా ?	0.5934
यहाँ वो ट कर ें !	ఇకకడ ఓ టు వే య ండి !	0.5031
उससे भी बडी बात , स भ य ता का भ वि ष य भी .	ఇక , మ రీ ముఖ య ంగా , మా న వాళ ి కి భ విష యత తు అని .	0.6154
पर मैं ऐ सी जगह से आई हूँ ज हाँ अपनी दु निया खुद बना ते हैं .	కానీ ఎవ రి నె నా ఒ పప ి ంచ గ లి గే చ ో టు నుండి నేను వచచా ను .	0.6568
त ब तो सच होगा .	అయితే నిజ మే నే మో .	0.3550
फिर ह क के दिन का कया ?	పు న రు దధ రణ ది నం సం గ తే ంటి ?	0.5370
यह . . .	అది . . .	0.7117
वही जो हमेशा होता है .	ఎపపుడూ జ రి గే దే జరిగి ంది .	0.4446
मैंने व ॉल ट 3 1 की ओ वर सि यर से बात की और हमारी एक रा य ब नी .	ఇపపుడు , వాల ట 3 1 పర య వే కష కు ని తో నేను మాటలా డా క , మేము అ ంగ ీ కరి ంచా ము .	0.6482
जो लोगों की अ द ला - बद ली का है	వయ క తు ల పం పి ణ ీ కోసం అమ లు చేసిన ది	0.5812
अब मैं आप का सा थी हूँ . आप जो चा हें बता एँ .	ఇపపుడు అ ధి కా రిక ంగా మీ సి పా యి ని . ఏద ెనా చెపప ండి .	0.5395
शे डी सै ंड स में सवा ग त है	ష ే డీ శా ండ స కు స వా గ తం	0.6318
और न ई शु रु आ त करेंगे .	కొతత జీవి తం ఆ రం భి సతా రు .	0.5355
पर नहीं मा रा .	నువ వ లా చేయ లేదు .	0.4139
- और अ नि श चि त ता . . . - सच , कोई बात नहीं .	- ఇంకా అని శ చి తి అంత టి తో . . . - నిజంగా పర లేదు .	0.6314
यह कै सी जगह है ?	ఈ చ ో టు ఏమి టి ?	0.5618
तुम पा ँच - छ ह यो द धा ओ ं को मेरे पिता को बचा ने मेरे साथ भे जो गे .	మా నా ననను కా పా డే ందుకు మీ సె ని కు లలో ఐ దా రు గురి సే వ లను నాకు అ ంది సతా వు .	0.6289
- उनहें पि प - ब ॉ य चाहिए . - उनके पास था .	- పి ప బా య కావాలి . - వాళ లకు ఉంది .	0.5890
मुझे भ रो सा करना तो है ,	నినను న మమ ాల నే ఉంది ,	0.5316
पर हमा रा जज बा नहीं .	కానీ మన స ఫ ూర తి ని కాదు .	0.4363
तुम यह इस ी लिए पूछ रहे हो .	ఎందుకు అని నువవు అ డి గే ది ఇ దే .	0.5191
ओ वर सि यर के रू प में मेरा पह ला आ देश है कि सा रे व ॉल ट की मी टि ंग होगी	పర య వే కష కు ని గా నా మొద టి శా స నం లో , రే పు ఉద యం 1 0 : 0 0 గ ంట లకు	0.7180
शायद मुझे तुमहें कुछ बता देना चाहिए .	బహు శా నీకు చెపపి తీ రాల సిన విషయం ఒకటి ఉంది .	0.5393
दर अस ल , बात यह है . . .	నిజ ా నికి , అది . . .	0.5485
कया कर दिया ?	నువ వే ం చేశా వు ?	0.3881
तो उन में कया होगा ?	మరి వాటి లో ఏ ము ననా య ని ?	0.4541
ठीक है .	అ డు గు .	0.3889
मुझे समझ आया कि उनकी व ज ह से सब सच लगता था .	అద ంతా నిజంగా అనిపి ంచే లా చేసిన ది ఆ మే నని గర హి ంచా ను .	0.5029
हम आगे जा रहे हैं .	మేము అ టు దా ట ాలి అంతే .	0.4638
तैयार ?	సి దధ మా ?	0.2871
हमारे व ॉल ट इ तने प वि तर हैं कि इन हें खा ली नहीं रख ना चाहिए .	మన వాల ట లను ఖ ా ళ ీ గా ఉ ంచ కూడ దు , అ వి చాలా ప వి తర మెన వి .	0.6757
अन य लोग अ ग ले कुछ ह फ त ों में व ॉल ट 3 2 में रह ने आ एँ गे	ఇ తరు లు రా బో యే కొనని వా రాల లో వాల ట 3 2 కు మా రి	0.6231
हम कहाँ हैं ?	మనం ఎ కక డు ననా ం ?	0.4008
सा व धा नी बर त रहे हैं . तुम आ सकते हो .	సరే , మేము జా గర తత గా ఉననా మ ంత ే . మీరు రా వచచు .	0.6123
मैंने कहा था . दर द होगा .	చెపపా ను గా . న ొ పప ి గా ఉంటుంది .	0.5023
थे डि य स , तुमहें मार डा ल ूँगा .	నినను చం పు తాను , థా డి య స .	0.5980
तरी का सब का अ लग होता है .	ఎలా అ నే విషయం లో ఏ కీ భ వి ంచ రు .	0.5247
हम लौ ट नहीं सकते ?	మనం ఇంటి కి పో వచచు గా ?	0.4863
मुझे बस इतना पता है कि हम बस जा रहे हैं .	నాకు తెలి సి ంద ల లా మనం వెళలి పో వాల నే .	0.5771
सुनो , मेरे पास टर ै कर है जो उस सिर तक ले जाएगा .	వి ను , ఆ తల దగగర కు తీసు కె ళ లే ట రా కర ఉంది .	0.6639
मैं बचा था .	నేను బ తి కా ను .	0.4292
मैं बे ट टी हूँ , ओ वर सि यर के लिए आप का वो ट चाहती हूँ .	నేను బె టీ ని , పర య వే కష కు ర ాలి గా ఇ వాళ మీ ఓ టు కోసం కో రు తుననాను .	0.6381
घ ो ष ि त करते हुए खुश ी होती है कि 9 8 पर ति श त बह ुम त के साथ . . .	ఇది పర క టి ంచడం నాకు గ ౌ ర వం , 9 8 శా తం మె జా రి టీ తో . . .	0.7081
