Hindi	Telugu	Similarity_Score
मैं कै सा लगता हूँ ?	ఎలా కనిపి సతుననాను ?	0.4457
स रा य	మో ట ల	0.4047
द फ तर	ఆ ఫీ స	0.4224
यहाँ आओ , जान ू . ए , यहाँ आओ .	ఇలా రా , క యూ టీ . హే , ఇలా రా .	0.5417
ता क पर रख ने के दो घ ं टे बाद	ష ె ల ఫ లో పె టటి న రెండు గ ంట లకు	0.6185
न या बं दा कौन है ?	ఆ కొతత వాడు ఎవ డు ?	0.5154
मैं पी ला माल ले ने आई हूँ . इसे भर दो .	నాకు కొనని ప సు పు లు కావాలి . ని ం పి వ వు .	0.5841
ए मि ली !	ఎ మి లీ !	0.4074
माफ करना . बहुत . . .	మన ని ంచాలి . అది . . .	0.6133
पलीज .	ప లీ జ .	0.3045
इ ज बे ल ?	ఇ జ బె ల ?	0.6513
इ ज बे ल ?	ఇ జ బె ల ?	0.6513
इ ज बे ल ?	ఇ జ బె ల ?	0.6513
नहीं ! नहीं ! मुझे लगा . . .	లేదు ! అలా కాదు ! నాకు . . .	0.6132
मैंने कोशिश की , पर मैं . . .	పర యత ని ంచా ను , కానీ నేను . . .	0.6103
इ ज बे ल , रुको .	ఇ జ బె ల , ఆ పి క .	0.6427
आओ .	రా .	0.3353
और आप का बाहर निकल ना ?	మీ బయట పడ ే త ంత రం ఏ ది ?	0.5299
स वे चछ ा कर मि यों के साथ कभी - कभी होता है .	కొనని సా రలు ఇది వాల ంట ీ ర లకు జరుగు తుంది .	0.6129
याद दा श त लौ टी नहीं ?	నీ మ తి రాల ేదు కదా ?	0.4873
अचछा है मुझे यह जगह याद नहीं	దీ ని ని మ ళ లీ మ ళ లీ చూడ టా ని కె నా	0.4475
नहीं .	లేదు .	0.3291
मैं नहीं . . .	నా వ లల కాల ేదు .	0.3755
- नहीं .	- లేదు .	0.3901
स व चल न , कृ त रि म जी व वि ज ञ ा न ,	ఆ టో మే షన , సి ం థ టి క బయ ాల జీ ,	0.6699
द थ ॉ ट वि जु अ ला इ जर !	ఆలో చ న ల ద ృ శ య ీ క రణ ి !	0.6655
और ए सट रॉ य ड ख न न के चल ते	ఇక గర హ శ కల మె ని ంగ అయితే	0.6313
मुझे देखो .	ననను చూడు .	0.3500
गरे ग .	గ రె గ .	0.4783
चलो भी .	అ రే రా .	0.3239
उनहोंने कया कहा ?	నీ తో ఏం చెపపా డు ?	0.4391
- किसी से मत क हो . मैं हूँ !	- ఎవర ూ న మమ ర న కు . నేను ననా ను !	0.5655
है ना ?	సరేనా ?	0.3738
तुमहारा यह ध ी र ज बहुत बडी बात है .	నీ ఓ పి కే నాకు చాలా బాగా న చచి ంది .	0.5221
मैं होता तो पास नहीं जा ता .	అతని దగ గ రికి వెళళ ను , మే డం .	0.4822
बि ना म रे .	చా వు తపప .	0.4662
जिंदगी के आ म उ ता र - च ढ ा व .	అ వే జీవి త పు ఎ త తు ప లల ాలు .	0.6636
गरे ग ?	గ రె గ ?	0.4783
श ै म पे न .	ష ా ం పే న .	0.5936
रुको , कया . . .	ఆ గు , ఏంటి . . .	0.6490
डॉ . क ले मे न स . . .	డా . క లె మెన స . . .	0.7604
तुम सच में इस जगह पर हो ?	నువవు నిజంగా ఇ కక డు ననా వా ?	0.4932
हाँ , अस ली हूँ .	హా , నేను నిజ ం .	0.4999
मुझे पता है तुम कौन हो ,	నువవు నాకు తెలుసు , కానీ	0.5031
आप का एक बे टा और एक बे टी है .	నీ కో కూ తు రు , కొ డు కు ఉననా రు .	0.5495
मैंने कहा , " ध यान से ,	నేను " జా గర తత , జా గర తత	0.5437
" मेरी च ो ट िया ँ . मेरा दि मा ग नहीं . "	నా జ డ లు నానన . నా మె ద డు కాదు " అని .	0.6109
पर डॉ . क ले मे न स का कह ना है	కానీ డా క టర క లె మెన స పర కా రం	0.6112
वही की जिए जो आपको सही ल गे , ठीक है ?	మీకు ఏ ది మంచి ద ో అదే చేయ ండి , సరేనా ?	0.5508
गरे ग !	గ రె గ !	0.4783
इ ज बे ल !	ఇ జ బె ల !	0.6513
बहुत बु रा वि चार है !	అద ో దా రు ణ మెన ఐ డి యా !	0.5696
- लि अ ंग , चलो .	- లి యా ంగ , పద .	0.5301
हमें अभी निकल ना होगा .	మన మి పపుడ ే వెళ ు తుననా ం .	0.4950
यह सब बाद में देख ल ेंगे .	అవ న నీ తరువాత చూ సు కు ందా ం .	0.5082
- चलो .	- అ రే .	0.3889
चलो ! आओ !	పద ! అ రే !	0.5215
- पुलिस !	- పోలీ స !	0.4704
यह न क ली है . यह सब झ ू ठ - म ू ठ का है !	ఇది న కి లీ . ఇది న కి లీ ! ఇది న కి లీ !	0.5768
हम में से एक वापस जा पा ए गा	మన లో ఒక రు ఇంటి కి వెళళ ాలి .	0.5654
- मुझे यहाँ नहीं रह ना .	- లేదు , నే ని కక డు ంటా ను .	0.5223
यह सब . . .	ఇ ద ంతా . . .	0.6042
मैंने यह सा री ग ड ब ड की . मैंने .	ఈ చెతత ంతా నా కల ప నే . అదే నేను .	0.5970
मैं नहीं जा ऊँ गा !	నేను వది లి రా ను !	0.5514
ब लिस	బ లి స	0.3506
नहीं , मुझे . . . मुझे तो ठीक ही लग रहा है .	లేదు , నాకు . . . నాకు బాగా నే అనిపి ంచి ంది .	0.6329
ब धा ई हो . तुमने सभी को गल त सा बि त कर दिया .	శ ు భా కా ం కష లు . అంద రి నీ తపప ని ని రూ పి ంచా వు .	0.6246
वह . . . पर तुमहें पता है . . . कैसे . . .	అది . . . కానీ నీకు తెలుసా . . . ఇక . . .	0.8522
मैं यहाँ बैठ ा हूँ , मैं इससे जयादा . . .	నే ని కకడ కూ రచ ొ ని ఉననా ను , నా కి ంత క ననా . . .	0.5761
- नहीं , यह मेरा अपना कुछ है . यही . . .	- లేదు , అ వి కొ ంచ ె ం వయకతి గ తం . అలా ం . . .	0.6559
हम जान ब ू झ कर ब रे न ब ॉ कस में से निकल गए .	కా వాల ని ఆ బ రె యి న బా కస నుండి బయట పడ డా ం .	0.6623
सबसे पहले दि मा ग में खु ल कर पार टी करना ,	నాకు మొద ట గుర తు కు వచ చే ది పా ర టీ ల గో ల ,	0.6279
वह पक का सै न फर न ै ंड ो से प श चि म को गए ?	శా న ఫ ె ర నా ండ ో ప శ చి మా నికి వెళళ ా డ ంటా వా ?	0.6191
मैं हमेशा चि तर बना ता रह ता हूँ . . .	నేను ఎపపుడూ అది గ ీ సత ూ నే ఉంటా ను . . .	0.6162
मैं ठीक हूँ . पर , तुमहारा नहीं पता .	బాగా నే ఉననా ను . నీ సం గ తి తెలియ ద ను కో .	0.5378
और मैं उसे ने च र ए न ड सा इं स मै ग जी न को	నేను దాని ని నే చ ర అ ండ సె నస మా గ జె న కు	0.6692
धत ! डॉ . क ले मे न स , आप कया कर रही हैं ?	అబ బా ! డా క టర క లె మెన స ఏం చేసతుననా వు ?	0.6823
तुमहें . . . तुमहें खुद देख ना होगा .	నువవు . . . నీ క ళళ తో నువ వే చూడ ాలి .	0.6033
मैं तुमहारी याद दा श त लौ टा कर र हूँ गी .	నేను నీ జ ఞ ా ప కాల ను తిరిగి తె సతాను .	0.5756
पर मैं द वा ले रहा हूँ , इसलिए . . .	మ ందు వే సు కుంటుననా ను లే , కను క . . .	0.6242
इस में खा स पी ले र ंग के कर ि सट ल हैं	దాని లో ఈ న కి లీ లో కా నని భ ర మి ం ప చేసే	0.6075
" हैलो , पा पा , आप की पी ठ कै सी है ? "	" హే , నానన , వీ పు న ొ పప ి ఎలా ఉంది ? "	0.6420
- पर अगर आप उस इ ला के के नहीं . . .	- కానీ , నీ ది ఆ పరా ంత ం కా కపో తే . . .	0.6138
परे स कर ि प शन री फि ल कर वा ने के लिए ,	మీ పరి స కరి ప షన రీ ఫి ల కోసం ఎ ని మి ది	0.6278
कोई हमारे अ ड डे पर आया था , गरे ग .	అంటే , గ రె గ , ఇ కకడికి ఎవర ో వచచా రు .	0.6239
तुम मुझसे कह ती हो , " वह अस ली है "	నువ వే కదా " అతను నిజ ం " " ఆమె కాదు "	0.6289
परे स कर ि प शन न ं बर द बा इ ए और साथ ही	దయచేసి పరి స కరి ప షన నె ం బ రు తో పా టు	0.6269
इसे कुछ नहीं हुआ . शायद पे ट में	తన కే ం కాల ేదు . కొ ంచ ె ం క డు పు న ొ పప ి	0.5037
कया ? हम तो गए काम से ! हे भगवान .	ఏంటి ? అబ బా అంతా నా శ నం ! దేవుడా .	0.5847
हाँ , मुझे पता है मैंने ग ड ब ड की	హా , నేను త పపు చే సా నని తెలుసు ,	0.6070
- ह त या नहीं ? देखा कया लि खा है ?	- కు టర లు లే వా ? అద ె ంట ో చూ సా వా ?	0.6119
ब य ॉर न के लिए बु रा लग रहा है .	బ యో ర నను తల చు కు ంటే బా ధ గా ఉంది .	0.6417
जब आप तैयार हों , फोन की जिए गा .	- త యా రు గా ఉనన పపుడు కాల చె య యి .	0.5751
पलीज ई मान दा री से ज वा ब दी जिए .	దయచేసి నిజ ా యి తీ గా జ వా బి వ వ ండి .	0.4973
सुनो , मैंने तुमहारी थी सि स प ढ ी	చూడు , నేను నీ థ ీ సి స చ ది వా ను ,	0.6061
शुरू में ध ु ँ ध ला सा लगता है .	మొద ట లో అంతా మ స క గా నే ఉంటుంది .	0.5595
बाहर उन लोगों को देख रहे हो ?	ఆ బయ టు నన జ నా ల ంద రి నీ చూ సా వా ?	0.5515
मैं बाद में आ कर ऑ र डर कर ूँगा .	నేను తరువాత ఆ ర డ రు ఇ సతాను లే .	0.5542
नहीं . बिलकुल नहीं . मुझे . . .	లే వు . అస స లు లే వు . నేను . . .	0.5862
तर कस ंग त सवा ल , क ें ड ो अस ली है .	తా త వి క పర శ న , కె ండ ో వా సత వ మా .	0.6674
- तो , अगर क ें ड ो , अगर वह . . .	- అంటే , కె ండ ో ఉ ంటే , అతను . . .	0.6208
और दूस रा य हीं फ ं सा रह जाएगा .	ఇం కొ క రు ఇకకడ ే ఇ రు కకు పో వాలి .	0.5901
पे ड के पीछे दिखा ई दे रहे हो .	చె టటు వె ను క ఉననా రని తెలుసు .	0.5857
बहुत बढिया . बडी जलदी ले आए .	బాగా చే సా వు . త వర గా చే సా వే .	0.4764
नहीं , मेरे पास फोन नहीं है .	లేదు , నా దగగర ఫో ను లే ద ంత ే .	0.5418
ए , यार . तुमहारा न ु क सान है .	హే , బా బు , ఏదో లే . నీ కే న ష టం .	0.5977
ठीक है , मत लो . ऐसा नहीं कि	సరే , వా డ కు . చె య యి మె లి పె టటి	0.5501
तुमने इस बारे में कुछ सुना ?	దాని గురించి ఏ మ ననా తెలుసా ?	0.5448
हम हमेशा कुछ पर शन करते हैं .	మేము చాలా పర శ న లు అ డు గు తా ం .	0.5236
शु रु आ ती वि चार कहाँ से आया ?	అస లు ఈ ఐ డి యా ఎలా వచచి ంద స లు ?	0.6062
मुझे अभी किसी को ढूँढ ना है .	నేను ఒక రి ని వె ంట నే కల వాలి .	0.5338
आप मुझे सु ला रहे थे और . . .	నాకు దు పపటి క పప ి ఇంకా . . .	0.6424
हमने जु लू स आ यो जि त किया है ,	పరి సథి తు లు ఘ ో ర ంగా మా రా య ని	0.6323
हाँ , लोग गल त िया ँ करते हैं .	హా , జ నా లు త పపు లు చేసతా రు .	0.5692
तुमने ए फ जी पी कहा . तुम . . .	ఎ ఫ జీ ప ీ అ ననా వు . నువవు . . .	0.6844
यहाँ पार टी चल रही है कया ?	ఇకకడ ే మ ననా ప ండ గ జరుగు తో ందా ?	0.5291
तुम इ ज बे ल की जा ँच में हो ?	నువవు ఇ జ బె ల సట డీ లో ఉననా వా ?	0.5893
कोई इस कमी नी को ट ू थ बर श दो .	ఈ మె కు ఒక బర ష ష ు కొ ని వ వ ండి .	0.6242
हर कोई अपना काम कर रहा है .	తెలుసా , అంతా వాళళ పా తర లలో	0.4882
पर मेरे पास चा बी नहीं है ,	కానీ దాని తా ళ ం నా పర సు లో	0.5711
मैं झ ू ठ - म ू ठ नहीं कह रही .	నేను కల పి ంచి చెపప టం లేదు .	0.4860
" और वह , दूस रे क छ ु ए पर . "	అది ఇం కో తా బ ే లు పె ఉ ంద ట . "	0.6339
उस में घ ु स ें तो ऐसा न ल गे	మా మూ లు గా ఉ ంచ టం అంత కష ట మా ?	0.5868
उससे अ लग होने के बाद भी .	మనం డి స క నె క ట అ యు ననా కానీ .	0.5535
हम सब को द स - द स ले ने हों गे .	మనం చె రో ప ది తీసు కో వాలి .	0.5677
और हमा रा भा ग ना और बस . . .	మనం పరి గె త తి నా కానీ . . .	0.5454
मैं तुमहारी मदद कर ूँगी ,	నేను నీకు స హా యం చే సతాను ,	0.4840
हैलो . मैं गरे ग वि ट ल हूँ .	హ లలో . నేను గ రె గ వి ట లను .	0.6429
तुमहारी इस हा ल त के लिए	నీ పరి సథి తి కి నా ది కొ ంత	0.4321
यह कोई खि लौ ना नहीं है .	ఇది ఆట బ ొ మమ మా తర మే కాదు .	0.5140
तुमहारे यहाँ बि ज ली है ?	ఎ ల క ట రి సి టీ ఉ ందా ఇకకడ ?	0.5101
और मुझे इस पर यकीन है .	నేను అది న మ ము తుననాను .	0.4822
- तुम कहाँ च ले गए थे ?	- నువ వె కకడికి వెళళ ా వు ?	0.5429
मुझे यकीन नहीं होता .	నేను న మమ లే కపో తుననాను .	0.4894
कया परे शा नी लग ती है ?	సమ సయ ఏ ంట ో చెపప గల రా ?	0.4986
कुछ समझ नहीं आ रहा .	అస స లు అరథం కా వ ట లేదు .	0.5206
- मुझे समझ नहीं आ ता .	- నాకు అరథం కా వ ట లేదు .	0.5651
- बहुत - बहुत शुकरिया .	- థా ంక యూ . చాలా థా ంక స .	0.4353
तुमहें तुमहारी . . . टो पी और गा उन में ,	నువవు గ ౌ ను వే సు కు ని . . . టో ప ీ పె టటు కొ ని	0.5957
ए ? इसे देख रहे हो ?	హే ? నువ వి ది చూ సా వా ?	0.5365
अगर वह इ जा ज त दे तो .	తను ఒ పపు కు ంటే నే లే .	0.5439
पे ट में कुछ - कुछ हो रहा है और मेरी च म डी	నా క డు పు లో తి పపు తుంది . చ ర మ ం న ొ పప ి గా ,	0.6194
सही खु रा क के बि ना ,	స రె న మో తా దు లే కుండా	0.5696
- मैं आप की बे टी हूँ .	- నేను నీ కూ తు రి ని .	0.5895
मैं एक न व जा त बच चे की तरह घ ू म रहा हूँ ,	నేను న వ జా త శి శ ు వు లా తి రి గే సతుననాను ,	0.6188
अचछा , हम सब चाहते हैं कि वह स फ ल हो .	సరే , ఆమె వి జ యం సా ధి ంచ ాల నే కో రు కు ందా ం .	0.5747
आप का कं धा कै सा है ?	మీ భ ు జ ం ఎలా ఉంది ?	0.5372
धत . माफ करना , यार .	అబ బా . సా రీ , బా బు .	0.4718
- उ म मी द है मुझे याद कर पा एँ गे और . . .	- వాళళు గుర తి సతా రని ఆ శి ంచ ాల ంత ే . . .	0.6855
मेरे पास टी वी है ,	నా దగగర టీ వి ఉంది ,	0.4907
कभी - कभी द फ तर में ,	కొనని సా రలు ఆ ఫీ సు కు	0.5051
पी ला माल नहीं है .	ప సు పు లు లే వి పపుడు .	0.5268
तुम मेरे हम स फर हो .	నువవు ఆ త మ సా కష ి వి .	0.5455
- तुम उनके साथ हो !	- నువవు వాళళ ప కష మే !	0.5479
हाँ , डॉ . क ले मे न स .	హా , డా క టర క లె మెన స .	0.6478
और आ भा र मान ता है ,	అ భి న ంద న ల తో ఉననా డు ,	0.5497
हमारी पे श करता , डॉ . इ ज बे ल क ले मे न स ने	మా పర ె జె ంట ర , డా క టర ఇ జ బె ల క లె మెన స ,	0.6920
तक नी की अ सु वि धा एँ	టె కని కల డి ఫి కల టీ స	0.4726
- हाँ ! तुम . . . तुमहारा ब ॉ य फर ें ड .	- హా ! నీ . . . నీ బా య ఫ రె ండ గురించి .	0.6645
तुमहारे पास खो ने के लिए है ही कया ?	నువవు కో ల పో వ టా నికి ఏం మి గి లి ంది ?	0.5829
नहीं , पक का नहीं .	ఖ చచితంగా తెలియదు .	0.4050
मुझसे दू र मत जाओ .	నాకు ద ూ రం జ రగ కు .	0.4725
इसलिए निका ला कयोंकि तुम जा रहे हो ?	వెళళ ి పో తుననా వు కను క తీసు కె ళళ ా వా ?	0.5381
कोई खत रा तो नहीं ?	ఇది సు ర కష ి త మే నా ?	0.4893
- वह अ सर करता है .	- అది పని చేసి ంది .	0.4467
र च ना त म क पर य वे कष क	కరి యే టి వ సూ పర వె జర	0.5548
मुझे . . . मुझे तुमहारी मदद चाहिए .	నాకు . . . నాకు నీ స హా యం కావాలి .	0.6163
मैं य हीं र हूँ गा . तुमहारे साथ हूँ .	నే ని కకడ ే ఉంటా ను . నీ కోసం ఉంటా ను .	0.5715
तुमहें पता है ना कि तुम अस ली हो ?	నువవు నిజ మని నీకు తెలుసు , కదా ?	0.5545
हाँ . और पा नी भी .	హా . నీ ళళు కూడా .	0.5255
तुमने स के ट बो र ड चला ना किस से सी खा ?	నీకు స కే ట బో ర డ నే ర పి ంచి ంద ె వ రు ?	0.6507
तुम कै सी हो ? यहाँ कया कर रही हो ?	ఎలా ఉననా వు ? ఇకకడ ే ం చేసతుననా వు ?	0.5655
- मुझे लगा तुम मुझे छोड कर च ले गए !	- నువవు ననను వది లే సా వ ను కుననాను !	0.5470
- मुझे कुछ दिखा ओ .	- ఏద ననా చూ పి ంచు .	0.5239
चलो , चल कर क ें ड ो को ढूँढ ते हैं .	అ రే , వెళళ ి కె ండ ో ను వె తు కు దాం పద .	0.6197
क ें ड ो . हमें नी ले कर ि सट ल चाहिए .	కె ండ ో . మాకు నీ ల ం స ఫ టి కలు కావాలి .	0.6207
कयोंकि तुम पक का ग ड ब ड कर दो गे .	ఎందుకంటే నువవు చె డ గొ డ తా వు కను క .	0.5371
मुझे पता है कि यह अस ली नहीं है .	ఇది వా సత వం కా దని నాకు తెలుసు .	0.5987
मतलब , पर दू ष ण इस ह द तक बढ गया था	అంటే , క ాలు ష యం ఎంత పె రిగి ంద ంటే	0.5208
सम ंदर में तै र ता , एक डा य ना सो र .	డె నో సా ర , స ము ద రం లో ఈ త కొ డు తుంది .	0.6432
मैं आपके ठ ि का ने पर गई थी , पा पा .	నీ టె ంట కు కూడా వెళళ ా ను , నానన .	0.5901
देखो , सी ध े मु द दे पर आ ता हूँ .	చూడు , సూ టి గా విష యా నికి వ సతాను .	0.6344
न जा रा अचछा है ?	మంచి ద ృ శ యం కదా ?	0.5344
प ॉ लि सी को बचा ना न या वि ज ञ ा न है .	కొతత సె నస ప ాల సీ కా పా డ టా ని కే .	0.4973
कयोंकि वह . . .	అంటే , అతను . . .	0.5812
तुम ठीक तो हो ?	నీ కే ం కాల ేదు గా ?	0.4184
मैं पे ट से हूँ !	నేను గర భ వ తి ని !	0.5026
कभी - कभी ल ह जे की बात सोच ता हूँ .	కొనని సా రలు యా స లు ఆలోచి సతాను .	0.5318
नहीं , मैं . . .	లేదు , నేను . . .	0.5590
- तुम उससे मिले ?	- తన ను కలి సా వా ?	0.5360
घर पर सवा ग त है .	ఇంటి కి స వా గ తం .	0.4985
- अरे , डॉ . ना ई !	- ఓహ , డా క టర నా య !	0.5539
कया देख रही हो ?	ఏం చూ సతుననా వు ?	0.5300
तुम नहीं आओ गे ?	నువవు రా వ ట లేదా ?	0.4884
पलीज , ज रा दर वा जा बंद कर दो गे ?	ప లీ జ నా కోసం త లు పు మూ సతా వా ?	0.6239
- तुमने मेरी ता कत को मो ड दिया .	- నా శ క తు లకు ల ొ ంగ లేదు నువవు .	0.6105
तुमहारा अ ग ला क द म बहुत अ हम है .	నీ తరు వా తి అ డు గు అ తి కీ ల కం .	0.5796
कोई बात नहीं . ली जिए , मैं . . .	పర వాల ేదు . నేను ఇ కకడికి . . .	0.6023
उसे भ ूल जाओ , वह अस ली नहीं है .	తను నిజ ం కాదు , ప టటి ంచుకో కు .	0.5864
तुम टे ली ग ति क सि पा ही जैसे हो !	టె లీ కె న టి క యో ధ ు డి లా ఉననా వు !	0.5899
जरूर , गरे ग गो .	అలాగే , గ రె గ గో .	0.5266
यही तो बात है .	అంటే అదే కదా .	0.4136
मुझे किस करो .	ము దదు పె టటు కో .	0.4266
हाँ , और सो डा .	హా , సో డా కూడా .	0.4391
कभी आपके इ ला के के मु ता बि क ,	కొనని సా రలు నువవు నన పరా ంతా నని	0.5392
के व ल ये स वे चछ ा कर मी अस ली हैं .	ఈ వాల ంట ీ రలు మా తర మే వా సత వం .	0.6406
मुझे नहीं पता .	నాకు తెలియదు .	0.4335
- नहीं जा सकते .	- మనం వెళళ లే ం .	0.5063
- नहीं , हमें वापस लौ ट ना होगा .	- లేదు , మనం తిరిగి వెళళ ాలి .	0.4798
" नहीं , मेरी च ो ट िया ँ , पा पा .	" లేదు , నా జ డ లు నా ననా అ ననా ను .	0.5541
हमने द स के ब जा य आ ठ लिए थे .	మనం 1 0 కి బ దు లు 8 తీసు కుననా ం .	0.5486
- नी ला नहीं है .	- నీ ల ాలు లే వు .	0.5430
किस के पास है ?	ఎవ రి దగ గ రు ంది ?	0.4727
वहाँ नीचे ! आदमी नीचे भे जो !	అకకడ ! మీ వాళళ ను పం పు ! పద ండి !	0.5518
सब ग ड ब ड है ! और बहुत अचछा है .	ఇ ద ంతా తి క మ క ! పె గా బా వు ంది .	0.5610
- पलीज डॉ . वि ट ल को खो ल दो .	- డా . వి ట లను డి స క నె క ట చె య యి .	0.5628
चु प र हो . अपना मु ँ ह बंद रख ो .	నో ర ము య యి . నో ర మూ సు కో అంతే .	0.6368
अचछा , कमी न ो . क ें ड ो कहाँ है ?	సరే మరి , న కి లీ మ ను ష ు లా రా .	0.6126
पलीज , तुम मेरे साथ चलो गे ?	ప లీ జ నా తో రా ? నువవు కావాలి .	0.5625
हम कुछ दि नों तक इस ख ू बस ू र ती का मजा ल ेंगे	మనం ఈ ఆ పి లను ఇం కొనని రోజు లు ఆ స వా ది ంచి	0.6252
इस ी व ज ह से ऐसा हुआ होगा .	ఇలా నే నువవు చేసు ండ ాల సింది .	0.5309
घ ब रा ओ मत . सब ठीक हो जाएगा .	దాని గురించి క ంగా రు పడ కు .	0.5078
अचछी बात है .	చాలా బా వు ంది .	0.3973
मैं घर इसलिए नहीं जा रहा	నేను ఇంటి కి వెళళ కపో వ టా నికి	0.4320
देखा , मैं बे घर नहीं हूँ .	చూడు , ఇ ల లు లే ని దానని కాదు .	0.5443
मजा क है कया ?	త మా ష ా కాదు గా ?	0.4509
हो ट ल प ले डी ज .	హ ో ట ల ప లే య డీ స .	0.6037
मेरा दि मा ग ठ ि का ने नहीं है ,	కొ ంచ ె ం పర ధ యా న ంగా ఉననా ను ,	0.5707
- इ ज बे ल , चलो . मुझे एक दो .	- ఇ జ బె ల , అ రే . నా కొ క టి ఇవ వు .	0.6942
और , मैं तुमहें खो रही हूँ .	నినను కో ల పో తుననాను నేను .	0.4999
दोनों को द स - द स ले ने हों गे .	మనం చె రో ప ది తీసు కో వాలి .	0.5630
इसे ना क के ज रि ए ले ना है .	మనం ము కకు లో కి ప ీ ల చు కో వాలి .	0.6073
हो ट ल प ले डी ज .	హ ో ట ల ప లే య డీ స .	0.6037
मैंने एक ग ै र जि म मे दा रा ना और	నేను చాలా బా ధయ తా ర హి త మెన ,	0.5789
बहुत बु रा हा ल हो गया था .	చాలా దా రు ణ ంగా మా రి పోయింది .	0.4613
हो ट ल प ले डी ज ?	హ ో ట ల ప లే య డీ స ?	0.6037
- गरे ग याद है ?	- గ రె గ గుర తా ?	0.5996
उनहें वह बहुत पसंद आए गा .	వాళల ంద రికీ బాగా న చచు తుంది .	0.4806
हमें लै ब में लौ ट ना होगा .	మనం ల యా బ కు తిరిగి వెళళ ాలి .	0.5268
हाथ ऊ पर कर के बाहर निकल आओ !	చే తు లు పె కె త తి బయట కు రా !	0.5120
अ द भ ु त है ! आप दोनों अचछ े लग रहे हैं .	చాలా బా వు ంది ! మీ రి దద రూ ము చచ ట గా ఉననా రు .	0.6136
अ ग ले प ल , सै ंड वि च ले ने के पैसे तक नहीं .	ఆ తరువాత కష ణం , మనం శా ండ వి చ కొ న లే ము .	0.6718
मैं एक स रा य में रु का हूँ .	అంటే , మో ట లలో ఉ ంటుననా ను .	0.5376
यह सब छोड ो , ए म मी , ठीक है ?	ఎ మ మీ , వది లే సె య యి సరేనా ?	0.5797
उनहोंने कई बार च ो ट खा ई .	నేను కూడా చాలా కష ట పడ డా ను .	0.5490
हमारे भा र ती य सा थी हा वी हो रहे हैं ,	మన భా ర తీ య సం సథ లు మన లని త ొ కక ే సతుననా యి ,	0.5578
ऐसा मान ले ते हैं कि मेरी व ज ह से ही	నా త పపు వల లే ఈ లో కం స ృ ష టి ంచ బ డి ంద ను కో .	0.6145
हमने आप का एक थ ॉ ट वि जु अ ला इ जर ख री दा था .	మీ ఆలో చ న ల ద ృ శ య ీ క రణ ి ని ఆ ర డ రు చే సా ం .	0.7050
" जान , तुमहारे दि मा ग को कुछ नहीं होगा ,	" బ ంగా రం , నీ మె ద డు ను పా డు చె యయ లేను ,	0.6321
- ब य ॉर न , इ ध र देखो , नहीं ! मैं शा ंत हूँ !	- బ యో ర న , ననను చూడు , శా ంత ంగా నే ఉననా !	0.6398
मु ख - मै थ ु न करते हैं और फिर पीछे उ ंग ली .	అది చ ీ క డం ఇంకా న డ డి లో వే లు పెటట డం .	0.6724
मुझे तुम पर बहुत ना ज है .	నాకు చాలా గర వ ంగా ఉంది .	0.5449
- मि सट र वि ट ल !	- వి ట ల గా రు !	0.5518
अचछा , ही रो ,	సరే , గు వా పో ,	0.4852
