Hindi	Telugu	Similarity_Score
ठीक है .	మంచిది .	0.4320
तुम एक न ं बर के डर पो क हो .	నువవు చాలా పి రికి వాడి వి .	0.4549
बि श प ,	బి ష ప ,	0.5136
यहाँ जब किसी से मिल ते हैं ,	ఇకకడ ఎవ రి నె నా కలి సిన పపుడు ,	0.5486
बच चे के डा य पर के लिए , लोगों के घर ों में घ ु स ने लगा .	తన బి డ డ కు డ యి పర లు కొ న డానికి ఇ ళళ లలో దొ ంగ త నం చేశా డు .	0.6552
ली ला ?	లీ లా ?	0.3325
चे ला गु रू बन जा ता है ?	వి ద యా రథ ి గు రు వయ యి ందా ?	0.5971
आ खि री पर ति यो गि ता अ ध ू री रह गई , इसलिए जज ों ने त य किया कि अं क देना	మనం ఇది వర క టి స వ ాలు పూర తి చేయ లేదు , అందు కని నయా య ని రణ ే త లు పా యి ంట లు	0.6914
यह ठीक कैसे है ? हम में से कुछ को पार करना प डा था .	అది నయా యం ఎలా అవు తుంది ? మ ాలో కొ ంత మంది అది దా టా ము .	0.5967
- शु भ काम ना एँ . - अचछा .	- శ ు భా శ ీ స సు లు . - సరే .	0.6619
यह कया ?	ఏంటి ది ?	0.3035
न ै ट ली ?	నా ట లీ ?	0.4623
न ै ट ली ?	నా ట లీ ?	0.4623
यह कया ?	ఏంటి ది ?	0.3035
हाँ , अपना फोन .	అవును , నా ఫోన .	0.4944
तुम मेरे साथ खेल रहे हो .	ననను గ ంద రగ ో ళ ప రు సతుననా వు .	0.4683
पि छ ली चु नौ ती में तुमने डॉ ज को तो ड ने की कोशिश की .	ఇది వర క టి స వ ాలు లో నువవు డా డ జ ను ద ె బబ తీ య ాలను కుననా వ .	0.6184
समय निकल ता जा रहा है .	గ డి యా రం పరి గె డు తుంది .	0.4881
रे ?	రే ?	0.6010
बा प रे .	అద భ ు తం .	0.4528
कया कर रहे हो ? यह कया ?	ఏం చేసతుననా రు ? ఏంటి ది ?	0.5049
मैंने अपनी माँ से कहा कि श हर के से वा पु र स कार के लिए , दो बा रा भर ती होना होगा .	న గర సే వా పు ర స కా రా నికి దర ఖ ా సతు చేయ డానికి తిరిగి స కూ లలో చే ర ాలని అమమ తో చెపపా ను .	0.6243
दा न मि र ची खा ना पर ति यो गि ता के लिए , मैं बस कुछ इ श ति हा र बा ँ ट रही थी .	నేను చి ల లీ కు క ఆ ఫ స వచ ఛ ంద సం సథ కోసం కొనని పర చా ర ప తర ాలు ప ంచు తుననాను .	0.6982
- आपको लगा वह से कस की बात कर रही थी . - अब पता है कि वह बात नहीं थी .	- తను సె కస గురించి మాటలా డే ద ను కుననా రు . - తను మాటలాడ లే దని తెలి సింది .	0.5976
बि ना जी त के और कोई चा रा नहीं , जैसे जी ने के बि ना कोई चा रा नहीं .	గె ల వ డానికి రె ండ ో చ ో ట ంట ూ లేదు , బర త క డానికి రె ండ ో చ ో ట ంట ూ లే న టటు .	0.5645
नहीं , मैं तो बस इसे तुमहें दे ने ला रही थी . वि शे ष डि लि व री है .	అయ యో , లేదు , నేను ఇ వి మీ కోసం తీసుకు వ సతుననాను . పర త యే క డె లి వర ీ .	0.6729
पि छ ले साल के जज दो लोगों की जान ले ने के जि म मे दार हैं .	గ త ఏ డా ది నయా య ని రణ ే తల మన స సా కష ి కి రెండు ముఖ ాలు ఉంటా యి .	0.6454
- अब मिल र उनहें सब बता रही है . - मिल र अचछ े से समझ ती है .	- ఇక మి లల ర రె చచి పో తుంది . - ఆమె కు త నే ం చే సతు ందో తెలుసు .	0.6574
- उसने बताया नहीं उसकी बह न भी है . - बु रा मत मान ना .	- తన కు ఒక సో ద రి ఉ ందని చెపప లేదు . - మన సు లో పె టటు కో కు .	0.6519
कया कह रहे हो ? डे वि स को स पर ल ॉ क का पै सा चाहिए था .	ఏం అ ంటుననా వు ? డే వి స కు స పర లా క దా చి న డబబు కావాలి .	0.6689
- हे भगवान . तुम ठीक तो हो ? - जू लिया , मेरी मदद करो .	- అయ యో , దేవుడా . బాగా నే ఉననా వా ? - జ ూ లీ , స హా యం చె య .	0.6681
इस साल के जज ों को पि छ ले साल वा लों का पता होगा .	ఈ ఏ డా ది ని ర వ హి ంచే వా రికి గ త వే స వి లో వారు తెలుసు .	0.5650
और आ ख िर में , या तो आप का बच चा जि ं दा होता है . . .	చి వర కు చూ సతే , ఉ ంటే పరా ణ ము నన పిలల లు ఉంటా రు . . .	0.7123
सभी को लगा मैं पा गल थी जो यहाँ त बाद ला ले लिया .	ఇకకడ కు బ ది లీ అయి వచచి న ందుకు నాకు పి చచ ను కుననా రు .	0.5817
अ जी ब बात है कि अस ली बच च ों ने मुझे नहीं थ का या .	నిజ ా నికి , అస లె న పిలల లు కాదు ననను వి సి గి ంచి ంది .	0.6159
कभी तुम लोग मुझे किसी के साथ घ ू म ने को कह ते थे .	మీరు ననను బయట కు వెళళ ి డే ట చేయ మ నన రోజు లు ననా యి .	0.6161
हाँ ! सट े शन में को र टे ज के साथ कै सा चल रहा है ?	అవును ! సట ే షన లో కో ర టె జ తో విష య ాలు ఎలా ఉననా యి ?	0.6802
खि ड किया ँ बंद कर दे ती , ता कि उसे रा सता न मिले .	పా రి పో కుండా , కి టి కీ లకు చె కక లు కొ టట ే సే దానని .	0.6033
सै रा और उसके दोसत ों को लगा कोई आ म पार टी है .	సా రా మి తరు లు పా ర టీ కి ి వెళ ు తుననా ర ను కుననా రు .	0.5969
मेरे लिए है . डे ना मे स न . मैं डॉ ज की बह न हूँ .	ఇది నా కోసం . డే నా మే స న . నేను డా డ జ చె ల లి ని .	0.6897
मुझे नहीं करना . पुलिस से प ं गा नहीं ले ना .	నేను ఆ డ ను . నా వె ను క పోలీ సు లు పడ ాలని లేదు .	0.5925
मुझे आ रा म से ह फ ते के 8 00 ड ॉल र मिल ते हैं .	వా రా నికి క నీ సం 8 0 0 డ ాల రలు సం పా ది సతుననాను .	0.6414
वा कई किसी को ए ज ें ट के बारे में नहीं पता ?	ఎవ రికీ బ యా గ మ యా న ఎవర ో తెలియ ద ంటే న మమ లేను .	0.5843
मैं खो द ने की बात नहीं कर रहा था , सा ले .	నేను త వ వడం గురించి మాటలాడ డం లేదు , వె ధ వ .	0.6080
हम व ैसे भी कहीं और जा कर बस ना चाहते थे .	అంటే , మేము ఎలా గ ూ చ ో టు మార దాం అను కుననా ం .	0.5985
जब तक वय क ति ग त चु नौ त िया ँ शुरू हुई ं . . .	వయకతి గ త స వాళళు ఎ దు ర కు నే సమ యా నికి . . .	0.7136
मैंने डॉ ट में चि क ना ई वाली जगह सा फ की ,	డా ట నా చే త చ ము రు పె పు శ ు భ రం చే యి ంచా డు ,	0.6392
- पै निक नहीं खे लो गे ? - मजा क कर रहा हूँ ?	- ఇక పా ని క ఆ డ వా ? - హా సయ మా డు తు నన టటు ఉ ందా ?	0.6830
पू रे खे त में उसने पै सा छ ु पा कर र खा था .	అతను ఆ పొ ల ం అంత టా డబబు ప ూ డ చి పెటట ా డు .	0.6654
पुलिस को पता चल ने से पहले एक बात थी .	పో లి సు లకు తెలియ క ముందు ఒక లా ఉండే ది .	0.5914
मैं तुमहें निका ल ती हूँ . एक से क ंड दो .	నేను నినను బయట కు తీ సతాను . ఒకక కష ణం .	0.5751
एक बार मैंने पूछ ा कि वह ब डा - छो टा कयों होता था , तो उनहोंने कहा नि र मा ण .	ఒక సారి , అద ె ందుకు పెదద గా ఇంకా చినన గా మా రు తు ందని అ డి గే , ఆమె ని ర మా ణం అ ంది .	0.6257
स पर ल ॉ क खे त में मि ली - कि श ो र की ला श	స పర లా క ఫ ా మ లో - చ ొ ర బ డి న యు వ కు ని శ వం	0.7026
उस तरह द स गु ना भ ि ड ना कौन चाहता है ?	అలా ంటి ప ది రె ట ల పని ఎవరు చేసతా రు ?	0.6007
हाँ , अगर पि छ ले साल के जज ों को लगा कि किसी अ जन बी को चु ना जा सकता है .	ఖ చచితంగా , గ త ఏ డా ది నయా య ని రణ ే త లు ఒక అ పరి చి తు డి ని ఎ ంచుకో వాల ను కు ంటే .	0.6523
उसका नाम क न सट र क शन म ून वर क रख ूँगा .	క న సట ర కష న మూ న వర క అని పేరు పె డ తా .	0.6584
उसने कभी उनके बारे में बताया . . .	వాళళ గురించి ఏ మెనా చెపపి ందా . . .	0.5583
- आपके पास वे चि ट ठ िया ँ हैं ? - नहीं .	- మీ దగగర ఆ చ ీ టీ లు ఉననా యా ? - లే వు .	0.6958
परा थ मि क ता डा क मे स न , डी . को भे ज ें	ముఖ య మెన ఉ తత రం బ ట వా డా : మే స న . డీ .	0.6894
पा ँच से क ंड में नि शा ना लगा ऊँ गा .	ఐ దు సె క న లు నేను గురి పెటట ే ందుకు .	0.6027
- हे भगवान . - यह तो कुछ भी नहीं .	- అయ యో , దేవుడా . - ఇది ఇంకా న యం .	0.6385
वहाँ त ह खा ने में गा र टर सा ँ प थे और अ टा री में ब लै क - र ै ट सा ँ प .	నే ల మా ళ ి గ లో తో ట పా ము లు ఇంకా అ ట క లో న లల ఎ లు క పా ము ల తో పె రి గా డు .	0.7141
हाँ , हे दर सिर फ मेरी दोसत है .	సరే , హే థ ర స నే హి తు ర ాలు మా తర మే .	0.5882
इ तनी रात को मिल ने का शुकरिया .	ఇంత రాతరి వచచా వు , ధనయవాదాలు .	0.5046
यहाँ आ ने से पहले , सा त साल ों तक डै स ल में , ए स वी यू में थी .	నేను ఇకకడ కు రా క ముందు , డ ల లా స లో ఎ స వీ యూ లో ఏ డే ళళు పని చేశా ను .	0.6907
सा ँ प ों से कि तना डर लगता था .	భ య మో అంద రికీ చె ప త ూ ఉండే వాడు .	0.5559
सच में ? ऐ सी लग ती तो नहीं हो .	నిజంగా నా ? నువ వ లా కనిపి ంచ వు .	0.5333
कुछ साल पहले की बात याद है ?	కొ న నే ళళ కరి తం నీకు గుర తు ందా ?	0.5615
पर बात यह है कि मेरी जिंदगी में दूस री कोई कमी नहीं थी .	కానీ విషయం ఏ ంట ంటే , నేను దే ని కీ ఒక చెతత అ ం కె ద ూ రం లో లేను .	0.5892
उसने जरूर कुछ सुन लिया होगा .	గో డ లు శ బ ద ాలను ని వారి ంచ లే వు .	0.5229
अचछा , तो अब किस तरफ जाना है ?	సరే , అయితే , ఇపపుడు ఎ టు వె పు ?	0.5797
सि गरे ट जि मी को न फ रत थी . कहा करता था कि जान च ली जाए गी .	జి మ మీ కి నేను తా గి తే న చచ దు . ననను అ వి చం పే సతా య ని అ నే వాడు .	0.6014
कभी उसने ले ग सी रो डि यो सी री ज में राज य का रि कार ड तो डा था ,	తను లె గ సీ రో డి యో సి రీ స లో రా ష టర రి కార డు బ దద లు కొ టట ా డు ,	0.6333
जब को र टे ज ह वाला त में डा ले , तो मेरे पास रो ते हुए मत आ ना .	నినను కో ర టె జ జె లలో పె డి తే , బె యి ల కోసం నా దగగర కు రా కు .	0.6745
जी तने में तुमहारी मदद कर ूँगी , इ नाम आ धा - आ धा बा ँ ट ेंगे .	నీకు గె ల వడం లో సా యం చే సతాను , బహు మ తి సమా న ంగా ప ంచు కు ందా ం .	0.6481
नौ दिन हो चु के हैं . जज लोगों से कोई ख बर नहीं मि ली ?	9 రోజు ల య యి ంది , డి గ గి నస . నయా య ని రణ ే త లు ఏ మెనా తెలి పా రా ?	0.6185
मैं पह रे दा री कर ूँगा और तुम 3 , 00 0 एक ड तक खो द ते रह ना .	నేను కా ప లా ఉంటా ను , నువవు 3 , 0 0 0 ఎ కర ాలు త వ వు సరేనా ?	0.6981
प ौ धा घर पास होना चाहिए , वर ना हम प श चि म की ओ र आ गए हैं .	గం జా యి గ ృ హ ం త వర గా కనిపి ంచాలి లేదా ప శ చి మ ం వచచి న టటు .	0.6264
उनहोंने मुझे वह सब देख ना सि खा या जो बा की नहीं देख ते .	నాకు ఇ తరు లు గ మని ంచ ని విష య ాలు గ మని ంచడం నే ర పి ంచా రు .	0.6064
वह उनकी क ें चु ल इ क ट ठा करता	అతను వాటి చ ర మ ం సే కరి ంచి ,	0.5910
ती स ह जार य ूँ गा य ब हो गए .	3 0 వే లు పోయా యి , ఒ టటి గా నే .	0.5267
ऐ बी क ला र क के साथ कया हुआ ?	ఆ బీ క లా ర కకు ఏం జరిగి ంది ?	0.6118
चाह ने वा लों में हो ऊँ गी .	నేను నీ గర ూ ప ీ అవు తాను .	0.5395
वह घ ंट ों वहाँ प डी रही .	తను అకకడ గ ంట ల పా టు ఉంది .	0.5630
अ ग ली पर ति यो गि ता तक पहु ँच ने के लिए 1 5 0 चाहिए ,	తరు వా తి స వ ాలు కు వెళళ ాల ంటే 1 5 0 పా యి ంట లు ఉండ ాలి ,	0.6658
कया , मुझ पर भ रो सा नहीं ?	ఏంటి , నా పె న మమ కం లేదా ?	0.5771
पहले साल से ही , वह हर किसी को बता ता था कि उसे	స కూ లలో మొద టి ఏ డా ది ను ండ ే , పా ము ల ంటే తన కు ఎంత	0.6112
हमारे का रो बा री को जे ल की ह वा खा नी पड सकती है .	మన బ డా వ యా పా ర వే తత జె లు ను పరి శ ీ లి సతు ండ ే వాడు .	0.6089
इसलिए मैं कभी जि मी के बारे में बात नहीं करता .	అందు కని నేను ఎపపుడూ జి మ మీ గురించి మాటలాడ ను .	0.5728
कहा कि मुझे कू द ते भी नहीं देख पा ए गी . झ ू ठ कहा .	నేను ద ూ కు తు ంటే చూడ లే నని ంది . అబ దధ ం చెపపి ంది .	0.6290
- अरे , बा प रे . - हे भगवान . ला यन स , यह कया , यार ?	- అయ యో , దేవుడా . - అయ యో , దేవుడా . ల య నస ఏంటి ది ?	0.6802
एक बि लि यन ड ॉल र से एक अं क का फा सला रह गया .	వ ంద కో ట లకు నేను ఒక చెతత అ ం కె ద ూ రం లో ఉననా ను .	0.6606
उसने क सम खा ई कि चु नौ ति यों में खत रा नहीं था .	స వాళళు పర మా ద కర మెన వి కా దని పర మా ణం చేసి ంది .	0.6174
हमें कल की चु नौ ती के बारे में नहीं सोच ना चाहिए . अस ली पै सा ढूँढ ो .	మనం రే ప టి స వ ాలు గురించి మర చి పో వాలి . అస లె న దా నికి పర యత ని ంచాలి .	0.6372
तुम मुझे बता सकते हो .	నువవు నాకు చెపప వచచు .	0.5061
मजा क कर रहे हो ? यार .	నా తో హా సయ మా డు తుననా రా ?	0.4916
इस चु नौ ती के 5 0 अं क हैं , सब - या - कुछ नहीं .	ఈ స వ ాలు కు 5 0 పా యి ంట లు , మొ తత ం లేదా ఏం లేదు .	0.6837
जी तने के लिए किसी को तो ड ने की जरूरत नहीं .	నేను గె ల వ డానికి ద ె బబ తీ య కక ర లేదు , బ ంగా రం .	0.5833
- धत ते री . - ए . रुको .	- అబ బా ఛ . - హే . ఆ గా గు .	0.7118
यह बो झ लेकर चल ना उ तना आ सान नहीं होगा .	వాళళు అలా ంటి భా రా నని మో య టం సు లు వు కాదు .	0.5543
" साल ों पहले ल डी ज ंग ों से ख जाने ब टो र ने	" ఏ ళళ కరి తం యు దధ ాల భ విష యత ని ధ ు లు పొ ంద ాలి	0.6501
यह तो सबसे ह ट कर है ,	అంటే , అది పరా కా ష ఠ .	0.5590
हाँ , हे दर के यहाँ .	అవును , హే థ ర దగగర కు .	0.4954
अचछा , चलो करते हैं .	సరే , పద ండి చే దదాం .	0.5293
साल ों तक , मुझे लगा कोई अ ंत रि कष या तरी	ఎ నన ో ఏ ళళు , చ ండ రు డి లో ఎవర ో వ యో మ గా మి	0.6290
उनहें नहीं पता था . कि सम त ख रा ब निक ली .	వాళళ కు తెలియదు . అది దు ర ద ృ ష టం అంతే .	0.6374
नहीं पूछ ा कि ला मा का ट ते हैं कि नहीं .	లా మ ాలు కొ ర కు తా యా అని కూడా అ డ గ లేదు .	0.5861
तुमहें भ ू ख ल गी है ?	నీకు ఆ కలి గా ఉ ందా ?	0.5802
जैसा मैंने पि छ ले साल शे रि फ को बताया ,	నేను గ త ఏ డా ది ష ె రీ ఫ కు చెపపి న టటు గా ,	0.6264
तुमहारा फोन . देख ूँ ज रा अगर मुझे . . .	నీ ఫోన . ననను చూడ నీ ఒక వే ళ నాకు . . .	0.6763
बी मा कं प नी ने दि वा लिया प न का आ वे द न दे ने को कहा और . . .	బీ మా సం సథ ది వ ాలా తీ సిన టటు ఫ ె ల చేయ మని ంది , ఇంకా . . .	0.6730
र च ना त म क पर य वे कष क र वी न दर श ं कर शु कल	కరి యే టి వ సూ పర వె జర : రా జ ే శ వర రా వు వల వల	0.6515
चार ों में से एक को पक ड ना है , बा की खुद मिल जाएँ गे .	ఆ న లు గు రు పిలల లలో ఒక రి ని ప టటు కు ంటే అంద రూ దొ రు కు తా రు .	0.6470
देख ना पडे गा . बे स पर जो होगा , वह कि तना ह सी न होगा ?	బా స వా యి ంచే వాడు ఎంత ఆ కర ష ణ ీ య ంగా ఉంటా డు ? అ నన దాని బటటి .	0.6229
चलो भी , वे रा इ जन .	సి గ న ల రా , వె రె జ న .	0.5375
पुलिस की नौ करी में का ग जी कार य वा ही जयादा होती है .	పోలీ సు ల పని అంటే ఎకకువ గా ప తర ాల ప నని నీకు చెపపు ండ రు .	0.5833
कोई अनु वाद करे गा ?	అను వాద ం చేసతా వా ?	0.4734
नहीं . हम तो बस बी च के हैं . ए ज ें ट ही सं पर क करता है ,	కాదు . మనం చేసతా మ ంత ే . బ యా గ మ యా న మన ను సం పర ది సతా డు ,	0.6967
ज ंग ल से घर अचछ े से न जर आ ना चाहिए ,	చె ట ల నుండి ఇ ల లు బాగా కనిపి ంచాలి ,	0.5792
उनहें क सर त की जरूरत होती है . तुमहें सि खा ना पडे गा .	వాటి కి చాలా సా ధన కావాలి . నేను నీకు నే ర పి సతాను .	0.5665
त भी झ ट का दे कर गा डी ने उसे कि ना रे पर ले जा कर प ट का .	వర ద లో కొ టటు కొ చచి న కా రు తన ను ఒ డ డు కు న ొ కక ే సింది .	0.6845
तुमहारी पक की दोसत है न ? उसकी मदद नहीं कर नी चाहिए ?	తను నీ పరా ణ స నే హి తు ర ాలు కా దా ? తన కు సా యం చేయ వా ?	0.5856
रात 1 0 : 00 ब जे .	రాతరి 1 0 గ ంట లకు .	0.5650
कि तना बे व कू फ है .	ఎంత పి చచి వె ధ వ .	0.5748
पता नहीं था कि यहाँ कोई घर है .	ఇకకడ వె ను క ఒక ఇ ల లు ఉ ందని తె లీ దు .	0.5474
मेरा माल सही है .	నా డ రగ స మంచి వి .	0.4711
यो ज ना याद रख ना .	ప లా న గుర తు ంచుకో .	0.5165
- घर म कई के खे त ों के द कष ि ण में पड ता है . - पक का द कष ि ण को जा रही हो ?	- ఇ ల లు కం కి చే ను కు ద కష ి ణ ా న ఉంది . - నువవు వెళ ు తు నన ది ద కష ి ణ మే నా ?	0.7257
मान ना पडे गा , पै निक जी तने के लिए लोगों ने कई अ जी ब हर कत ें की हैं ,	పా ని క గె ల వ డానికి జ నం చాలా వి చి తర మెన ప ను లు చేసతా రని చెపప ాలి ,	0.6380
वि लि य मस , तुम च र च जाओ और रे वर ें ड रे ड से बात करो .	వి లి య మ స , చ రచ కు వెళళ ి , రె వర ె ండ రె డ తో మాటలాడు .	0.7055
हमें पता है कि दो जज खेल की तै या री करते हैं .	జ త నయా య ని రణ ే తల చే త ఆ టలు ని ర వ హి ంచ బ డ తా య ని తెలుసు .	0.5588
कयोंकि हर जगह जा ल बि छे हुए हैं .	ఎందుకంటే అంత టా ఉ చచు లు ఉననా యి .	0.5512
यह कया ? छोड ो ! सा ला ! छोड ो . सा ला !	ఏంటి ది ? వ ద ల ండి ! ఛ ! వ ద ల ండి . ఛ !	0.5345
- हैलो . - लड कि यो .	- హాయ . - మ హి ళ లు .	0.6475
सच में ? कई ह फ त ों बाद हमें पह ला सु रा ग मि ला है ,	నిజంగా నా ? ఎ నన ో వా రాల కు మొద టి సూ చ న అ ంది ంది ,	0.6624
तो सै रा मिल र से कया पता चला ?	సా రా మి లల ర నుండి ఏం తెలి సింది ?	0.5196
मैंने कुछ - एक बार ही देखा था .	నేను కొనని సా రలు మా తర మే చూశా ను .	0.5507
वह कुछ अ जी ब सी पे श आ रही थी .	తను సా ధా రణ ంగా వయ వ హ రి ంచడం లేదు .	0.5937
स पर ल ॉ क का खे त .	ఇది స పర లా క ఫ ా మ .	0.6288
सा रे रा सत ों का पता होना चाहिए .	అ నని పర వే శ ాలను పరి శ ీ లి ంచాలి .	0.4940
तुमहें इस बात की जल न है कि मैं क मा ता हूँ !	నేను బాగా సం పా ది సతుననా నని , నీకు ఈ ర ష య గా ఉంది !	0.5886
कया पता ? शायद बद ले में तुम कुछ देना चा हो .	ఎవ రికి తెలుసు ? నువవు నా రు ణం తీ రచ ు కుంటా వే మో .	0.5947
जब मुझे उनकी जरूरत नहीं थी .	నాకు తో డు కా వాల ను కో న పపటి మాట .	0.5072
मैं उन 5 0 अं को ं से ना राज हूँ .	నాకు ఆ 5 0 పా యి ంట ల మీద కో పం .	0.6522
मेरे पास और कोई चा रा नहीं है .	నాకు మ రో మా రగ ం ఉనన టటు లేదు .	0.5793
तो , हमें घर के अंदर घ ु स ना है ?	అయితే , ఇంటి లో ప లకు వెళళ ాలా ?	0.6086
इस दु निया में कुछ बद ल ना है तो सही कि सम के दोसत जरू री हैं .	ఈ పర ప ంచ ంలో ఏద ెనా మా రచ ాల ంటే , మన కు స రె న మి తరు లు ఉండ ాలి .	0.6567
साम ने के दर वा जे पर न जर रख ूँगी . तुमने न क शे की त स वी र ें ली ं ?	నేను ముందు త లు పు చూ సతు ంటా ను . మ యా ప ఫో టో లు తీసు కుననా వా ?	0.6312
अगर स पर ल ॉ क ने पै सा कहीं छ ु पा कर र खा है . . .	స పర లా క నిజంగా డబబు ప ూ డ చి పె టటి ఉ ంటే . . .	0.7048
हाँ . चा ली स घ ं टे और ह थ क डि यों से ऐसा हो जा ता है , सा ले .	అవును . నువవు న ల భ ె గ ంట లు సం కె ళళ తో ఉ ంటే జ రి గే ది అదే , వె ధ వ .	0.6951
वह ऊ पर ी और नि चला मै दा न है .	అది పె న పొ ల ం ఇంకా కి ంద పొ ల ం .	0.5724
तो , कयों लिया ?	బ ది లీ ఎందుకు ?	0.4929
जो लड को ं ने निका ली ं जि न हें लगा कि उन से पयार था . अ के ली लड कि यों की ,	వాళళ ను పరే మి ంచా ర ను కు నన అబ బా యి లు లీ క చేసిన ఫో టో లు . . . ఒ ంట రి అమమా యి ల వి ,	0.6608
जैसा ऐ बी क ला र क के साथ हुआ .	ఆ బీ క లా ర క విషయం లో జరిగి న టట ే .	0.5894
पहले सा रे रे च क और बच च ों का पा उ डर और र ंग ों वाले कार ड .	వి రే చ న కా రి మ ందు లు , పిలల ల ప ౌ డ రు , పె యి ంట చి ప స కంటే మంచి వే .	0.6445
हमा रा घर 1 00 ग ज की दू री पर एक ढ े र बना हुआ पा या गया ,	మా ఇ ల లు దా దా పు 1 0 0 గ జ ాలు పు నా దు ల నుండి కు పప కూ లి పోయింది ,	0.6369
उनहें लगता है इन गर मि यों में , मैं घ ं टे पू रे कर रहा हूँ .	నేను ఈ వే స వి లో సే వా సమయం గ డు పు తుననా నని అను కు ంటుంది .	0.6294
अभी भी बात नहीं करना चाहती .	నా తో మ ౌ న పో రా టం చే సతుంది .	0.4494
कुछ चि ट ठ िया ँ , ध म किया ँ मि ली ,	బె ది రి ం పు ఉ తత ర ాలు వచ చే వి ,	0.5968
अगर हमें मिल कर खेल ना है , तो हमें यो ज ना तो बना नी पडे गी .	నువవు భా గ స వా మి వి అయితే , మనం ఒక పర ణ ా ళ ి క వే సు కో వాలి .	0.6468
इसलिए पू रा द म लगा कर खे लो .	అందు కని శ కతి మే ర క ృ షి చేయ ండి .	0.5731
आ धा खेल तो उन से बच ना है .	స గం ఆట వాళళ ను ని వారి ంచ డ మే .	0.6208
त स वी र ें थी ं .	అవ న నీ ఫో టో లే .	0.5034
सा त , छ ह . . .	ఏ డు , ఆ రు . . .	0.7056
पा इ प च ू रहा है और रि सा व से पा गल हुई जा रही हूँ .	పె పు లీ క అవు తుంది , కా రు తు నన నీ ళళు పి చ చె క కి సతుననా యి .	0.6230
- मुझे यह सब स जा कर रख ना है ? - हाँ , मै ड म .	- ఇవ న నీ సరి గా పెటట ాలా ? - అవును , మే డం .	0.6906
अगर हम अ लग हो कर खो ज ें तो जलदी होगा .	మనం వి డి పోయి వె తి కి తే త వర గా కను గొ న గల ం .	0.5168
