Hindi	Telugu	Similarity_Score
आप ने ही तो बु ला या उस को ल ल का रा उसके .	అది నువ వే . మీరు ఆమె ను స వ ాలు చేశా రు .	0.6173
दि मा ग में नहीं .	మీ మన సు లో లేదు .	0.5301
क ूल भ ू ष ण बार ?	కు ల భ ూ ష ణ బా ర ?	0.6069
- आपके सम र थ न के लिए धनयवाद . - मा या . . .	- మీ మ దద తు కు చాలా ధనయవాదాలు . - మా య . . .	0.6983
उसके सि ल की सि ल की से बा ल थे .	ఆమె సి ల కీ జు టటు కలి గి ఉంది .	0.5769
म ू रख .	వె ధ వ .	0.4574
वि भ ू ती .	వి భ ూ తి .	0.4717
माफ की जिए .	కషమి ంచండి .	0.3701
नहीं मा या जी नहीं .	లేదు , మా య , దయచేసి .	0.4009
कया ? आप ये . . . .	లేదు , దయచేసి . . .	0.6304
शुकरिया मा या जी .	ధనయవాదాలు , మా యా .	0.4000
सं त ु .	స ంత ూ .	0.3817
म ं जु .	మ ం జు .	0.3881
म ं जु .	మ ం జు .	0.3881
उस रात म ं जु ने दो लोगों की जान ले ली	ఆ రాతరి మ ం జు ఇ దద రు వయ క తు లను చం పి ంది .	0.5801
म ं जु .	మ ం జు .	0.3881
म ं जु के श री र को त या ग दे .	మ ం జు శ రీ రా నని వది లే య ండి .	0.6406
" अ व ला ं चि त हो "	" అవ లా ంచి త హ ో "	0.5615
प हूँ च ते है कहा नी की ज ड तक .	ఈ క థ మూ లా నని తెలుసు కు ందా ం .	0.6259
कि च कं डी इस के अंदर है तो	కి చ క ండి ఇంకా లో ప ల ఉ ంటే ,	0.5496
चि कु .	చి కు .	0.4700
सा ला सु पर ही रो मान ता है तुम को .	మీరు హ ీ రో అని అతను భా వి సతా డు .	0.5778
पर चि कु तो अचछा बे टा है ना .	కానీ చి కు నీకు మంచి కొ డు కు .	0.5713
श ों कू .	ష ో ం కు .	0.3981
ठीक .	సరే .	0.3239
" प ृ थ वी वि शु द ध , ते ज स वि शु द ध "	" ప ృ థ వీ వి శ ు దధ , తే జ స వి శ ు దధ "	0.7051
" आ का श आ दो ष , पर लो क आ दो ष . "	" ఆ కా ష ఆ డ ో ష , పర లో క ఆ డ ో ష . "	0.6328
" अ त त जा ति पे त प जा ति . "	" అ టట జా తి పే త ప జా తి . "	0.5729
" अ त त जा ति पे त प जा ति . "	" అ టట జా తి పే త ప జా తి . "	0.5729
" अ त त जा ति पे त प जा ति . "	" అ టట జా తి పే త ప జా తి . "	0.5729
" कु रु कु रु ओ म फ ट . "	" కు రు కు రు ఓ ం ఫ ట . "	0.4874
नहीं . . .	లేదు . . .	0.6498
म म मी जै सी दि ख ती थी .	ఆమె మమ మీ లా గా ఉంది .	0.4513
ह री !	హ రి !	0.4399
मै ड म . . .	మే డ మ . . .	0.8037
पता है कि तना कर जा है बि चा री के सर पे .	ఆమె కు ఎంత డబబు అ పపు ఉ ందో మీకు తెలుసా ?	0.5916
" जल पी प ली , कु रु क मु ं दि . . . "	" జ ల ప ీ ప లి , కు రు క ము ండి . . . "	0.7477
- और अ चा न क हमें ये भा व आ य ी - - - सा फ सा फ बो लो की इ रा दा कया है ?	- అ కస మా త తు గా , నాకు ఒక భా వ న వచచి ంది - - - ఇ ందు లో మీ కో ణం ఏమి టి ?	0.7288
अरे हम तो जग त परे मी है .	నేను పర ప ంచ పరే మి కు డి ని .	0.5823
कहाँ ?	ఎకకడ ?	0.3422
चि कु .	చి కు .	0.4700
चि कु .	చి కు .	0.4700
" ग ू ंग ग ू ग हि ंग गर ि ंग . . . "	" గ ూ ంగ గ ూ గ హి ంగ గ రి ంగ . . . "	0.5762
हाँ . . .	సరే . . .	0.7275
" आ ंग . . . "	" ఆ ంగ . . . "	0.7950
क न ु . क न ु . . .	కను . కను . . .	0.4853
ह री ! किसी काम के नहीं हो तुम .	హ రి , మీరు దే ని కీ మంచిది కాదు .	0.5488
फिर से कयों - -	ఎకకడ ఉననా వు - -	0.4917
चि कु बात सुनो हमारी .	చి కు , నా మాట వి న ండి .	0.4949
बा बा ! बा बा ने कया किया सर ?	మా నానన గా రు ఏం చే సా రు సా ర ?	0.5174
बु री आ त मा की न जर है मुझ पर .	నా వెన క కొ ంత దు ష ట శ కతి ఉంది .	0.6460
चि कु .	చి కు .	0.4700
हम अपनी इं सा नि य त को मर ने नहीं द ेंगे . हम मा या जी को सच बता ने वापस जा रहे है .	నేను నా మా న వ త వా నని చా వ ని వ వ ను . నేను మా య కు నిజ ం చెపప డానికి తిరిగి వెళ తుననాను .	0.6089
हा ं ह रा म खो र है हम .	అవును , నేను బా స * * *	0.4945
मा या , ऐसा होता है , ठीक है .	మా య , షి * * జరుగు తుంది , సరే .	0.5901
मै ड म . . .	మే డ మ . . .	0.8037
ति त लिया . . .	తి త లీ యా . . .	0.5474
गो ली मत चला ना सर बच ची को लग सकती है .	ష ూ ట చేయ వదదు . మీరు పిలల వాడి కి త గల చచు .	0.5804
बच ची ? कौन सी बच ची बे ?	పిలల వా డా ? ఏ పిలల వాడు ?	0.5116
भ ू . . .	ద ె . . .	0.8722
चि कु !	చి కు !	0.4700
अरे वि न ो द ल ता .	వి నో ద , ల త . . .	0.5585
बा बा ये हो कया रहा है ?	ఏమి జరుగు తోంది , నా ననా ?	0.4922
चि कु !	చి కు !	0.4700
सच है भा ई सच है .	ఇది నిజ ం , సో ద రా .	0.5234
अपनी आ ं खो से देख कर आ रहे है .	నేను దాని ని నా క ళ ల తో చూశా ను .	0.5814
झ ू ठ पर झ ू ठ .	మర ొ క అబ దధ ం .	0.6036
नहीं मेरे ला ल .	లేదు నా బి డ డా ,	0.5137
चि कु .	చి కు .	0.4700
चि ल ला ओ मत .	నో రు ము య యి .	0.5271
नहीं . . .	లేదు . . .	0.6498
चि कु बा बा की वि ध ी फिर से करो .	త ండ రి కర మ కు పు న రా వ ృ తం చేయ ండి .	0.6126
ना री शक ति .	సత రీ శ కతి .	0.4308
" कर ंग कर ि ंग कर ु ंग अ त जा ग रा अ त भा जा ग रा "	" క రా ంగ కరి ంగ క రు ంగ అ తా జా గర ఆ త భా జా గర "	0.5904
ति त लिया .	తి త లి యా .	0.3592
ति त लिया .	తి త లి యా .	0.3592
ति त लिया .	తి త లి యా .	0.3592
चि कु !	చి కు !	0.4700
- चि . . . - र ों जी .	- చి . . . - రో ం జీ .	0.7012
कि चु ह ट . . .	కి చచు వెళళ ు .	0.4795
चि कु !	చి కు !	0.4700
चि कु !	చి కు !	0.4700
" मु जा ति य ु ग च ति "	" ము జా తి యు గ చ టి "	0.6543
" ओ म लो म लो म "	" ఓ ం లో మ లో మ "	0.5273
" दे वे शे "	" దే వే సే "	0.6157
ति त लिया .	తి త లి యా .	0.3592
चि कु ग म छ ा .	చి కు , ట వల .	0.5453
व हा ं पे खि ड की है .	అకకడ కి టి కీ ఉంది .	0.4987
क न ु .	కను .	0.2617
मै ड म कि च कं डी .	మే డ మ కి చ క ండి .	0.6006
वि भ ू ती अभी कि च कं डी है .	వి భ ూ తి ఇపపుడు కి చ క ండి .	0.5899
बा बा कि च कं डी !	బా బా కి చ క ండి .	0.4511
भ ै या रुको .	ఆ గ ండి . . .	0.4231
भ ै या हमारी बात सुनो !	నా మాట వి న ండి సో ద రా .	0.4584
ति त लिया !	తి త లీ యా !	0.3640
अ म मा .	తల లి .	0.4050
मैं तुमहारे लिए वापस आ ऊँ गी .	నేను మీ కోసం తిరిగి వ సతాను .	0.4990
ति त ली .	తి త లీ .	0.4020
ति त ली .	తి త లీ .	0.4020
ति त ली .	తి త లీ .	0.4020
ति त लिया !	తి త లీ యా !	0.3640
- ति त लिया ! - ति त लिया !	- తి త లీ యా ! - తి త లీ యా !	0.4403
ति त लिया !	తి త లీ యా !	0.3640
ति त लिया !	తి త లీ యా !	0.3640
ति त लिया !	తి త లీ యా !	0.3640
ति त लिया !	తి త లీ యా !	0.3640
- ति त लिया ! - ति त लिया !	- తి త లీ యా ! - తి త లీ యా !	0.4403
ति त लिया !	తి త లీ యా !	0.3640
- ति त लिया ! - ति त लिया !	- తి త లీ యా ! - తి త లీ యా !	0.4403
अ म मा !	అమమా .	0.2227
अ म मा !	అమమా .	0.2227
अ म मा .	అమమా .	0.2537
ति त लिया !	తి త లీ యా !	0.3640
भ ूत पुलिस !	భ ూ త పోలీ స !	0.4656
♪ इ शक मेरा जान ले वा ♪	♪ నా పరే మ పర మా ద క రం ♪	0.6034
♪ इस मो ह ब ब त में तो मजा भी है स जा भी है ♪	♪ పరే మ ఆ న ంద ం మరి యు బా ధ తో ని ండి పోయింది . ♪	0.6118
भे ड िया मान व ?	తో డే లు మని షి	0.4469
मुझे वि श वास नहीं हो रहा . यो ग अ भ या स की व ज ह से आप का बु ढ ा पा तो न जर ही नहीं आ ता .	మీరు ఒకక రోజు కూడా పెదద వారు అయి న టలు నేను న మమ లే కపో తుననాను , యో గా కు ధనయవాదాలు	0.6151
और तुम लोगों के भ ो ले प न का फा य दा उ ठा ना इन से अचछा कोई नहीं जान सकता .	ఇంకా మీ అ మా య క త వా నని స ద వి ని యో గం చేసు కో వాల ని ఎవ రికి ఎలా తెలు సతుంది .	0.6403
बी च रात को घ ने ज ंग ल में किसी जान वर ने नि गल लिया . . .	ఏద ెనా క రూ ర జ ం తు వు ల ద వా రా మన పె దా డి జరిగి తే ఏ మ వు తుంది .	0.6592
- चु प र हो ह री मैं फोन के उ पर ह ू ं . - ये रि अ ल कि च कं डी है	- ష ట అ ప , హ రి . నేను ఫోన లో ఉననా ను . - మే డ మ నిజ మెన కి చ క ండి .	0.7306
अब कि च कं डी को खतम करने के बाद ही आपको श कल दिखा ए ं गे .	నేను కి చ క ండి ని వది లి ంచిన తర వాత నే నా ముఖ ం చూ పి సతాను .	0.6146
पू रे गा ं व के साम ने ब करी की मा ंग में सि ंद ू र भर वा या .	మొ తత ం గ రా మ ం ముందు అతను ననను ఒక మే క తో వి వా హ ం చేశా డు .	0.6728
माफ करना बा बा , मैंने वही किया जो मै ड म ने कहा था .	కషమి ంచండి బా బా , నేను మే డ మ చెపపి న ది మా తర మే చే సా ను .	0.5699
अ ग ले एक ह फ ते में मुझे इस सट े ट की से ल फा यन ल चाहिए .	నేను ఈ ఎ సట ే ట ను ఒక వా రం లో వి కర యి ంచ ాలను కుంటుననా ను .	0.6663
मै ड म कि च कं डी . आप कया कह रही है मुझे नहीं मा लू म .	మే డ మ కి చ క ండి , మీరు ఏమి చెబు తుననా రో నాకు తెలియదు .	0.6437
मैं ह री क ुम ा र . पू रे सि ला वर सट े ट का जन र ल मै ने जर .	నే నే హ రి కు మార . సి లా వర ఎ సట ే ట య ొ కక జ న ర ల మే నే జర .	0.7293
बा बा गु गल मै प है कया रा सता दिखा ओ रा सता दिखा ओ .	మన నానన మా రగ ం చూ పి ంచ డానికి గ ూ గు ల మ యా ప స కాదు .	0.5910
दो चार म हि ने में बाहर हो जाए ंग में माफ कर दो .	మేము రెండు నె లల లో వి డు ద ల అవు తా ము కషమి ంచండి .	0.5957
अरे ट ु च की ! इ तनी रात को य हा ं कया कर रही हो ?	స వీ టీ , నువవు ఈ సమయం లో ఇకకడ ఏమి చేసతుననా రు ?	0.6229
कोई च मत का री श बद को श नहीं मिल ने वाली तुम को .	కొనని మా యా ని ఘ ంటు వు మీద మీరు పొ ర పా టు పడ రు .	0.6159
हम के व ल ए सी ट ै क सी में स फर करते है बा लि के .	నేను A C టా క సీ లలో మా తర మే పర యా ణ ి సతాను , తల లీ ,	0.6575
♪ अरे ति त ली तुम किस दि शा में जा रहे हो ? ♪	♪ ఓహ సీ తా కో క చి లు క మీరు ఏ ది కకు కు వెళ తా రు ♪	0.6407
1 9 4 2 में मेरे दा दा जी ने ये जगह ख री दी थी .	మా తా త 1 9 4 2 లో ఈ సథ లా నని కొ ను గో లు చే సా రు ,	0.6739
- हा ं हा ं चलो . - इ ध र उ ध र मत देख साम ने देख .	- అవును . . . - చు టట ూ చూడ వదదు . ము ందుకు చూడు .	0.5758
ता ंत रि क अ सो श िए शन में शि का य त कर ू ं गा ते री .	తా ంత రిక సం ఘ ం దీ ని గురించి వి ని వు ంటా రు .	0.5945
कोई ऐसा है जो उस समय था जब बा बा आ ये थे ?	వీ రి లో ఎవర ెనా మా త ండ రి ఉనన పపుడు వు ననా రా ?	0.5887
सा ला इस मन ह ू स जगह आ ना ही नहीं चाहिए था .	నేను ఎపపుడూ ఈ హేయ మెన పర దే శా నికి రా కూడ దు .	0.5805
ध र म शा ला के पास हमारे चा य के बा गा न . . .	మాకు ధ ర మ శ ాల దగగర టీ ఎ సట ే టలు ఉననా యి . . .	0.6542
मेरा नाम च िर ों जी और हमारे भ ै या वि भ ू ती .	నే నే చి రం జీ , మరి యు నా సో ద రు డు వి భ ూ తి .	0.6351
मा लि क ने पहले ही चे ता व नी दिया था . . .	య జ మా ని అ పపటి కే మమ మ లని హె చచ రి ంచా రు . . .	0.6042
सो चा था आज रात ना गि न साथ में देख ेंगे .	మనం కలి సి నా గి నను చూ ద దా మని అను కుననాను .	0.5458
तो य हीं बात 2 5 साल पहले बोल दि ये हो ते	నువవు 2 5 సం వ త సర ాల కరి తం ఇలా చెపపి ఉ ంటే ,	0.6161
और ल ं च तक य हा ं से निका ल दि ये जाए ं गे .	మరి యు భ ో జ న సమ యా నికి ముందు త ొ ల గి ంచండి .	0.6743
- जलदी हमारे पैसे दे दो वर ना - - - वर ना ?	- త ొ ంద ర గా నా డబబు చె ల లి ంచండి - - లే ద ంటే ?	0.6269
- प ट टी थी बा बा जी . - प ट टी वाली देख ी थी .	- ఖ చచితంగా ఇది . - చా ర ల తో క పప బ డి ఉంది .	0.5527
सी ध े सी ध े क हो ना तुम फ ु स िया ग ये हो .	నువవు భ య పడు తుననా వ ని ఎందుకు ఒ పపు కో వు ?	0.5984
लेकिन जू म पर ऐसा वय क ति ग त स पर श कहा ं .	మీరు జ ూ మ లో వయకతి గ త స పర శ ని పొ ంద లే రు .	0.6832
तो तुमने अपने भा ई के साथ कया किया ?	మరి యు మీరు మీ సో ద రు డి తో ఏమి చే సా రు ?	0.5555
फिर ह री कि च कं डी बन के गा ं व वा लों को - -	అ పపుడు హ రి గ రా మ సతు లను భ య పెటట వచచు - -	0.6563
म ू ंग फ ली छोड ो भा व ना पे ध यान दो बे .	భా వ ో ద వే గ ాల పె ద ృ ష టి పెటట ండి , అవు నా ?	0.6400
चलो , चु डै ल व ु डै ल को बाहर फ ें क दो .	ర ండి , బి చ ఆ త మ ని బయట కు వి సి రే య ండి .	0.6651
बस हमा रा इस ते माल कि ये हो तुम . . .	ననను కే వల ం ఉ ప యో గి ంచు కుననా రు అంతే	0.6049
- अ बे हमें कया हो रहा है ? - वो . . .	- నాకు ఏమి జరుగు తోంది ? - నేను . . .	0.6736
- वापस करो . - आज पता कर ही ले ते है	- తిరిగి చ చె య . - మన ము తెలుసు కు ందా ం	0.6007
सट े शन का रा सता माल ुम है तुमहें ?	సట ే షన కు ఎలా వెళల ాలో మీకు తెలుసా ?	0.5975
तो हम दो भा ई आप दो बह नों की र कष ा के लिए य हीं अंदर सो जा ते है ?	అ పపుడు మి మమ లని ర కష ి ంచ డానికి మే మి దద రం కూడా ఇకకడ ే పడు కుంటా ము .	0.6408
और झ ू ठ े , म क कार , नि र ल ज , नी च , नि कम मे पा ख ं डी आ वा रा ठ र की . . . .	మరి యు అబ దధ ాల కో రు , త కకువ జీవి తం , ప నికి రా ని , మో స గా డు , వ కర బు దధ ి .	0.7354
हम भा ं डा फो ड ते नहीं जो ड ते है .	మేము కొతత పరా రం భ ాలను న మ ము తా ము .	0.6029
- जयादा समय नहीं लगा ना . - नहीं .	- ఎకకువ సమయం తీసు కో క ండి . - లేదు .	0.5768
कि च कं डी अब मा या जी के अंदर है .	కి చ క ండి ఇపపుడు మా య లో ప ల ఉంది .	0.6027
" पर ै म परि म पर ू म ड ू म ड ू म फ ट फ ट "	" పరా మ పరి మ పర మ డ ూ మ డ ూ మ ఫ ట ఫ ట "	0.6505
एक दूस रे के हाथ पक ड के जाना .	ఒక రి చే తి ని మర ొ క రు ప టటు కో ండి .	0.5775
मैं वा सत वि क सोच रही ह ू ं मा या .	నేను పరా క టి కల గా ఉననా ను , మా య .	0.5845
कोई बात नहीं जी कोई बात नहीं .	ఆ ందో ళ న చె ంద వల సిన అవ సరం లేదు .	0.4867
मै ड म जी वो अं ध े रा होने से पहले ना सब घर पहु ँच ना चाहते है .	చ ీ క టి పడ క ము ందే అంద రూ ఇ ళ లకు వెళళ ి పో వాల ని అనుకుంటుననా రు .	0.6770
उसने मुझे व श में कर लिया तो ?	ఆమె ననను స వా ధ ీ నం చేసు కు ంటే ?	0.5884
बा बा के वि ध ी अनु सा र ही होगा .	అది మన త ండ రి ప దధ తు ల పర కా రం .	0.5891
मेरी गु ड डी को बचा लो बा बा .	దయచేసి నా కూ తు రని కా పా డ ండి .	0.5210
उ लट बा बा ! बहुत अचछा वि कल प .	ఉ లల త బా బా ? చాలా ఉ తత మ ఎ ం పి క .	0.5565
है कौन हमा रा इस दु निया में .	ఈ పర ప ంచ ంలో నాకు ఎవర ూ లే రు .	0.5723
और ये काम पू रा करना ही हमारे लिए अस ली स वर ण प द क होगा .	మరి యు మా నిజ మెన బ ంగా రు ప త కం ఏ పని ని పూర తి చేసతా రు .	0.6479
फ टी हुई सा डी पह नी हुई थी .	ఆమె చ ీ ర మొ తత ం ర యా గ లో ఉంది .	0.4984
कष मा करना बा बा फिर से कल रात ध ो खा ध डी का काम किया .	మమ మ లని కషమి ంచు త ండ రీ . మేము ఒక రి ని మ ళ లీ మో సం చే సా ము .	0.5778
माफ करना , बु रा मत मान ना .	కషమి ంచండి , ప టటి ంచుకో క ండి .	0.4576
मेरे सट े ट में कि च कं डी है .	నా ఎ సట ే ట లో కి చ క ండి ఉంది .	0.6262
हा ं आपके बा बा ने ही तो 2 7 साल पहले उसे भ गा या था .	మీ నానన ఒ కకడ ే 2 7 సం వ త సర ాల కరి తం ఆమె ను వెళల గొ టట ా రు .	0.6380
- खेल रहे थे . - खेल रहे थे .	- ఆ డు తుననా రు - ఆ డు తుననా రు .	0.4561
य हा ं घ ा स पर क सर त करेंगे .	ఈ ప చచి క లో వ యా యా మ ం చేయ ండి .	0.6115
ये तो मा म ू ली कि च कं डी है .	మరి యు ఇది సా ధా రణ కి చ క ండి .	0.5982
मेरे सट े ट में कि च कं डी है .	నా ఎ సట ే ట లో కి చ క ండి ఉంది .	0.6262
- ह री . . . - सवा ग त है मै ड म .	- హ రి . . . - స వా గ తం , మే డ మ .	0.8015
ये आ त मा बहुत शक ति शा ली है .	ఈ ఆ త మ చాలా పర మా ద కర మెన ది .	0.5890
और तुम अपना चा य का जु न ून व हा ं भी पू रा कर सकती हो .	టీ ప ట ల మీ అ భి రు చి ని మీరు ఇ పపటి కీ అను సరి ంచ వచచు .	0.6553
प वि तर जल छ ि ड का व करो बा बा	ప వి తర జ లా నని చ ల లు కో ండి .	0.5743
दि मा ग की घ ं टी ब ज जाए गी .	మీ మన స సు చె ల రే గి పో తుంది .	0.5630
न मस ते . उ लट बा बा ए ंड स न स .	హ లో . ఉ లల త బా బా అ ండ స నస .	0.6741
" ग प प श ो धि त , प द म वि श ो धि त "	" గ బ ష ో ది త , పద మ విష ో ది త "	0.6027
सा रा गा ं व ज मा हो रहा है	గ రా మ ం మొ తత ం సమా వే శ మె ంది ,	0.4705
और तुम को देख के लगता नहीं है कि तुम ता ंत रि क हो .	మీరు తా ంత రి కు లు అని కూడా నాకు అనిపి ంచడం లేదు .	0.5862
बहुत ड रा मे बा ज होती है .	వారు నిజ మెన డ రా మా రా ణ ి .	0.5730
मेरी बह न ने ये बताया नहीं आपको हम दि वा लिया है .	నా సో ద రి మేము ది వ ాలా తీ సిన టలు మీకు చెపప లేదా ?	0.5844
और ल ॉ न ग आ इ लै ंड आ इस टी .	మరి యు లా ంగ ఐ లా ండ ఐ స - టీ .	0.6210
गि दद की न जर से स पो ला जयादा दे र बच नहीं सकता .	డే గ ఎంత ద ూ రం లో ఉనన పప టి కీ పా ము తపప ి ంచుకో లేదు .	0.6375
" कर म कर ि म कर ु ंग हा हा "	" క రా మ కరి మ క రు ంగ హా హా "	0.5512
और आपके कम रे में शु द धि कर ण म ं तर भी प ढ दिया है .	ఇంకా మీ గ ది లో శ ు దధ ీ క రణ మ ంత రం కూడా జ పి ంచా ను .	0.6989
तुम मा या को ड रा ने के लिए घर पर कयों नहीं हो ?	మీరు ఇంటి వ దద ఎందుకు లే రు మా య భ య పె డు తో ందా ?	0.6335
याद है ? जब हम छो टे थे	గుర తు ందా మన చినన పపుడు ,	0.5309
" जी व परे त म ू र ते . . . "	" జీ వ పర ె ట మర ట ే . . . "	0.7653
अ ग ला प न ना ये वाला . . .	ఇది . . . త దు పరి పే జీ .	0.6315
आ स था के साथ क द म बढ ा ओ .	కొ ంత న మమ కం పె టటు కో ండి .	0.6002
" अ त ह जा ग रह , अ त ह भा - - "	" అత తా జా గర , అత తా భా - - "	0.5646
तो छ ल क प ट करो गे तो पुलिस तो आए गी ना भ ै या ?	మీరు పర జ లను మో సం చేసి ఇంకా ఏమి ఆ శి సతుననా రు ?	0.6312
" जल शु द धि कु रू कु रू वा य ु शु द धि कु रू कु रू "	" జ ల శ ు దధ ి కు రు కు రు . వా యు శ ు దధ ి కు రు కు రు "	0.5571
एक क मि नी अ कल को दूस री क मि नी अ कल से पर ण ा म .	వ ంద నా లు ఒక రి మో స ప ూ రి త మన స సు నుండి మర ొ కరి కి .	0.6406
ध यान द ें बा बा जी . मेरी मै ड म ला ल ची नहीं है .	గుర తు ంచుకో ండి , బా బా , మా మే డం కి దు రా శ లేదు .	0.6315
आप पहले एक काम कर ें सक ॉ ट लै ंड के तीन बि ज ने स क ला स टि क ट बु क कर वा ये .	ముందు గా , స కా ట లా ండ కోసం మూ డు బి జి నె స క లా స టి కక ె టలు బు క చేయ ండి .	0.6949
ये क निका है मेरी बह न .	అది కని కా , నా సో ద రి .	0.5374
- रू को ह री . - जी मै ड म .	- ఆ గు , హ రి . - సరే మే డం .	0.7067
बा बा जी भा ष ण द ेंगे ना .	బా బా పర సం గం చేసతా రు .	0.5523
ये बा बा हमारी मदद करने के लिए ही आ ये है .	ఈ బా బ ాలు మన కు స హా యం చేయ డానికి ఇకకడ ఉననా రు .	0.5939
मेरा जैसा कोई बना ही नहीं सकता है ना जी ?	నా క ననా దానని ఎవర ూ బాగా చేయ లే రు . అవును కదా ?	0.5287
तुम अभी भी नहीं समझ ी .	మీరు దానని పొ ంద లే రు .	0.4825
मैं ध र म शा ला में ह ू ं .	నేను ధ ర మ శ ాల లో ఉననా ను .	0.5835
कोई व हा ं नहीं जाए ं गा .	ఎవర ూ అ కకడికి వెళల రు .	0.4769
शायद उसकी फ ु फी होगी .	బహు శా ఆమె అత త కా వచచు .	0.5128
♪ ना है रि हा य ी त ौ बा ♪	♪ ఇం కొ క మా రగ ం లేదు ♪	0.6223
♪ दिल नहीं जान ले गा ♪	♪ మీ హ ృ ద యం తెలియదు ♪	0.5384
घ ब रा ओ मत बा बा जी को बता ओ कया देखा तुमने ?	భ య పడ వదదు , మీరు చూ సిన దానని బా బా తో చెపప ండి .	0.5772
जब भी तुमहें फि ली ंग आ ती है द ौ रा पड ता है	మీరు ఆ అను భ ూ తి ని పొ ంది న పరతి సా రీ , ఆ ఫి ట స ,	0.6115
♪ खा म खा इ शक की ग ह रा ई में कयों ड ू बा ड ू बा ♪	♪ మి మమ లని మీరు కో ల పో క ండి పరే మ లో తు లలో ♪	0.6012
तुम मन लगा के करना .	ఏ కా గర త ను కో ల పో వదదు .	0.5285
सि ला वर के लोगों मु श कि ल की घ डी खतम हुई .	సి లా వర పర జ లా రా మీ ని రా శ రోజు లు ము గి శా యి .	0.6081
उ लट बा बा के बे टे है .	ఉ లల త బా బా కు మా రు లు .	0.6103
कया कर रहे हो भ ै या ?	మీరు ఏమి చేసతుననా రు ?	0.5171
उस पे भ ूत का सा या है .	ఆమె ఆ వ హి ంచ బ డి ఉంది .	0.5460
आप अ मे रि का को फिर से म हा न बना सकते हैं .	మీరు అ మె రి కా ను మ ళ లీ గొ పప ది గా చేయ వచచు .	0.6489
अ बे रू क . . . देखो फिर से द ौ रा पड गया .	ఆ గ ండి . . . చూడ ండి , ఇది మ ళ లీ జరుగు తోంది .	0.6755
पर उनकी दे हा ंत के बाद सब कुछ बद ल गया .	కానీ అతని మ రణ ం తరువాత అంతా మా రి పోయింది .	0.5564
जाने अन जाने में उनकी वि ध ी भ ंग हुई है .	ఇపపుడు అతని ఆ చా రా నికి అంత రా యం కలి గి ంది .	0.5881
ग ौ र से देखो इसे ये कि च कं डी का अ व शे ष है	దగగర గా చూడ ండి , అది కి చ క ండ ీ అవ శ ే ష ాలు ,	0.6278
" बा बा ह िया मी अ ग नि "	నినను పి లు వు , అ గ ని .	0.5639
पर दर शन का द बा व है .	ఇది పని తీ రు ఒ త తి డి .	0.5220
चलो ट रे न पक ड ते है .	రె లు ను ప టటు కు ందా ం .	0.5402
व हा ं छ ु प जाओ ति त ली .	అకకడ దా చ ండి తి త లీ .	0.5078
मैं वह बा बा ह ू ं जिस ने कई साल पहले अपनी मा रु ति बे च दी थी .	నేను మా రు తి కా రు ని చాలా సం వ త సర ాల కరి తం అమ మి న బా బా ను .	0.6717
इ ंड िया की बेह तरी न चा य व हा ं से आ ती थी .	దేశం లో అత యు తత మ టీ ని ఉ త ప త తి చేసి ంది .	0.6454
