Hindi	Telugu	Similarity_Score
पर शायद यह बेह तर होता कयोंकि घर पर इसे अनु शा स न नहीं सि खा या जा ता .	కానీ బహు శా అదే న య ంగా ఉండే దే మో , ఇ ంట లో వాడి కి కర మ శి కష ణ ఎలా గ ూ అ ల వ డ దు .	0.6284
तुमहें याद है जब वह और ए रि क . . .	తను , ఎ రిక చేసిన వి గుర తుననా యా . . .	0.6343
तुमहें कैसे यकीन है कि वह च ली गई ?	తను క చచితంగా వెళలి ంద నె లా తెలుసు ?	0.5743
हम दोनों कई मु सी ब त ों में साथ थे .	మేము అ నని ర కాల సమ సయ లలో ద ూ రే వాళల ం .	0.5845
मा रि यो ने दूस री चा बि या ँ तुमहें थ मा दी ं ? ग ले पर उन ट ै ट ू के बा व जू द ?	మా రి యో నీకు తా ళ ంచ ె వు లు ఇ చచా డా ? నీ మె డ పె ఆ ప చచ బ ొ టలు ఉననా కూడా నా ?	0.7276
घर बि का ऊ है कोई भी ख री द सकता है	ఇ ల లు అమమ బ డు ను అంద రూ స ంద ర శి ంచ వచచు	0.6211
कया आप खुद को खु शन सी ब मान ते हैं ?	మీరు అద ృ ష ట వం తు లు అనుకుంటుననా రా ?	0.5974
पलीज कोई बे व कू फी का काम मत करना .	దయచేసి ఎలా ంటి పి చచి ప ను లు చేయ కు .	0.5570
मैं अपने पो ते की बात कर रही हूँ .	నా మ ను మ డి గురించి మాటలాడు తుననా .	0.5510
उनहें अपने पास रख ते हैं , ल ु पी टा .	వాళ లను దగగర ఉ ంచు కుంటా ం , లు పి టా .	0.6060
अपने जैसे परे शान बच च ों से मिल कर मुझे अपना परिवार खुद बना ना प डा .	నా స ొ ంత కుటుం బం ఏ ర పా టు చేసు కుననా , ఇ తర పిలల లు నా లా చె డి పోయా రు .	0.6361
ठीक है . पुलिस वा लों ने कया कहा ?	సరే , సరే . పోలీ సు లు ఏ మ ంటుననా రు ?	0.5952
ओ क स परि ंग स में सवा ग त है , कमी ने .	ఓ క స పరి ంగ స కు స వా గ తం , ద రి ద రు డా .	0.6838
कयोंकि तुम लोग यह बक वास छोड कर अस ली मु द दे पर बात कर सकते हो .	ఎందుకంటే మీరు చెతత ంతా క టటి పె టటి , ఇ ద ంతా దే ని గురి ంచ ో చెపప వచచు .	0.5907
हमारी व ज ह से ही मा रि यो सा मु दा य ि क क ें दर को खु ला रख पा रहा है .	క మ యూ ని టీ సె ంట ర ను మా రి యో తె ర చి ఉ ంచే లా చేయ డానికి మన మే కా రణ ం .	0.6500
और दूस री चीज ें ख री द ती रह ती हो .	అది కూడా నీకు స తో మ త లే ని వ న నీ .	0.5825
ओ क स परि ंग स के दे वि यो और स ज जन ो ,	ఓ క స పరి ంగ స సో దర సో ద రీ మ ణ ు లా రా ,	0.6765
यह चीज हर मस ले का ह ल नहीं है .	ఈ చెతత . . . ఈ చెతత జ వా బు కాదు .	0.5719
और हम इसे बना ए रख ने के लिए क डी मे ह न त कर रहे हैं और हम . . .	ఇది కా పా డు కు నే ందుకు మనం చాలా కష ట పడు తుననా ం , ఇంకా మనం . . .	0.6307
ना श ते से पहले सो डा नहीं . . .	అ ల పా హా రం ముందు సో డా వదదు . . .	0.6667
वह यहाँ कभी खुश नहीं था . और प ट री श िया के मर ने के बाद . . .	అతని కకడ ఎపపుడూ సంతో ష ంగా లే డు . ఇంకా పె ట రీ షి యా చని పోయా క . . .	0.6795
आप से एक सवा ल पूछ ना चाहता हूँ .	నేను మి మమ లని ఓ పర శ న అ డా గ ాలి .	0.5934
उसे जाने दो . उसे छोड दो , यार !	తన ను వెళ లని వ వు . తన ను వది లె య !	0.5476
नहीं . मैं जिंदगी भर ओ क स परि ंग स में रह ती आई हूँ , याद है ?	లేదు . నా జీవి తం లో ఎకకువ గా ఓ క స పరి ంగ స లో నే బ తి కా , గుర తు ందా ?	0.6522
मैं सही औ जार लेकर आ ऊँ गा . इस जगह को पू रा दु रु सत कर द ूँगा .	స రె న పరి కర ాల తో మ ళ లీ వ సతాను . ఈ చ ో టు మొ తత ం బాగు చే సతాను .	0.7021
उसे परिवार का ध यान रख ना है .	ఆమె ఓ కుటుం బా నని చూ సు కో వాలి .	0.5575
तुमने उससे बात की ? फोन किया ?	తన తో మాటలా డా వా ? కాల చేశా వా ?	0.4890
याद रहे , भ ले ही बद ल ने की कि तनी बार ना काम कोशिश की हो ,	గుర తు చేసు కో , ఎ నని సా రలు మా రచ డానికి పర యత ని ంచి వి ఫ ల మ య యా క ,	0.6161
बे शक , म ुम किन है . धत , मैं तो इससे कम समय में कर सकता था .	క చచితంగా అది సా ధయ మే . నే న యి తే ఇంకా త కకువ సమయం లో చేసతా .	0.6448
हाँ , मुझे उसका मतलब पता है .	అవును , అదే ంట ో నాకు తెలుసు .	0.5150
सट ो र की घ ट िया वाली नहीं है .	ఆ దు కా ణ ంలో కొ నన చెతత కాదు .	0.5784
वह घ ट िया ब ू ढ ी मे क सि की और त ?	దాని అరథం ఆ మె క సి కో ఆ వి డ నా ?	0.6139
- अ मी र हूँ , जान . - माँ , नहीं .	- నేను ధ ని కు ర ాలి ని . - ఆ ప మ మా .	0.6117
कृ पया अपना सं देश छोड ें और हम आपको त ु र ंत फोन करेंगे .	దయచేసి మీ స ందే శం చెపప ండి , మి మమ లని త వర లో నే సం పర ది సతా ం .	0.6273
कृ पया अपना सं देश छोड ें और हम आपको त ु र ंत फोन करेंगे .	దయచేసి మీ స ందే శం చెపప ండి , మి మమ లని త వర లో నే సం పర ది సతా ం .	0.6273
कृ पया अपना सं देश छोड ें और हम आपको त ु र ंत फोन करेंगे .	దయచేసి మీ స ందే శం చెపప ండి , మి మమ లని త వర లో నే సం పర ది సతా ం .	0.6273
पर इस कस बे के लोग अपनी सं प त ति यों को इन गो रे कमी नों के	కానీ ఈ ప టట ణ ంలో ఉనన జ నా లు చాలా బాగా చేయ గ లు గు తుననా రు ,	0.6381
खुद को व ं चि त मत रख ो , ए रि क .	దా నికి ద ూ రం కా వదదు , ఎ రిక .	0.6136
तुम मेरी तरह कत ई नहीं हो .	నువవు నా లా ంటి వాడి వి కా వు .	0.4388
तो यह हमें दु निया की सै र कर ा ते हुए वापस ले आए गी .	మమ మ లని పర ప ంచ మ ంతా తి పప ి , తీసు కొ సతు ందని ఆ యన చెపపా డు .	0.6418
इसका कोई इ ला ज नहीं होता .	దా నికి చి కి త స అ నే దే లేదు .	0.4447
ल ु पी टा मेरी माँ जै सी हैं .	లు పి టా నాకు అమమ లా ంటి ది .	0.5712
न या पर बं धन , मेरी ब ला से .	కొతత మే నే జ మె ంట , త ొ కక లే .	0.6055
तो कि सम त आपको खो ज ले गी .	అద ృ ష టం అంత గా మీద వు తుంది .	0.5906
नहीं , वह ऐसा ही करती है .	లేదు , తను చేసే పని అదే .	0.5237
और आज सु बह , वह च ली गई ं .	ఈ ఉద యం , ఆమె పా రి పోయింది .	0.5741
वह मेरे लिए वापस आ एँ गी .	ఆమె నా కోసం తి రి గొ సతుంది .	0.5017
हमारे हा उस से द फा हो जा .	మా ఇంటి ను ంచి బయట కు పో .	0.5803
बस यही एक चीज है , जो मेरे पा पा ने मुझे दी थी .	ఇది గో ఇ కక డు నన ది మా నానన నాకు ఇ చచి న ఏ కె క వ సతు వు .	0.6061
- हैलो , हे ले न . - म ॉर नि ंग .	- హాయ , హె లె న . - శ ు భ ో ద యం .	0.7313
मुझे खुश ी है कि आपको यकीन हुआ , मि से ज ल ु पी टा .	సరే , నీకు అ ంగ ీ కా రం కా వడం సంతో ష ం , మి సె స లు పి టా .	0.6778
हो सकता है कि इस समय वह अ के ला रह ना चाहता हो ?	ఆ యన ఒ ంట రి గా ఉండ ాలని నిజంగా నే కో రు కుంటుననా డే మో ?	0.5418
पता नहीं , पर कभी - कभी यह उ तना गल त भी नहीं लगता .	ఏ మో , కానీ కొనని సా రలు అది బాగా నే అనిపి సతుంది .	0.5006
वह एक बी मा री की तरह था .	అది అ ంటు వ యా ధి లా ంటి ది .	0.4343
मैंने फै सला कर लिया है .	నా ని రణ యం తీ సే సు కుననా .	0.5683
ल ु पी टा जी , पलीज , उ ठ िए .	లు పి టా , దయచేసి , మే లు కో .	0.5639
हा उस ही हमेशा जी त ता है .	హ ౌ స ఎపపుడూ గె లు సతుంది .	0.5538
जी तने के लिए बे च दिया .	గె ల వడం కోసం అమ మే శా ను .	0.5943
या उसका जो भी बचा है .	లేదా అందు లో మి గి లి ంది .	0.4144
तो कया यो ज ना है , दा दी ?	బా మ మా , మరి ప థ కం ఏంటి ?	0.5763
ल ु पी टा जी , पलीज , उ ठ िए .	లు పి టా , ప లీ జ , మే లు కో .	0.6105
ख ू बस ू रत , बेह तरी न यो ला ं डा , अपना हाथ आगे करो .	అంద మెన , అ మూ ల య మెన య ొ లా ండా , నీ చే తు లు చా పు .	0.6712
यह कया कर रही हो , ड ो लो रे स ? उ ठ ो . आओ , चल ें .	ఏం చేసతుననా వు , డ ో ల ొ రె స ? పె కి లే . వెళ దాం పద .	0.6812
न शा मु कत होने का मतलब इ ला ज होना नहीं होता .	మ త తు మా నే య డం చి కి త స తీసు కో వడం లా ంటి ది కాదు .	0.5801
यह अचछा ख या ल नहीं है .	అది మంచి ఆలో చ న కాదు .	0.5367
के लब ? कया हो रहा है ?	కే లె బ ? ఏం జరుగు తోంది ?	0.5802
ल डा ई खतम हो चु की है .	పో రా టం ము గి సి పోయింది .	0.5243
जब तक हम सब साथ हैं ,	మనం కలి సి ఉనన ంత కాల ం ,	0.4722
अरे , देखो . इसे देखा ? मेरा न या उ त पा द ? हाँ .	అ రె , చూడు . చూశా వా ? నా కొతత పర ొ డ క ట ? ఇ దే .	0.6848
जि ं दा रह ने के लिए डर ग स बे चा . कुछ व कत बाद इस ते माल करने लगा .	బ త క డానికి ఆ ప ను లు చేశా . కొ ంత క ాలా నికి డ రగ స తీసు కో వడం మొద లె ంది .	0.6621
पलीज , डर म ब जा या जाए .	దద ద రి ల లే లా కొ టట ండి .	0.4813
मु फ त वा उ च र 1 00 ड ॉल र	ఉ చి త వ ో చ ర 1 0 0 డ ాల రలు	0.7013
अब खा ना प का ले ती हो ?	ఇపపుడు వ ండు తుననా వా ?	0.4990
कया ऐसा एक रात में कर पा ना म ुम किन भी है ?	ఇ ద ంతా ఒకక రాతరి లో చేయ డం అస లు సా ధయ మే నా ?	0.6145
दे वि यो और स ज जन ो , अगर आप शि दद त से चा हें	సో దర సో ద రీ మ ణ ు లా రా , మీరు ఎంత గా కో రు కు ంటే ,	0.6347
ए , मैंने इस और त को कर ि श मा करते देखा है !	హేయ , ఈ వి డ అద భ ు త ాలు చేయ డం నేను చూశా ను !	0.6615
- पैसे के लिए अपना घर छोड दो गे . - नहीं .	- డబబు కోసం నీ ఇంటి ని కా ద ను కో వడం . - లేదు .	0.6453
अब , ब डा इ नाम जी तने के लिए कौन तैयार है ?	ఇపపుడు , భా రీ గా గె ల వాల నే కో రిక ఎవ రి ది ?	0.6174
आ ख िर कार , हम इस जगह से जा रहे हैं . जैसा मैंने वा दा किया था .	ఎ టట కే లకు ఈ చ ో టు ను ంచి బయట పడు తుననా ం . నేను మా టి చచి న టలు గా .	0.6556
इ तने साल ों तक कै ं सर उसे खो ख ला करता रहा और वह बस देख ता रहा .	ఆమె ను క యా న సర తో ఏ ళ ల తర బ డి చూశా క ఆ రో గ యం పా డు చేసు కుననా డు .	0.6572
भ ले ही हम ब ू ढ े हो गए हों , पर अभी हमें बहुत जिंदगी जी नी है ,	మనం ము స లి వాళల ం కా వచచు , కానీ మన కు ఇంకా చాలా జీవి తం ఉంది ,	0.6360
दो स तो , हमा रा वि जे ता ! यहाँ आओ , म ॉ रि स !	వి జ ే త కు , అంద రూ ! గ టటి గా కొ టట ండి , మో రి స !	0.6451
पू रे 5 1 1 . 0 4 ड ॉल र .	5 1 1 డ ాల ర ల 4 సె ంట లు .	0.7075
मा रि यो को कया हुआ ?	మా రి యో సం గ తి ఏమి టి ?	0.4226
नहीं , मुझे पता है . नौ करी , है न ? आपको न ई नौ करी मि ली है .	లేదు , నాకు తెలుసు . ఉద యో గం , కదా ? నీకు కొతత ఉద యో గం వచచి ంది .	0.6515
मेरे पास बि ंग ो है !	నాకు బి ంగ ో వచచి ంది !	0.5070
एक शा म के लिए अपने दि मा ग को आ रा म दो .	ఒకక సా య ంత రం నీ ఆ బు ర ర కు వి శ రా ం తి ఇవ వు .	0.6560
के व ल हम ही ब चे हैं .	మి గి లి ఉనన ది మన మే .	0.5725
तुम यहाँ कया कर रहे हो ? नहीं , अंदर मत जाओ ! के लब ! नहीं !	అస లు ఇకకడ ే ం చేసతుననా వు ? వదదు , లో ప లకు వెళ లకు ! కే లె బ ! వదదు !	0.6401
- इ ध र ध यान दो ! - वह यहाँ जलदी पैसे क मा ने की फि रा क में है .	- ద ృ ష టి పె టటు ! - తను త వర గా ధన వం తు ర ాలు కా వాల ని వచచి ంది .	0.7223
मुझे भी तुमसे पयार है . द फा हो जाओ .	నువ వ ూ నా కి ష ట మే . ఇ కకడి ను ంచి వెళలి పో .	0.6060
- इसे मि ला लो . - ए !	- అది చూ సు కో . - హేయ !	0.6767
हे भगवान . ल ु पी टा , दे र हो गई है . चलो .	ఓ రి దేవుడా . లు పి టా , ఆ ల సయ మె ంది . పద .	0.7031
तो जो क होगी , होगा .	నీ తర హ ాలో చే దదాం .	0.3964
मि सट र बि ग स बि ंग ो आज रात आ इ ए - फिर से शान दार शु रु आ त	మి . బి గ స బి ంగ ో రాత రికి మా తో చే ర ండి - గొ పప పు న ః పరా రం భ ం	0.6548
मुझे पता है कि जब कमी ने म का न मा लि क ने कि रा या बढ ा या ,	నీ ద రి దర పు య జ మా ని అ దద ె పె ంచిన సం గ తి నాకు తెలుసు ,	0.6521
आप जानते हैं मुझे बि ंग ो पसंद नहीं .	బి ంగ ో నాకు సరి పడ దని నీకు తెలుసు .	0.5866
तुमहें कुछ चाहिए .	నీకు ఏదో కావాలి .	0.4390
हम ल ं बे व कत से जू झ रहे हैं , दा दी . तुमहें पता है .	మనం చాలా కాల ంగా ఇ బబ ందు లలో ఉననా ం , బా మ మా . నీకు తెలుసు .	0.6359
और तुमहारी व ज ह से	ఇంకా నీ కా రణ ంగా ,	0.4170
और तुम इस बात को अचछी तरह से जान ती हो कि कैसे . . .	నే నె ంత గా చేశా నో అంద రి కంటే నీకు బాగా తెలుసు . . .	0.5993
यार , ल ु पी टा ने इस पू रे इ ला के को सा फ - सु थ रा किया है ,	అబ బా , లు పి టా ఈ మొ తత ం పొ రుగు అంతా శ ు భ రం చేసి ంది ,	0.7010
मेरे पास ? मेरे पास ओ क स परि ंग स है .	మరి నే నో ? నాకు ఓ క స పరి ంగ స ఉంది .	0.6351
उस व फा दा री से कया हा सि ल हुआ ? कया ?	ఆ వి ధ ే యత నాకు ఏం ఇ చచి ంది ? ఏంటి ?	0.6076
तुम इ मा रत को ज ला कर खा क कर दे ते .	నువ వ యి తే భ వ నా నని త గు ల బె టట ే వాడి వి .	0.5940
मैं भी बि ना माँ - बा प के ब डा हुआ .	నే న ూ అమమా నానన లు లే కుండా పె రి గా ను .	0.5697
पर हमारे पास ओ क स परि ंग स है , है न ?	కానీ మన కు ఓ క స పరి ంగ స ఉంది , కదా ?	0.6592
मतलब हम ओ क स परि ंग स से जा रहे हैं ?	అంటే మనం ఓ క స పరి ంగ స వ దు లు తా మ నా ?	0.6461
इस कम रे के चार ों ओ र देख िए , आप का ख या ल रख ने वाले पड ो सि यों को देख िए .	ఈ గ ది అంతా ఓ సారి చూడు , నీ గురించి ప టటి ంచు కు నే నీ పొ రుగు వాళలు .	0.6365
उन हा ला त में मैं जो भी कर सकती थी , मैंने किया	ఆ పరి సథి తు లలో నే నే ం చేయ గల నో ఉ తత మ ంగా పర యత ని ంచా ను ,	0.5699
आपको और बाहर निकल ने की जरूरत है .	క చచితంగా నినను బయట కు తె సతుంది .	0.5696
यह किस की कार है और यहाँ कयों है ?	ఈ కా రు ఎవ రి ది , ఇకకడ ఎందుకు ంది ?	0.5642
मुझे लगा कि यह अचछा रहे गा , बस .	ఇది మంచి దని అను కుననాను , అంత వర కే .	0.5639
कया यहाँ छ ु पे हुए कै म रे ल गे हैं ?	ఇకకడ దా చి పె టటి న కె మె ర ాలు ననా యా ?	0.6411
मुझे नहीं चाहिए .	అది బాగు ంటుంది .	0.4772
इस जगह की बि ज ली के बिल का अं दा जा लगा सकती हो ?	ఈ చ ో టు కు అ యయ ే క రె ంటు బి ల లు ఎ ంతో నువవు ఊ హి ంచ గల వా ?	0.6168
