Hindi	Telugu	Similarity_Score
वह राज नी ति जग त से हैं . उनहोंने ये जिंदगी देख ी है .	తను రా జ కీ య కుటుం బా నికి చె ంది న ది . తను జీవి తా నని చూ సింది .	0.5986
- मैं ऐसा बिलकुल मह सू स नहीं करता ! - बिलकुल मह सू स करते हो !	- నే న లా అను కో వ ట లేదు ! అస స లు కాదు . - అ ఫ కో ర స , అలాగే అనుకుంటుననా వు !	0.6155
एक बै ट री ही तो है .	జ సట బ యా ట రీ అంతే .	0.5671
- तुमने गल ती की ! मैंने गल ती की ! - ऐसा मत क हो . . .	- నువవు నా శ నం చే సా వు ! నేను నా శ నం చే సా ను ! - అలా అన కు	0.6315
बस इतना कह दिया कि उसके हा र मो न का सं त ु ल न बि ग ड गया था .	ఏదో కె మి కల ఇం బయ ాల ె నస వ లల చని పోయి ందని చెపపా ర ంత ే .	0.6251
अपनी बह न की मौ त की सा जि श का किया खु ला सा	తన అ కక మ రణ ం గురించి కు త ంత రా నని బ హి రం గ పర చి ంది	0.5590
- एक बार चल के देख ली जिए . - नहीं , मैं फो टो श ू ट कर ा . . .	- మీ ర ొ కక సారి వచచి చూడ రా ? - లేదు , నేను ఫ ొ టో ష ూ ట మ ధయ లో ఉననా ను .	0.7040
किसी को इस बारे में नहीं पता , ख बर को पूरी तरह से द बा दिया गया था .	ఇది ఎవ రికీ తె లీ దు , వాళళు ఈ విష య ాల న నీ బయట కి రా కుండా దా చే సా రు .	0.6250
कया तुम , न ूत न याद व , ज ॉ न मै थ यू को अपने प ति के रू प में स वी कार करती हो ?	న ూ తన యా ద వ అ నే నీ వు , జా న మే థ యూ ని నీ చ టట పర భ ర త గా అ ంగ ీ కరి సతుననా వా ?	0.7364
सिर फ सत ता प कष उनहें गि रा सकता है .	కే వల ం రూ లి ంగ పా ర టీ యే వాళ లని అ ణ చ గల దు .	0.5983
सर , अस ल में उन को वहाँ बा डे के पास बि ठा या जाएगा .	సర , నిజ ా నికి వాళల ంతా అకకడ ఆ క ంచ ె ల దగగర కూ రచ ు ంటా రు .	0.6033
रा जी व : देखो भ ई , हर पिता चाहता है कि उसकी औ ला द तर क की करे .	చూడ ండి , పర తీ త ండ రీ తన కొ డు కు గొ పప వాడు కా వాల ని కో ర తా డు .	0.6452
मैं नहीं , मेरी न ूत न बु आ है दु ल ह न .	నేను కాదు . మా న ూ తన అత త పె ళళ ి కూ తు రు .	0.6177
तुम भी तो पह ली बार इससे मि ली थी . तुमहें याद है इस ने कया पह ना था ?	అదే నువ వ ూ త నని కలి సిన మొద టి సారి . నీకు గుర తు ందా త నే ం త ొ డు క కుననా డ ో ?	0.6367
ये लो . ये ड ो रा के लिए .	ఇది గో , ఇది డ ో రా కోసం .	0.5711
मुझे पता है इस के लिए बहुत ब डा है .	నాకు తెలుసు అది చాలా పెదద దని .	0.5425
देख िए , याद व जी का परिवार का हि स सा बन ने की बेहद खुश ी है मुझे .	మాకు యా ద వ గా రి కుటుం బ ంలో భా గం కా వడం చాలా ఆ న ంద ంగా ఉంది .	0.6422
" मेरे साथ ऐसा कयों कर रहा है ? बात करते हैं . तुमहारा अपना . . . न वा ब ? "	" ఇలా ఎందుకు చేసతుననా వు ? నా తో మాటలాడ వా . ఎ పపటి కీ నీ వా డె న , న వా బ ? "	0.6624
अ ल मा री में देखो .	బీ రు వాల ో చూడు .	0.5347
क माल की क व वाली है . आप लोगों ने स मा ं बा ँ ध दिया .	క వ వాల ీ అయితే అది రి పోయింది . మీ అంద రికీ థా ంక స .	0.6022
हम इस सोच के साथ उ ठ ते हैं कि भगवान ने आज हमारे लिए कया सोच र खा होगा .	అంద రూ న మ మే ది ఒకక ట ే ఆ దేవు డు ఏం రా సి పె టటి ఉ ంటే అదే జరుగు తు ందని .	0.6627
स मा चार वा चि का : मि सट र कर न मे ह रा , जि न होंने सु पर ी म को र ट से अप ी ल की है . . .	మి . కర న మె హ రా , ఎవరు ఈ విష య మె సు పర ీ ం కో ర టు లో పి టి షన వే సా రో . . .	0.7245
- नहीं ! नहीं ! नहीं ! - और मुझे बर दा श त करते रह ना होगा .	- కాదు ! కాదు . కాదు ! - నేను దానని భ రి సత ూ ఉండ ాలి .	0.5890
- कर कया रही हो ? - तुम लगा ता र फै जा से मिल ते रहे .	- ఏం చేసతుననా వు ? - నువ వి ం కా ఫ ె జా ని కలు సత ూ నే ఉననా వు కదా .	0.6436
नहीं , खुद पह न कर देख ूँगी .	వదదు , నే నే వే సు కుంటా ను .	0.4704
कत ई बर दा श त नहीं करेंगे .	దీ నని స హి ంచి ఊ రు కో ం .	0.5492
अगर मुझे कुछ हो जाए ,	నాకు క న క ఏద ెనా జరిగి తే ,	0.5076
सू ं घ ो और पि यो , घ ुम ा ओ , हाँ .	వా స న చూ సి తా గు , తి పపు , అది .	0.6416
कि अगर तुमहें पा लिया , अगर ये जि द गी पा ली , तो मैं खुश र हूँ गी .	నువవు నా తో ఉ ంటే , ఈ జీవి తం దొ రికి తే , సంతో ష ంగా ఉంటా నని .	0.6226
- मैं एक सि गरे ट पी ले ता हूँ . - हाँ . जी .	- ఈ లో గా నే నో ద మ ము కొ టటి వ సతాను . . - ఆ . అలాగే .	0.6890
तुम सच में बहुत अचछ े इं सान हो .	నువవు నిజంగా మంచి మని షి వి .	0.4823
आ ं टी , बस पा ँच मिन ट लग ेंगे .	ఆ ంట ీ , ఐ దు ని ము ష ాలు కూడా ప టట దు .	0.6235
वह अपना ल ंड मेरे चे ह रे पर घ ुम ा ता रहा , तो . . .	ఇం క , వాడు నా మొ ఖ ం పె వాడి వెన క బా గం పెటట ె వాడు .	0.6457
- अचछा ? अचछा . - व रु ण : सू ं घ ो और पि यो .	- అవు నా ? ఆ హా . - వా స న చూ సి తా గు .	0.6864
पता नहीं तुम कया क हे जा रही हो !	నా కే ం అ ర ధ ం కా వ ట లేదు నువవు మాటలా డే ది !	0.5423
जब इस की शादी होगी ?	తన కి పె ళ ల యి న పపు డా ?	0.4394
- तुम मुझसे पयार नहीं करते . - तुमने मेरी जिंदगी सं वा री !	- నువవు ననను పరే మి ంచ ట లేదు . - నా జీవి తా నని మె రు గ గా చేసతా వ ను కుననా !	0.5916
- तैयार हैं ? - इस तरफ देख ना है ना ?	- ఓ కే , రె డీ యా ? - ఆ , ఇలా ర ండి . అ దీ .	0.5985
याद व - क ुम ा र शादी ट ू ट ने के बाद , रा जन ै ति क ग ठ बं धन मु श कि ल में	రా జ కీ య సం కీ రణ ం చి కకు లలో యా ద వ - కు మార పె ళళ ి ని లి చి పోయా క	0.6962
मुझे लगा था सब बहुत अचछा होगा .	అంతా బాగు టు ంద ను కుననాను , తెలుసా .	0.4936
- रुको , कया ? - हम एक जैसे हैं , आ दिल .	- ఆ గు , ఏంటి ? - మని దద రం ఒక ట ే , ఆ ది ల .	0.7110
नहीं , इस में नहीं हो सकते वो . बहुत ब डे हैं .	కాదు , ఇ ందు లో ప టట వు . అ వి చాలా పెదద వి .	0.6150
- कि श ो र : और दोनों कु त ते . - शुकरिया .	- ఇంకా రెండు కు కక లు . - థా ంక యు .	0.6211
मुझे माफ करना , दो स तो .	అ యా ం సో సా రీ , గె స .	0.5313
त ू ने ब डा मे हर बा नी किया है ना ? ग टर से उ ठा या मुझे ?	నా పె చాలా దయ చూ పి ంచా వు , కదా ? ఆ ము రికి వా డ లో ంచి తీసు కొ చచి .	0.6402
और जा ह िर है , मैं पुलिस के पास नहीं जा सकता .	ఇక స ప ష ట ంగా , నేను పోలీ సు ల దగగర కి వెళళ లేను .	0.6265
6 सि त ं बर , 2 0 1 8 को , भा रत के सु पर ी म को र ट ने नि र वि वा दि त रू प से ये फै सला सुना या	సె ప టె ం బర 6 , 2 0 1 8 , సు పర ీ ం కో ర ట ఆ ఫ ఇ ండి యా ఏ క గర ీ వ ంగా రూ లి ంగ ఇ చచి ంది	0.7460
क बी र : कया ? बस करो , मजा क कर रहा था .	ఏంటి ? నో ర ము య , జో క చేసతుననా ను .	0.5520
बै ट री बद ली करता हूँ मैं , एक से क ंड .	బ యా ట రీ మా రు సతాను , ఒకక ని ము ష ం .	0.6712
न ूत न दी दी कम रे में नहीं है .	న ూ తన అ కక తన గ ది లో లేదు .	0.5968
मुझे फर क पड ता है .	నేను ప టటి ంచు కుంటా ను .	0.4813
पर मुझे याद है जब मैंने पह ली बार इसे देखा था .	కానీ నాకు త నని మొద టి సారి చూడ డం గుర తుంది .	0.6143
- चीज ें तो ड ना बंद करो . - मैं ऐसा बिलकुल नहीं सोच ता .	- అలా అన నీ అన వ సర ంగా ప గల గొ టట కు . - అలా నే నస లు అను కో వ ట లేదు .	0.6137
न ई दि शा में ले जा कर , ख न ना इन फ रा सट र क च र को ख डा किया है .	ఎ త తు కి తీసు కె ళళ ి ఖ ననా ఇ న ఫ రా సట ర క చ ర నె ల కొ ల పా రు .	0.7149
- रुको . एक से क ंड . तुमने कया . . . - हम दोनों इस के लिए जि म मे दार हैं .	- ఆ గు , ఒకక ని ము ష ం . ఏం చే సా వు - దీ నికి మని దద ర మూ బా ధ యు ల మే .	0.7274
मेरे पास त स वी र ें हैं . मेरे पास सब ूत है !	నా దగగర ఫ ొ టో లు ననా యి . సా కష యం ఉంది .	0.6048
तुम पयार करते हो उससे .	నువవు దానని పరే మి సతుననా వు .	0.4759
वह ऐ ति हा सि क फै सला , जिस ने एक लि ंग के स हम त वय सक लोगों के	ఈ చా రి త రాత మ క తీ ర పు , ఏ ది అ ంగ ీ కా రం ఉనన ఒక ే లి ంగ పు ఈ డ ొ చచి న వారి మ ధయ	0.6699
वो खेल ती नहीं हैं . सिर फ रो ती रह ती हैं .	తను ఆ డ దు . ఎపపుడూ ఏ డు సత ూ ఉంటుంది .	0.5870
मेरी बह न या मेरी माँ के लिए कुछ - कुछ करते हो .	నువవు మా అమమ కీ అ కక కీ ఏ వ ో చేసి పెటట ా వు .	0.6155
इस में तीन होने चाहिए . ती नों के तीन पह ना देना , हाँ .	అ వి మూ డు ండ ాలి . అది మూ డ ూ వే సు కు నే టట లు చూడు .	0.6343
ता रा : कयों ? कयोंकि तुम ई सा ई हो ?	ఎందు కని ? నువవు కరి స టి య ననా ?	0.5460
मेरे पिता , बर जे श याद व , जब र द स ती मेरी शादी वि शा ल सि ं ह से कर वा रहे थे .	మా నానన , బర జ ే శ యా ద వ , ననను బ ల వ ంత పెటట ా రు వి శ ాల సి ం గు ని పె ళళ ి చేసు కో మని .	0.7026
और रात को तैयार रह ना , ठीक है ?	ఈ రాత రికి రె డీ గా ఉ ండు , ఓ కే ?	0.5544
मुझे डर है वह कहीं खुद को कुछ कर ना ले .	నాకు భ య మే సతోంది తను ఏ మెనా చేసు కు ంటు దే మో నని .	0.5634
कि भा र ती य द ंड सं हि ता की द फा 3 7 7 अ सं व ै धा निक है .	ఇ ండి యన ప ీ న ల కో డ లో ని సె కష న 3 7 7 రా జ యా ంగ బ దధ మెన ది కాదు అని .	0.6734
ये है . . .	ఇది మరి . . .	0.6668
नहीं . . . शा ंत हो जाओ . ठीक है ?	వదదు జ సట శా ం తి ంచు , సరేనా ?	0.5126
कल से पू र ण - पू र ण सम र थ न .	మీకు మా అంద రి మ దద తు ఉంది .	0.5360
तुमहें लगता है मुझे ये आ ली शान जिंदगी इसलिए दी ता कि तुम कुछ भी करते र हो .	న ూ వ వు నా కీ పే దద జీవి త మి చచి ఏం కా వాల ంటే అది చే ద దా మ ను కుననా వు !	0.6543
कया तुम , ज ॉ न मै थ यू , न ूत न याद व को अपनी ध र म प तनी के रू प में स वी कार करते हो ?	జా న మే థ యూ అ నే నీ వు , న ూ తన యా ద వ ని నీ చ టట పర భా ర య గా అ ంగ ీ కరి సతుననా వా ?	0.7319
आ दिल ख न ना , तो हर व कत कया मुझे तुमहारी ही बात ें सुन नी हों गी ?	ఆ ది ల ఖ ననా , నేను ఎపపుడూ ను వు చెపప ే ది వి ంట ూ ఉండ ాలా ?	0.6534
तुम उनहें घर दे ते हो और मुझे गु ला म की तरह रह ना चाहिए !	వాళళ కి ఓ ఇ ల లు ఇ సతే నేను నీ బా ని స లా పడు ండ ాలా !	0.6434
तुम अब भी इस ी तरह सो ते हो ?	నువవు ఇంకా అలా నే పడు కుంటా వా ?	0.4899
- हम बात कर सकते हैं . . . - लड का : न वा ब हो मो है !	- మనం ఇది మాటలాడు కో వచచు - న వా బ ఒక హ ో మో !	0.6369
आ जाओ . हो गया , हो गया . आ जाओ .	అయి పోయింది , నువవు వెళళ ో చచు .	0.4988
- ता रा : कै सी हैं ? - अचछी हूँ .	- ఎలా ఉననా రు ? - బా వు ననా ం	0.5794
वो चा ची ने वो झ ुम के . . .	ఆ ంట ీ అ డి గి న చె వి రి ం గు లు ఏ వి ?	0.5533
अचछा है , तुमहें जलदी से समझ तो आ गया तुमहारे लिए अचछा कया है .	మంచిది . నీకు త వర గా నే బు దధ ి వచచి ంది అంత క ననా ఏం కావాలి .	0.6140
- रो ज - रो ज का ये . - अचछा , सर .	అ రే , రోజు రోజు ఈ నా ట కాల ే ంట రా బా బ ూ ?	0.5311
तो पलीज ये समझ िए गा कि मैंने अपनी बह न की तरह आ त मह त या नहीं की .	ప లీ జ నేను మా అ కక లా గా ఆ త మ హ త య చేసు కో లే దని గుర తు పె టటు కో ండి .	0.6613
मुझे दू र रह ना चाहिए था .	నే నే నీకు ద ూర ంగా ఉండ ాల సింది .	0.5200
कुछ जयादा ही आगे बढ रहे हैं लोग .	వీ ళళు కొ ంచ ె ం ఎ కకు వే ముందు కె ళ ి పో తుననా రు .	0.5386
- कर न : हे लो , गु ड म ॉर नि ंग . - हे लो , हे लो .	- హాయ , మార ని ంగ . - హాయ , హ లో . హ లో .	0.6125
पलीज ?	ప లీ జ ?	0.3045
मुझे लगता है इसे न शा दिया गया है .	తన కి మ త తు మంది చచి న టటు ననా రు .	0.6010
हाँ , बै ट री बद ली कर लो .	ఆ , బ యా ట రీ మా రచ ండి .	0.5730
